Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-12,1,1,23.065,SEA,@,IND,W 28-16,,,,,,,,0,0%,0,0%,4,17%,
2,2021,2021-09-19,2,2,23.072,SEA,,TEN,L 30-33,,,,,,,,0,0%,0,0%,5,14%,
3,2021,2021-09-26,3,3,23.079,SEA,@,MIN,L 17-30,,,,,,,,26,49%,0,0%,4,16%,
4,2021,2021-10-03,4,4,23.086,SEA,@,SFO,W 28-21,,,,,,,,8,14%,0,0%,4,13%,
5,2021,2021-10-07,5,5,,SEA,,LAR,L 17-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2021,2021-10-17,6,6,23.100,SEA,@,PIT,L 20-23,,,,,,,,0,0%,0,0%,4,12%,
7,2021,2021-10-25,7,7,23.108,SEA,,NOR,L 10-13,,,,,,,,1,2%,0,0%,4,16%,
8,2021,2021-10-31,8,8,23.114,SEA,,JAX,W 31-7,,,,,,,,0,0%,0,0%,5,22%,
9,2021,2021-11-14,9,10,,SEA,@,GNB,L 0-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,2021,2021-11-21,10,11,23.135,SEA,,ARI,L 13-23,,,,,,,,6,12%,0,0%,3,11%,
11,2021,2021-11-29,11,12,23.143,SEA,@,WAS,L 15-17,,,,,,,,0,0%,0,0%,1,4%,
12,2021,2021-12-05,12,13,23.149,SEA,,SFO,W 30-23,,0.0,1,0,1,0,0,60,86%,0,0%,5,17%,
13,2021,2021-12-12,13,14,23.156,SEA,@,HOU,W 33-13,*,,,,,,,61,100%,0,0%,5,18%,
14,2021,2021-12-21,14,15,23.165,SEA,@,LAR,L 10-20,*,,,,,,,57,100%,0,0%,2,8%,
15,2021,2021-12-26,15,16,23.170,SEA,,CHI,L 24-25,*,,,,,,,56,100%,0,0%,5,20%,
16,2021,2022-01-02,16,17,23.177,SEA,,DET,W 51-29,*,,,,,,,72,100%,0,0%,9,28%,
17,2021,2022-01-09,17,18,23.184,SEA,@,ARI,W 38-30,*,0.0,1,0,1,0,0,58,100%,0,0%,6,19%,
18,2022,2022-09-12,1,1,,SEA,,DEN,W 17-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,2022,2022-09-18,2,2,,SEA,@,SFO,L 7-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2022,2022-09-25,3,3,,SEA,,ATL,L 23-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,2022,2022-10-02,4,4,24.085,SEA,@,DET,W 48-45,,,,,,,,0,0%,0,0%,3,9%,
22,2022,2022-10-09,5,5,,SEA,@,NOR,L 32-39,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,2022,2022-10-16,6,6,,SEA,,ARI,W 19-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
24,2022,2022-10-23,7,7,24.106,SEA,@,LAC,W 37-23,,,,,,,,24,34%,0,0%,3,10%,
25,2022,2022-10-30,8,8,,SEA,,NYG,W 27-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,2022,2022-11-06,9,9,,SEA,@,ARI,W 31-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,2022,2022-11-13,10,10,,SEA,@,TAM,L 16-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2022,2022-11-27,11,12,,SEA,,LVR,L 34-40,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
