Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Pnt,Yds,Y/P,RetYds,Net,NY/P,TB,TB%,In20,In20%,Blck,Num,Pct,Num,Pct,Num,Pct
1.0,2024.0,2024-09-08,1.0,1.0,27.06,CHI,,TEN,W 24-17,,6,270,45.0,32,218,36.3,1,16.7%,3,50.0%,0,0.0,0%,0.0,0%,10.0,34%
2.0,2024.0,2024-09-15,2.0,2.0,27.067,CHI,@,HOU,L 13-19,,6,284,47.33,37,247,41.2,0,0.0%,2,33.3%,0,0.0,0%,0.0,0%,9.0,30%
3.0,2024.0,2024-09-22,3.0,3.0,27.074,CHI,@,IND,L 16-21,,3,127,42.33,19,108,36.0,0,0.0%,1,33.3%,0,0.0,0%,0.0,0%,7.0,30%
4.0,2024.0,2024-09-29,4.0,4.0,27.081,CHI,,LAR,W 24-18,,5,277,55.4,17,240,48.0,1,20.0%,3,60.0%,0,0.0,0%,0.0,0%,9.0,35%
5.0,2024.0,2024-10-06,5.0,5.0,27.088,CHI,,CAR,W 36-10,,4,178,44.5,20,158,39.5,0,0.0%,1,25.0%,0,0.0,0%,0.0,0%,9.0,35%
6.0,2024.0,2024-10-13,6.0,6.0,27.095,CHI,,JAX,W 35-16,,2,123,61.5,27,96,48.0,0,0.0%,0,0.0%,0,0.0,0%,0.0,0%,8.0,33%
7.0,2024.0,2024-10-27,7.0,8.0,27.109,CHI,@,WAS,L 15-18,,7,341,48.71,29,312,44.6,0,0.0%,5,71.4%,0,0.0,0%,0.0,0%,8.0,31%
8.0,2024.0,2024-11-03,8.0,9.0,27.116,CHI,@,ARI,L 9-29,,4,218,54.5,65,153,38.3,0,0.0%,1,25.0%,0,0.0,0%,0.0,0%,8.0,29%
9.0,2024.0,2024-11-10,9.0,10.0,27.123,CHI,,NWE,L 3-19,,8,335,41.88,47,268,33.5,1,12.5%,2,25.0%,0,0.0,0%,0.0,0%,9.0,33%
