Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
12,2017,2017-12-03,12,13,23.161,LAR,@,ARI,W 32-16,,4,2,7,3.50,1,50.0%,1.75,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,18,31%,0,0%,5,16%,
13,2017,2017-12-10,13,14,23.168,LAR,,PHI,L 35-43,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,25%,0,0%,3,8%,
14,2017,2017-12-17,14,15,23.175,LAR,@,SEA,W 42-7,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,9%,0,0%,12,36%,
15,2017,2017-12-24,15,16,23.182,LAR,@,TEN,W 27-23,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,16%,0,0%,6,19%,
16,2017,2017-12-31,16,17,23.189,LAR,,SFO,L 13-34,,6,3,16,5.33,0,50.0%,2.67,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,33,51%,0,0%,3,10%,
17,2018,2018-09-10,1,1,24.077,LAR,@,OAK,W 33-13,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,8%,0,0%,0,0%,
18,2018,2018-09-16,2,2,24.083,LAR,,ARI,W 34-0,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,11%,0,0%,1,6%,
19,2018,2018-09-23,3,3,24.090,LAR,,LAC,W 35-23,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,27%,0,0%,0,0%,
20,2018,2018-09-27,4,4,24.094,LAR,,MIN,W 38-31,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,42%,0,0%,0,0%,
21,2018,2018-10-07,5,5,24.104,LAR,@,SEA,W 33-31,,3,3,24,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,24%,0,0%,0,0%,
22,2018,2018-10-14,6,6,24.111,LAR,@,DEN,W 23-20,,4,2,24,12.00,0,50.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,28%,0,0%,0,0%,
23,2018,2018-10-21,7,7,24.118,LAR,@,SFO,W 39-10,,2,1,-5,-5.00,0,50.0%,-2.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,36%,0,0%,0,0%,
24,2018,2018-10-28,8,8,24.125,LAR,,GNB,W 29-27,,2,1,22,22.00,0,50.0%,11.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,22%,0,0%,0,0%,
25,2018,2018-11-04,9,9,24.132,LAR,@,NOR,L 35-45,,5,3,48,16.00,0,60.0%,9.60,0,0,,0,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,18,30%,0,0%,3,10%,
26,2018,2018-11-11,10,10,24.139,LAR,,SEA,W 36-31,,2,2,15,7.50,1,100.0%,7.50,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,16,25%,0,0%,5,17%,
27,2018,2018-11-19,11,11,24.147,LAR,,KAN,W 54-51,,4,3,49,16.33,2,75.0%,12.25,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,23,29%,0,0%,1,2%,
28,2018,2018-12-02,12,13,24.160,LAR,@,DET,W 30-16,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,35%,0,0%,2,6%,
29,2018,2018-12-09,13,14,24.167,LAR,@,CHI,L 6-15,,7,4,29,7.25,0,57.1%,4.14,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,57%,0,0%,1,4%,
30,2018,2018-12-16,14,15,24.174,LAR,,PHI,L 23-30,,7,5,46,9.20,0,71.4%,6.57,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,45%,0,0%,0,0%,
31,2018,2018-12-23,15,16,24.181,LAR,@,ARI,W 31-9,,6,5,28,5.60,0,83.3%,4.67,2,16,8.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,75%,0,0%,0,0%,
32,2018,2018-12-30,16,17,24.188,LAR,,SFO,W 48-32,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,45,62%,0,0%,0,0%,
33,2019,2019-09-08,1,1,25.075,LAR,@,CAR,W 30-27,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,39%,0,0%,0,0%,
34,2019,2019-09-15,2,2,25.082,LAR,,NOR,W 27-9,,4,3,21,7.00,0,75.0%,5.25,1,0,0.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,72%,0,0%,1,4%,
35,2019,2019-09-22,3,3,25.089,LAR,@,CLE,W 20-13,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,88%,0,0%,0,0%,
36,2019,2019-09-29,4,4,25.096,LAR,,TAM,L 40-55,,8,5,44,8.80,1,62.5%,5.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,56%,0,0%,0,0%,
37,2019,2019-10-03,5,5,25.100,LAR,@,SEA,L 29-30,*,11,7,136,19.43,0,63.6%,12.36,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,81%,0,0%,0,0%,
38,2019,2019-10-13,6,6,25.110,LAR,,SFO,L 7-20,,5,2,9,4.50,0,40.0%,1.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,54%,0,0%,0,0%,
39,2019,2019-10-20,7,7,25.117,LAR,@,ATL,W 37-10,,10,4,50,12.50,1,40.0%,5.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,55,72%,0,0%,0,0%,
40,2019,2019-10-27,8,8,25.124,LAR,,CIN,W 24-10,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,48%,0,0%,0,0%,
41,2019,2019-11-10,9,10,25.138,LAR,@,PIT,L 12-17,,12,8,68,8.50,0,66.7%,5.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,69%,0,0%,0,0%,
42,2019,2019-11-17,10,11,25.145,LAR,,CHI,W 17-7,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,26%,0,0%,0,0%,
43,2019,2019-11-25,11,12,25.153,LAR,,BAL,L 6-45,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,33%,0,0%,0,0%,
44,2019,2019-12-01,,13,,LAR,@,ARI,W 34-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
45,2019,2019-12-08,,14,,LAR,,SEA,W 28-12,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,2019,2019-12-15,,15,,LAR,@,DAL,L 21-44,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,2019,2019-12-21,15,16,25.179,LAR,@,SFO,L 31-34,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,6%,0,0%,0,0%,
48,2019,2019-12-29,16,17,25.187,LAR,,ARI,W 31-24,,,,,,,0.0%,,,,,,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,2,7%,
49,2020,2020-09-13,1,1,26.080,LAR,,DAL,W 20-17,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,33%,0,0%,3,12%,
50,2020,2020-09-20,2,2,26.087,LAR,@,PHI,W 37-19,,,,,,,0.0%,,,,,,,0,0,,,,,,,0,,,0,0,0,30,43%,0,0%,0,0%,
51,2020,2020-09-27,3,3,26.094,LAR,@,BUF,L 32-35,,2,2,34,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,41%,0,0%,0,0%,
52,2020,2020-10-04,4,4,26.101,LAR,,NYG,W 17-9,*,1,1,10,10.00,0,100.0%,10.00,1,2,2.00,1,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,33,58%,0,0%,0,0%,
53,2020,2020-10-11,5,5,26.108,LAR,@,WAS,W 30-10,,4,4,90,22.50,0,100.0%,22.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,44%,0,0%,0,0%,
54,2020,2020-10-18,6,6,26.115,LAR,@,SFO,L 16-24,,4,3,27,9.00,0,75.0%,6.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,50%,0,0%,0,0%,
55,2020,2020-10-26,7,7,26.123,LAR,,CHI,W 24-10,*,5,4,28,7.00,1,80.0%,5.60,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,55,76%,0,0%,0,0%,
56,2020,2020-11-01,8,8,26.129,LAR,@,MIA,L 17-28,,9,5,32,6.40,0,55.6%,3.56,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,55%,0,0%,0,0%,
57,2020,2020-11-15,9,10,26.143,LAR,,SEA,W 23-16,,3,2,27,13.50,0,66.7%,9.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,61%,0,0%,0,0%,
58,2020,2020-11-23,10,11,26.151,LAR,@,TAM,W 27-24,,5,4,27,6.75,0,80.0%,5.40,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,57%,0,0%,0,0%,
59,2020,2020-11-29,11,12,26.157,LAR,,SFO,L 20-23,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,47%,0,0%,0,0%,
60,2020,2020-12-06,12,13,26.164,LAR,@,ARI,W 38-28,*,7,6,44,7.33,0,85.7%,6.29,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,73%,0,0%,0,0%,
61,2020,2020-12-10,13,14,26.168,LAR,,NWE,W 24-3,*,3,1,9,9.00,0,33.3%,3.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,84%,0,0%,0,0%,
62,2020,2020-12-20,14,15,26.178,LAR,,NYJ,L 20-23,,5,2,28,14.00,0,40.0%,5.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,46%,0,0%,0,0%,
63,2020,2020-12-27,15,16,26.185,LAR,@,SEA,L 9-20,*,3,2,13,6.50,0,66.7%,4.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,69%,0,0%,0,0%,
64,2020,2021-01-03,16,17,26.192,LAR,,ARI,W 18-7,*,7,2,25,12.50,0,28.6%,3.57,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,67%,0,0%,0,0%,
65,2021,2021-09-12,1,1,27.079,SEA,@,IND,W 28-16,*,2,2,20,10.00,1,100.0%,10.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,39,72%,0,0%,0,0%,
66,2021,2021-09-19,2,2,27.086,SEA,,TEN,L 30-33,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,80%,0,0%,0,0%,
67,2021,2021-09-26,3,3,27.093,SEA,@,MIN,L 17-30,*,5,5,54,10.80,0,100.0%,10.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,79%,0,0%,0,0%,
68,2021,2021-10-03,4,4,,SEA,@,SFO,W 28-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
69,2021,2021-10-07,5,5,,SEA,,LAR,L 17-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
70,2021,2021-10-17,6,6,27.114,SEA,@,PIT,L 20-23,*,3,2,40,20.00,0,66.7%,13.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,48%,0,0%,0,0%,
71,2021,2021-10-25,7,7,27.122,SEA,,NOR,L 10-13,*,3,3,11,3.67,0,100.0%,3.67,1,12,12.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,59%,0,0%,0,0%,
72,2021,2021-10-31,8,8,27.128,SEA,,JAX,W 31-7,*,2,1,7,7.00,0,50.0%,3.50,1,-5,-5.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,77%,0,0%,0,0%,
73,2021,2021-11-14,9,10,27.142,SEA,@,GNB,L 0-17,*,8,8,63,7.88,0,100.0%,7.88,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,75%,0,0%,0,0%,
74,2021,2021-11-21,10,11,27.149,SEA,,ARI,L 13-23,*,4,3,37,12.33,0,75.0%,9.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,86%,0,0%,0,0%,
75,2021,2021-11-29,11,12,27.157,SEA,@,WAS,L 15-17,*,9,5,37,7.40,1,55.6%,4.11,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,37,79%,0,0%,0,0%,
76,2021,2021-12-05,12,13,27.163,SEA,,SFO,W 30-23,,6,4,7,1.75,0,66.7%,1.17,0,0,,0,,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,54,77%,0,0%,0,0%,
77,2021,2021-12-12,13,14,27.170,SEA,@,HOU,W 33-13,,2,2,15,7.50,1,100.0%,7.50,1,13,13.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,38,62%,0,0%,0,0%,
78,2021,2021-12-21,14,15,27.179,SEA,@,LAR,L 10-20,*,4,4,60,15.00,0,100.0%,15.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,84%,0,0%,0,0%,
79,2021,2021-12-26,15,16,27.184,SEA,,CHI,L 24-25,*,5,4,68,17.00,1,80.0%,13.60,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,84%,0,0%,0,0%,
80,2021,2022-01-02,16,17,27.191,SEA,,DET,W 51-29,,5,3,36,12.00,0,60.0%,7.20,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,71%,0,0%,0,0%,
81,2021,2022-01-09,17,18,27.198,SEA,@,ARI,W 38-30,*,3,1,20,20.00,0,33.3%,6.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,95%,0,0%,0,0%,
82,2022,2022-09-11,1,1,28.078,LAC,,LVR,W 24-19,*,4,3,54,18.00,1,75.0%,13.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,44,66%,0,0%,0,0%,
83,2022,2022-09-15,2,2,28.082,LAC,@,KAN,L 24-27,*,10,6,71,11.83,0,60.0%,7.10,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,67%,0,0%,0,0%,
84,2022,2022-09-25,3,3,28.092,LAC,,JAX,L 10-38,*,6,2,25,12.50,0,33.3%,4.17,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,46,75%,0,0%,0,0%,
85,2022,2022-10-02,4,4,28.099,LAC,@,HOU,W 34-24,*,6,5,61,12.20,1,83.3%,10.17,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,66%,0,0%,0,0%,
86,2022,2022-10-09,5,5,28.106,LAC,@,CLE,W 30-28,*,3,1,2,2.00,0,33.3%,0.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,65%,0,0%,0,0%,
87,2022,2022-10-17,6,6,28.114,LAC,,DEN,W 19-16,,7,5,29,5.80,0,71.4%,4.14,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,55%,0,0%,0,0%,
88,2022,2022-10-23,7,7,28.120,LAC,,SEA,L 23-37,,9,5,63,12.60,0,55.6%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,56%,0,0%,0,0%,
89,2022,2022-11-06,8,9,28.134,LAC,@,ATL,W 20-17,,8,5,36,7.20,0,62.5%,4.50,1,0,0.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,68%,0,0%,0,0%,
90,2022,2022-11-13,9,10,28.141,LAC,@,SFO,L 16-22,*,2,2,23,11.50,0,100.0%,11.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,17%,0,0%,0,0%,
91,2022,2022-11-20,10,11,,LAC,,KAN,L 27-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
92,2022,2022-11-27,11,12,28.155,LAC,@,ARI,W 25-24,,4,4,18,4.50,0,100.0%,4.50,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,38,58%,0,0%,0,0%,
93,2022,2022-12-04,12,13,28.162,LAC,@,LVR,L 20-27,*,6,5,80,16.00,0,83.3%,13.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,59%,0,0%,0,0%,
94,2022,2022-12-11,13,14,28.169,LAC,,MIA,W 23-17,*,8,5,28,5.60,0,62.5%,3.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,73%,0,0%,0,0%,
95,2022,2022-12-18,14,15,28.176,LAC,,TEN,W 17-14,*,6,4,42,10.50,0,66.7%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,62%,0,0%,0,0%,
96,2022,2022-12-26,15,16,28.184,LAC,@,IND,W 20-3,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,37,54%,0,0%,0,0%,
97,2022,2023-01-01,16,17,28.190,LAC,,LAR,W 31-10,*,3,3,15,5.00,1,100.0%,5.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,36,56%,0,0%,0,0%,
98,2022,2023-01-08,17,18,28.197,LAC,@,DEN,L 28-31,*,5,3,8,2.67,1,60.0%,1.60,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,30,44%,0,0%,0,0%,
99,2023,2023-09-10,1,1,29.077,LAC,,MIA,L 34-36,*,3,2,21,10.50,0,66.7%,7.00,1,2,2.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,68%,0,0%,0,0%,
100,2023,2023-09-17,2,2,29.084,LAC,@,TEN,L 24-27,*,3,3,47,15.67,0,100.0%,15.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,41%,0,0%,0,0%,
101,2023,2023-09-24,3,3,29.091,LAC,@,MIN,W 28-24,,6,6,30,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,38,58%,0,0%,0,0%,
102,2023,2023-10-01,4,4,29.098,LAC,,LVR,W 24-17,*,2,2,9,4.50,0,100.0%,4.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,69%,0,0%,0,0%,
103,2023,2023-10-16,5,6,29.113,LAC,,DAL,L 17-20,*,5,3,16,5.33,1,60.0%,3.20,1,2,2.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,74%,0,0%,0,0%,
104,2023,2023-10-22,6,7,29.119,LAC,@,KAN,L 17-31,*,4,3,26,8.67,1,75.0%,6.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,30,48%,0,0%,0,0%,
105,2023,2023-10-29,7,8,,LAC,,CHI,W 30-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
106,2023,2023-11-06,8,9,29.134,LAC,@,NYJ,W 27-6,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,32,55%,0,0%,0,0%,
107,2023,2023-11-12,9,10,29.140,LAC,,DET,L 38-41,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,33%,0,0%,0,0%,
108,2023,2023-11-19,10,11,,LAC,@,GNB,L 20-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
109,2023,2023-11-26,11,12,29.154,LAC,,BAL,L 10-20,*,4,4,43,10.75,1,100.0%,10.75,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,64%,0,0%,0,0%,
110,2023,2023-12-03,12,13,29.161,LAC,@,NWE,W 6-0,*,5,4,44,11.00,0,80.0%,8.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,64%,0,0%,0,0%,
111,2023,2023-12-10,13,14,29.168,LAC,,DEN,L 7-24,*,8,5,39,7.80,0,62.5%,4.88,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,68%,0,0%,0,0%,
112,2023,2023-12-14,14,15,29.172,LAC,@,LVR,L 21-63,*,8,5,41,8.20,0,62.5%,5.13,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,41,63%,0,0%,0,0%,
113,2023,2023-12-23,15,16,29.181,LAC,,BUF,L 22-24,*,8,7,42,6.00,0,87.5%,5.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,70%,0,0%,0,0%,
114,2023,2023-12-31,16,17,29.189,LAC,@,DEN,L 9-16,*,9,4,31,7.75,0,44.4%,3.44,1,6,6.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,69%,0,0%,0,0%,
115,2023,2024-01-07,17,18,29.196,LAC,,KAN,L 12-13,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,5%,0,0%,0,0%,
