Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-11,1,1,24.071,CHI,,SFO,W 19-10,,1.5,5,2,7,1,2,0,0,0,0,0,0%,28,41%,3,13%,
2,2022,2022-09-18,2,2,24.078,CHI,@,GNB,L 10-27,,0.0,0,0,0,0,0,0,0,0,0,0,0%,21,31%,9,41%,
3,2022,2022-09-25,3,3,24.085,CHI,,HOU,W 23-20,,0.0,0,0,0,0,0,0,0,0,0,0,0%,18,31%,5,17%,
4,2022,2022-10-02,4,4,24.092,CHI,@,NYG,L 12-20,,0.0,1,1,2,0,0,0,0,0,0,0,0%,28,43%,5,17%,
5,2022,2022-10-09,5,5,24.099,CHI,@,MIN,L 22-29,,0.0,2,1,3,1,0,0,0,0,0,0,0%,35,44%,5,22%,
6,2022,2022-10-13,6,6,24.103,CHI,,WAS,L 7-12,,,,,,,,,,,,0,0%,17,30%,3,15%,
7,2022,2022-10-24,7,7,24.114,CHI,@,NWE,W 33-14,,0.0,0,0,0,0,0,0,0,0,1,0,0%,21,40%,3,12%,
8,2022,2022-10-30,8,8,24.120,CHI,@,DAL,L 29-49,,0.0,1,0,1,0,0,0,0,0,1,0,0%,21,36%,8,28%,
9,2022,2022-11-06,9,9,24.127,CHI,,MIA,L 32-35,,,,,,,,,,,,0,0%,23,40%,7,27%,
10,2022,2022-11-13,10,10,24.134,CHI,,DET,L 30-31,*,0.0,5,1,6,0,0,0,0,0,0,0,0%,54,87%,7,24%,
11,2022,2022-11-20,11,11,24.141,CHI,@,ATL,L 24-27,*,0.0,0,1,1,0,0,0,0,0,0,0,0%,49,89%,7,26%,
12,2022,2022-11-27,12,12,24.148,CHI,@,NYJ,L 10-31,*,0.0,0,2,2,0,0,0,0,0,0,0,0%,35,56%,8,32%,
13,2022,2022-12-04,13,13,24.155,CHI,,GNB,L 19-28,*,0.0,4,1,5,0,0,0,0,0,0,0,0%,34,52%,6,25%,
14,2022,2022-12-18,14,15,24.169,CHI,,PHI,L 20-25,*,0.0,0,1,1,0,0,0,0,0,0,0,0%,39,53%,7,28%,
15,2022,2022-12-24,15,16,24.175,CHI,,BUF,L 13-35,*,0.0,1,0,1,0,0,0,0,0,0,0,0%,33,52%,6,24%,
16,2022,2023-01-01,16,17,24.183,CHI,@,DET,L 10-41,,0.0,0,0,0,0,0,0,0,0,0,0,0%,47,66%,8,27%,
17,2022,2023-01-08,17,18,24.190,CHI,,MIN,L 13-29,*,0.0,0,1,1,0,0,0,0,0,0,0,0%,47,66%,7,30%,
18,2023,2023-09-10,1,1,25.070,CHI,,GNB,L 20-38,,0.0,1,0,1,0,0,0,0,0,0,0,0%,23,38%,13,46%,
19,2023,2023-09-17,2,2,25.077,CHI,@,TAM,L 17-27,,0.0,0,1,1,0,0,0,0,0,1,0,0%,25,35%,10,37%,
20,2023,2023-09-24,3,3,25.084,CHI,@,KAN,L 10-41,,0.0,2,1,3,1,0,0,0,0,0,0,0%,38,49%,7,28%,
21,2023,2023-10-01,4,4,25.091,CHI,,DEN,L 28-31,,0.5,0,1,1,0,1,0,0,0,0,0,0%,15,31%,6,23%,
22,2023,2023-10-05,5,5,25.095,CHI,@,WAS,W 40-20,,,,,,,,,,,,0,0%,22,31%,3,10%,
23,2023,2023-10-15,6,6,25.105,CHI,,MIN,L 13-19,,0.0,0,2,2,0,0,0,0,0,0,0,0%,22,39%,8,31%,
24,2023,2023-10-22,7,7,25.112,CHI,,LVR,W 30-12,,,,,,,,,,,,0,0%,20,31%,4,17%,
25,2023,2023-10-29,8,8,,CHI,@,LAC,L 13-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,2023,2023-11-05,9,9,,CHI,@,NOR,L 17-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,2023,2023-11-09,10,10,,CHI,,CAR,W 16-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2023,2023-11-19,11,11,,CHI,@,DET,L 26-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,2023,2023-11-27,12,12,,CHI,@,MIN,W 12-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,2023,2023-12-10,13,14,,CHI,,DET,W 28-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,2023,2023-12-17,14,15,25.168,CHI,@,CLE,L 17-20,,0.0,0,0,0,0,0,0,0,0,0,0,0%,19,28%,5,14%,
32,2023,2023-12-24,15,16,25.175,CHI,,ARI,W 27-16,,,,,,,,,,,,0,0%,18,30%,4,14%,
33,2023,2023-12-31,16,17,25.182,CHI,,ATL,W 37-17,,0.0,1,1,2,0,0,0,0,0,0,0,0%,21,36%,9,28%,
34,2023,2024-01-07,17,18,25.189,CHI,@,GNB,L 9-17,,0.0,1,1,2,0,0,0,0,0,0,0,0%,19,32%,8,44%,
35,2024,2024-09-08,1,1,,CHI,,TEN,W 24-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,2024,2024-09-15,2,2,,CHI,@,HOU,L 13-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,2024,2024-09-22,3,3,,CHI,@,IND,L 16-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,2024,2024-09-29,4,4,,CHI,,LAR,W 24-18,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,2024,2024-10-06,5,5,,CHI,,CAR,W 36-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
40,2024,2024-10-13,6,6,,CHI,,JAX,W 35-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,2024,2024-10-27,7,8,,CHI,@,WAS,L 15-18,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,2024,2024-11-03,8,9,26.124,CHI,@,ARI,L 9-29,*,0.0,1,2,3,0,0,0,0,0,0,0,0%,22,38%,5,18%,
43,2024,2024-11-10,9,10,26.131,CHI,,NWE,L 3-19,,0.0,0,1,1,0,1,0,0,0,0,0,0%,16,25%,9,33%,
