Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,23.107,CHI,,GNB,L 20-38,*,0,0,0.0,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,100%,12,43%,
2,2023,2023-09-17,2,2,23.114,CHI,@,TAM,L 17-27,*,0,0,0.0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,71,100%,10,37%,
3,2023,2023-09-24,3,3,23.121,CHI,@,KAN,L 10-41,*,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,22,29%,2,8%,
4,2023,2023-10-01,4,4,23.128,CHI,,DEN,L 28-31,*,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,100%,12,46%,
5,2023,2023-10-05,5,5,23.132,CHI,@,WAS,W 40-20,*,0,0,0.0,5,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,66,94%,12,40%,
6,2023,2023-10-15,6,6,23.142,CHI,,MIN,L 13-19,*,0,0,0.0,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,56,98%,10,39%,
7,2023,2023-10-22,7,7,23.149,CHI,,LVR,W 30-12,*,0,0,0.0,6,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0%,65,100%,10,43%,
8,2023,2023-10-29,8,8,23.156,CHI,@,LAC,L 13-30,*,0,0,0.0,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,99%,8,36%,
9,2023,2023-11-05,9,9,23.163,CHI,@,NOR,L 17-24,*,0,0,0.0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,46%,3,13%,
10,2023,2023-11-09,10,10,23.167,CHI,,CAR,W 16-13,*,0,0,0.0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,60,100%,7,25%,
11,2023,2023-11-19,11,11,23.177,CHI,@,DET,L 26-31,*,0,0,0.0,3,1,4,0,0,1,5,0,1,0,0,1,0,0,0,0,0%,49,79%,9,35%,
12,2023,2023-11-27,12,12,,CHI,@,MIN,W 12-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2023,2023-12-10,13,14,23.198,CHI,,DET,W 28-13,*,0,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,47,72%,7,29%,
14,2023,2023-12-17,14,15,23.205,CHI,@,CLE,L 17-20,*,0,0,0.0,4,1,5,0,0,1,34,0,2,0,0,0,0,0,0,0,0%,45,65%,5,14%,
15,2023,2023-12-24,15,16,23.212,CHI,,ARI,W 27-16,*,0,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,31,51%,6,21%,
16,2023,2023-12-31,16,17,23.219,CHI,,ATL,W 37-17,*,0,0,0.0,4,1,5,0,0,2,6,0,4,0,0,0,0,0,0,0,0%,52,88%,8,25%,
17,2023,2024-01-07,17,18,23.226,CHI,@,GNB,L 9-17,*,0,0,0.0,7,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0%,60,100%,4,22%,
18,2024,2024-09-08,1,1,24.105,CHI,,TEN,W 24-17,,1,6,0.0,2,2,4,0,0,1,43,1,2,0,0,0,0,0,0,0,0%,63,98%,7,24%,
19,2024,2024-09-15,2,2,24.112,CHI,@,HOU,L 13-19,*,0,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,62,100%,5,17%,
20,2024,2024-09-22,3,3,24.119,CHI,@,IND,L 16-21,*,0,0,0.0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,98%,6,26%,
21,2024,2024-09-29,4,4,24.126,CHI,,LAR,W 24-18,*,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,61,100%,9,35%,
22,2024,2024-10-06,5,5,24.133,CHI,,CAR,W 36-10,*,0,0,0.0,2,4,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,60,100%,11,42%,
23,2024,2024-10-13,6,6,,CHI,,JAX,W 35-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,2024,2024-10-27,7,8,24.154,CHI,@,WAS,L 15-18,*,0,0,0.0,7,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,63,85%,9,35%,
25,2024,2024-11-03,8,9,24.161,CHI,@,ARI,L 9-29,,0,0,0.0,5,2,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,46,79%,9,32%,
26,2024,2024-11-10,9,10,24.168,CHI,,NWE,L 3-19,*,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,58%,6,22%,
