Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rt,Yds,Y/Rt,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
106,2021,2021-11-14,10,10,,GNB,,SEA,W 17-0,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
107,2021,2021-11-21,11,11,,GNB,@,MIN,L 31-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
108,2021,2021-11-28,12,12,,GNB,,LAR,W 36-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
109,2021,2021-12-12,13,14,,GNB,,CHI,W 45-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
110,2021,2021-12-19,14,15,,GNB,@,BAL,W 31-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
111,2021,2021-12-25,15,16,,GNB,,CLE,W 24-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
112,2021,2022-01-02,16,17,,GNB,,MIN,W 37-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
113,2021,2022-01-09,17,18,,GNB,@,DET,L 30-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
114,2022,2022-09-11,1,1,30.003,MIN,,GNB,W 23-7,*,0,0,,0,1.0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,45,74%,0,0%,
115,2022,2022-09-19,2,2,30.011,MIN,@,PHI,L 7-24,*,0,0,,0,1.0,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,54,74%,0,0%,
116,2022,2022-09-25,3,3,30.017,MIN,,DET,W 28-24,*,0,0,,0,0.0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,81%,0,0%,
117,2022,2022-10-02,4,4,30.024,MIN,@,NOR,W 28-25,*,0,0,,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,24,40%,0,0%,
118,2022,2022-10-09,5,5,30.031,MIN,,CHI,W 29-22,*,0,0,,0,0.5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,74%,0,0%,
119,2022,2022-10-16,6,6,30.038,MIN,@,MIA,W 24-16,*,0,0,,0,2.0,3,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0%,60,77%,0,0%,
120,2022,2022-10-30,7,8,30.052,MIN,,ARI,W 34-26,*,0,0,,0,3.0,7,0,7,4,3,0,0,0,1,0,0,0,0,0,0,0,0%,54,69%,0,0%,
121,2022,2022-11-06,8,9,30.059,MIN,@,WAS,W 20-17,*,0,0,,0,0.0,4,1,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0%,47,73%,0,0%,
122,2022,2022-11-13,9,10,30.066,MIN,@,BUF,W 33-30,*,0,0,,0,1.0,1,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0%,56,75%,0,0%,
123,2022,2022-11-20,10,11,30.073,MIN,,DAL,L 3-40,*,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,25,35%,0,0%,
124,2022,2022-11-24,11,12,30.077,MIN,,NWE,W 33-26,*,0,0,,0,0.0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,85%,0,0%,
125,2022,2022-12-04,12,13,30.087,MIN,,NYJ,W 27-22,*,0,0,,0,0.0,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0%,64,75%,0,0%,
126,2022,2022-12-11,13,14,30.094,MIN,@,DET,L 23-34,*,0,0,,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,45,64%,0,0%,
127,2022,2022-12-17,14,15,30.100,MIN,,IND,W 39-36,*,0,0,,0,0.5,3,2,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0%,63,80%,0,0%,
128,2022,2022-12-24,15,16,30.107,MIN,,NYG,W 27-24,*,0,0,,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0%,54,78%,0,0%,
129,2022,2023-01-01,16,17,30.115,MIN,@,GNB,L 17-41,*,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,52%,0,0%,
130,2022,2023-01-08,17,18,,MIN,@,CHI,W 29-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
131,2023,2023-09-10,1,1,31.002,CLE,,CIN,W 24-3,*,0,0,,0,0.0,0,2,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0%,37,66%,5,16%,
132,2023,2023-09-18,2,2,31.010,CLE,@,PIT,L 22-26,*,0,0,,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,36,66%,2,6%,
133,2023,2023-09-24,3,3,31.016,CLE,,TEN,W 27-3,*,0,0,,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,63%,1,4%,
134,2023,2023-10-01,4,4,31.023,CLE,,BAL,L 3-28,*,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,34,59%,0,0%,
135,2023,2023-10-15,5,6,31.037,CLE,,SFO,W 19-17,*,0,0,,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,42,68%,2,6%,
136,2023,2023-10-22,6,7,31.044,CLE,@,IND,W 39-38,*,0,0,,0,1.0,4,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0%,51,73%,2,5%,
137,2023,2023-10-29,7,8,31.051,CLE,@,SEA,L 20-24,*,0,0,,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,36,62%,1,4%,
138,2023,2023-11-05,8,9,31.058,CLE,,ARI,W 27-0,*,0,0,,0,1.0,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,30,58%,2,7%,
139,2023,2023-11-12,9,10,31.065,CLE,@,BAL,W 33-31,*,0,0,,0,0.5,2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,27,50%,1,3%,
140,2023,2023-11-19,10,11,31.072,CLE,,PIT,W 13-10,*,0,0,,0,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,28,48%,3,10%,
141,2023,2023-11-26,11,12,31.079,CLE,@,DEN,L 12-29,*,0,0,,0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,31,46%,0,0%,
142,2023,2023-12-03,12,13,31.086,CLE,@,LAR,L 19-36,*,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,50%,1,3%,
143,2023,2023-12-10,13,14,31.093,CLE,,JAX,W 31-27,*,0,0,,0,1.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,47,62%,1,3%,
144,2023,2023-12-17,14,15,31.100,CLE,,CHI,W 20-17,*,0,0,,0,0.0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,41,56%,2,6%,
145,2023,2023-12-24,15,16,31.107,CLE,@,HOU,W 36-22,*,0,0,,0,2.0,2,0,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0%,37,49%,1,4%,
146,2023,2023-12-28,16,17,31.111,CLE,,NYJ,W 37-20,*,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,45,62%,0,0%,
147,2023,2024-01-07,17,18,,CLE,@,CIN,L 14-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
148,2024,2024-09-08,1,1,32.000,CLE,,DAL,L 17-33,*,0,0,,0,1.0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,44,70%,0,0%,
149,2024,2024-09-15,2,2,32.007,CLE,@,JAX,W 18-13,*,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,62%,0,0%,
150,2024,2024-09-22,3,3,32.014,CLE,,NYG,L 15-21,*,0,0,,0,1.0,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,34,47%,0,0%,
151,2024,2024-09-29,4,4,32.021,CLE,@,LVR,L 16-20,*,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,51%,0,0%,
152,2024,2024-10-06,5,5,32.028,CLE,@,WAS,L 13-34,*,0,0,,0,1.0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,37,55%,0,0%,
153,2024,2024-10-13,6,6,32.035,CLE,@,PHI,L 16-20,*,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,56%,0,0%,
154,2024,2024-10-20,7,7,32.042,CLE,,CIN,L 14-21,*,0,0,,0,1.0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,30,55%,0,0%,
155,2024,2024-10-27,8,8,32.049,CLE,,BAL,W 29-24,*,0,0,,0,1.0,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0%,51,75%,0,0%,
156,2024,2024-11-03,9,9,32.056,CLE,,LAC,L 10-27,*,0,0,,0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,29,51%,0,0%,
157,2024,2024-11-10,9,10,,DET,@,HOU,W 26-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
158,2024,2024-11-17,10,11,32.070,DET,,JAX,W 52-6,*,0,0,,0,0.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,37,77%,1,4%,
159,2024,2024-11-24,11,12,32.077,DET,@,IND,W 24-6,*,0,0,,0,0.0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,37,67%,0,0%,
