Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2021,2021-11-25,11,12,22.363,DET,,CHI,L 14-16,,,,,,,0.0%,,0,0,,,,,,,,,,,,,15,31%,0,0%,6,25%,
12,2021,2021-12-05,12,13,23.008,DET,,MIN,W 29-27,,3,2,28,14.00,1,66.7%,9.33,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,40%,0,0%,15,56%,
13,2021,2021-12-12,13,14,23.015,DET,@,DEN,L 10-38,*,5,3,20,6.67,0,60.0%,4.00,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,35,56%,0,0%,4,18%,
14,2021,2021-12-19,14,15,23.022,DET,,ARI,W 30-12,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,75%,0,0%,12,48%,
15,2021,2021-12-26,15,16,23.029,DET,@,ATL,L 16-20,*,3,3,4,1.33,0,100.0%,1.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,73%,0,0%,8,35%,
16,2021,2022-01-02,16,17,,DET,@,SEA,L 29-51,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2021,2022-01-09,17,18,23.043,DET,,GNB,W 37-30,,2,2,51,25.50,1,100.0%,25.50,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,71%,0,0%,16,57%,
18,2022,2022-09-11,1,1,23.288,DET,,PHI,L 35-38,,,,,,,0.0%,,0,0,,,,,,,,,,,,,23,33%,0,0%,12,39%,
19,2022,2022-09-18,2,2,23.295,DET,,WAS,W 36-27,,1,1,25,25.00,0,100.0%,25.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,36%,0,0%,12,38%,
20,2022,2022-09-25,3,3,23.302,DET,@,MIN,L 24-28,,,,,,,0.0%,,0,0,,,,,,,,,,,,,30,38%,0,0%,11,39%,
21,2022,2022-10-02,4,4,23.309,DET,,SEA,L 45-48,,,,,,,0.0%,,0,0,,,,,,,,,,,,,24,32%,0,0%,14,42%,
22,2022,2022-10-09,5,5,23.316,DET,@,NWE,L 0-29,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,28,42%,0,0%,7,37%,
23,2022,2022-10-23,6,7,23.330,DET,@,DAL,L 6-24,*,4,4,57,14.25,0,100.0%,14.25,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,31,53%,0,0%,7,32%,
24,2022,2022-10-30,7,8,23.337,DET,,MIA,L 27-31,,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,38%,0,0%,11,44%,
25,2022,2022-11-06,8,9,23.344,DET,,GNB,W 15-9,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,81%,0,0%,5,38%,
26,2022,2022-11-13,9,10,23.351,DET,@,CHI,W 31-30,*,1,1,2,2.00,1,100.0%,2.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,74%,0,0%,11,38%,
27,2022,2022-11-20,10,11,23.358,DET,@,NYG,W 31-18,*,2,2,20,10.00,0,100.0%,10.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,75%,0,0%,9,35%,
28,2022,2022-11-24,11,12,23.362,DET,,BUF,L 25-28,*,3,2,6,3.00,0,66.7%,2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,68%,0,0%,9,35%,
29,2022,2022-12-04,12,13,24.007,DET,,JAX,W 40-14,,2,2,25,12.50,0,100.0%,12.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,46%,0,0%,12,46%,
30,2022,2022-12-11,13,14,24.014,DET,,MIN,W 34-23,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,57%,0,0%,12,41%,
31,2022,2022-12-18,14,15,24.021,DET,@,NYJ,W 20-17,,2,1,51,51.00,1,50.0%,25.50,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,32,47%,0,0%,8,29%,
32,2022,2022-12-24,15,16,24.027,DET,@,CAR,L 23-37,*,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,41%,0,0%,10,34%,
33,2022,2023-01-01,16,17,24.035,DET,,CHI,W 41-10,*,4,3,13,4.33,2,75.0%,3.25,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,46,65%,0,0%,10,33%,
34,2022,2023-01-08,17,18,24.042,DET,@,GNB,W 20-16,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,58%,0,0%,11,44%,
35,2023,2023-09-07,1,1,24.284,DET,@,KAN,W 21-20,,2,2,17,8.50,0,100.0%,8.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,39%,0,0%,14,52%,
36,2023,2023-09-17,2,2,24.294,DET,,SEA,L 31-37,,,,,,,0.0%,,0,0,,,,,,,,,,,,,26,39%,0,0%,12,43%,
37,2023,2023-09-24,3,3,24.301,DET,,ATL,W 20-6,,,,,,,0.0%,,0,0,,,,,,,,,,,,,29,41%,0,0%,13,48%,
38,2023,2023-09-28,4,4,24.305,DET,@,GNB,W 34-20,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,44,59%,0,0%,16,53%,
39,2023,2023-10-08,5,5,24.315,DET,,CAR,W 42-24,,3,3,16,5.33,0,100.0%,5.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,62%,0,0%,13,48%,
40,2023,2023-10-15,6,6,24.322,DET,@,TAM,W 20-6,*,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,61%,0,0%,12,48%,
41,2023,2023-10-22,7,7,24.329,DET,@,BAL,L 6-38,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,26,35%,0,0%,11,52%,
42,2023,2023-10-30,8,8,24.337,DET,,LVR,W 26-14,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,53%,0,0%,11,44%,
43,2023,2023-11-12,9,10,24.350,DET,@,LAC,W 41-38,,3,2,23,11.50,1,66.7%,7.67,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,34,52%,0,0%,15,50%,
44,2023,2023-11-19,10,11,24.357,DET,,CHI,W 31-26,,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,39%,0,0%,13,50%,
45,2023,2023-11-23,11,12,24.361,DET,,GNB,L 22-29,,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,33%,0,0%,10,43%,
46,2023,2023-12-03,12,13,25.006,DET,@,NOR,W 33-28,,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,40%,0,0%,15,50%,
47,2023,2023-12-10,13,14,25.013,DET,@,CHI,L 13-28,,2,2,6,3.00,0,100.0%,3.00,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,24,37%,0,0%,16,67%,
48,2023,2023-12-16,14,15,25.019,DET,,DEN,W 42-17,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,12,18%,0,0%,8,28%,
49,2023,2023-12-24,15,16,,DET,@,MIN,W 30-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
50,2023,2023-12-30,16,17,,DET,@,DAL,L 19-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
51,2023,2024-01-07,17,18,,DET,,MIN,W 30-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,2024,2024-09-08,1,1,25.286,DET,,LAR,W 26-20,*,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,49%,0,0%,4,15%,
53,2024,2024-09-15,2,2,25.293,DET,,TAM,L 16-20,,,,,,,0.0%,,0,0,,,,,,,,,,,,,29,34%,0,0%,9,35%,
54,2024,2024-09-22,3,3,25.300,DET,@,ARI,W 20-13,*,5,4,34,8.50,0,80.0%,6.80,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,69%,0,0%,3,13%,
55,2024,2024-09-30,4,4,25.308,DET,,SEA,W 42-29,,2,2,13,6.50,0,100.0%,6.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,55%,0,0%,6,21%,
56,2024,2024-10-13,5,6,25.321,DET,@,DAL,W 47-9,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,50%,0,0%,13,46%,
57,2024,2024-10-20,6,7,25.328,DET,@,MIN,W 31-29,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,28,49%,0,0%,12,39%,
58,2024,2024-10-27,7,8,25.335,DET,,TEN,W 52-14,*,1,1,8,8.00,1,100.0%,8.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,20,42%,0,0%,11,33%,
59,2024,2024-11-03,8,9,25.342,DET,@,GNB,W 24-14,,1,1,1,1.00,0,100.0%,1.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,60%,0,0%,8,36%,
60,2024,2024-11-10,9,10,25.349,DET,@,HOU,W 26-23,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,37,57%,0,0%,4,13%,
61,2024,2024-11-17,10,11,25.356,DET,,JAX,W 52-6,*,1,1,5,5.00,1,100.0%,5.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,82%,0,0%,8,31%,
62,2024,2024-11-24,11,12,25.363,DET,@,IND,W 24-6,,2,2,24,12.00,0,100.0%,12.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,47%,0,0%,4,17%,
