Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2017,2017-12-10,13,14,23.124,NYG,,DAL,L 10-30,,0,0,0,,0,0.0%,,0,0,,0,3,48,16.00,0,1,-3,-3.00,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,8,10%,0,0%,16,53%,
12,2017,2017-12-17,14,15,23.131,NYG,,PHI,L 29-34,,0,0,0,,0,0.0%,,0,0,,0,5,100,20.00,0,1,7,7.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,25%,0,0%,14,45%,
13,2017,2017-12-24,,16,,NYG,@,ARI,L 0-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,2017,2017-12-31,16,17,23.145,NYG,,WAS,W 18-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,5,31,6.20,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0%,0,0%,13,42%,
15,2019,2019-10-27,8,8,25.080,TEN,,TAM,W 27-23,,0,0,0,,0,0.0%,,0,0,,0,1,45,45.00,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,4,7%,0,0%,12,41%,
16,2019,2019-11-03,9,9,25.087,TEN,@,CAR,L 20-30,,3,2,19,9.50,0,66.7%,6.33,0,0,,0,3,69,23.00,0,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,21,29%,0,0%,9,31%,
17,2019,2019-11-10,10,10,25.094,TEN,,KAN,W 35-32,,1,1,52,52.00,0,100.0%,52.00,0,0,,0,3,46,15.33,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,10,20%,0,0%,15,47%,
18,2019,2019-11-24,11,12,25.108,TEN,,JAX,W 42-20,,1,1,14,14.00,0,100.0%,14.00,1,-5,-5.00,0,1,34,34.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,19%,0,0%,14,48%,
19,2019,2019-12-01,12,13,25.115,TEN,@,IND,W 31-17,*,1,1,40,40.00,1,100.0%,40.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,16,27%,0,0%,11,38%,
20,2019,2019-12-08,13,14,25.122,TEN,@,OAK,W 42-21,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,3,71,23.67,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,20%,0,0%,16,57%,
21,2019,2019-12-15,14,15,25.129,TEN,,HOU,L 21-24,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,3,55,18.33,0,1,8,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,22%,0,0%,14,52%,
22,2019,2019-12-22,15,16,25.136,TEN,,NOR,L 28-38,,2,2,32,16.00,0,100.0%,16.00,0,0,,0,4,83,20.75,0,3,37,12.33,0,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,8,13%,0,0%,18,50%,
23,2019,2019-12-29,,17,,TEN,@,HOU,W 35-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,2020,2020-09-14,1,1,26.037,TEN,@,DEN,W 16-14,,2,0,0,,0,0.0%,0.00,0,0,,0,1,19,19.00,0,3,19,6.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,22%,0,0%,12,50%,
25,2020,2020-09-20,2,2,26.043,TEN,,JAX,W 33-30,*,0,0,0,,0,0.0%,,0,0,,0,3,52,17.33,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,45%,0,0%,14,50%,
26,2020,2020-09-27,3,3,26.050,TEN,@,MIN,W 31-30,,3,3,118,39.33,0,100.0%,39.33,1,-3,-3.00,0,1,30,30.00,0,2,5,2.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,27%,0,0%,19,53%,
27,2020,2020-10-13,4,5,26.066,TEN,,BUF,W 42-16,*,2,2,26,13.00,0,100.0%,13.00,0,0,,0,2,35,17.50,0,2,40,20.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,55%,0,0%,6,24%,
28,2020,2020-10-18,5,6,26.071,TEN,,HOU,W 42-36,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,3,63,21.00,0,3,20,6.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,28%,0,0%,11,38%,
29,2020,2020-10-25,6,7,26.078,TEN,,PIT,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,3,43,14.33,0,1,5,5.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,13,46%,
30,2020,2020-11-01,7,8,26.085,TEN,@,CIN,L 20-31,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,1,19,19.00,0,1,3,3.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,38%,0,0%,13,57%,
31,2020,2020-11-08,8,9,26.092,TEN,,CHI,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,1,14,14.00,0,3,49,16.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,25%,0,0%,15,45%,
32,2020,2020-11-12,9,10,26.096,TEN,,IND,L 17-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,2,2.00,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,16,25%,0,0%,7,28%,
33,2020,2020-11-22,10,11,26.106,TEN,@,BAL,W 30-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,21%,0,0%,10,37%,
34,2020,2020-11-29,11,12,26.113,TEN,@,IND,W 45-26,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,4,52,13.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,21%,0,0%,15,47%,
35,2020,2020-12-06,12,13,26.120,TEN,,CLE,L 35-41,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,19%,0,0%,9,30%,
36,2020,2020-12-13,13,14,26.127,TEN,@,JAX,W 31-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,13,6.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,24%,0,0%,12,48%,
37,2020,2020-12-20,14,15,,TEN,,DET,W 46-25,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
38,2020,2020-12-27,15,16,26.141,TEN,@,GNB,L 14-40,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,13%,0,0%,3,14%,
39,2020,2021-01-03,16,17,26.148,TEN,@,HOU,W 41-38,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,3,4%,0,0%,10,29%,
40,2021,2021-09-12,1,1,27.035,DET,,SFO,L 33-41,*,4,3,50,16.67,0,75.0%,12.50,1,9,9.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,75%,0,0%,1,3%,
41,2021,2021-09-20,2,2,27.043,DET,@,GNB,L 17-35,*,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,1,10,10.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,63%,0,0%,3,13%,
42,2021,2021-09-26,3,3,27.049,DET,,BAL,L 17-19,*,10,6,68,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,1,11,11.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,75%,0,0%,3,11%,
43,2021,2021-10-03,4,4,27.056,DET,@,CHI,L 14-24,*,6,3,46,15.33,2,50.0%,7.67,0,0,,0,0,0,,0,3,29,9.67,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,53,75%,0,0%,4,19%,
44,2021,2021-10-10,5,5,27.063,DET,@,MIN,L 17-19,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,14,7.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,68%,0,0%,3,12%,
45,2021,2021-10-17,6,6,27.070,DET,,CIN,L 11-34,*,7,6,37,6.17,0,85.7%,5.29,0,0,,0,0,0,,0,3,25,8.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,89%,0,0%,3,12%,
46,2021,2021-10-24,7,7,27.077,DET,@,LAR,L 19-28,*,8,6,115,19.17,0,75.0%,14.38,1,1,1.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,81%,0,0%,1,4%,
47,2021,2021-10-31,8,8,27.084,DET,,PHI,L 6-44,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,11,11.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,79%,0,0%,1,4%,
48,2021,2021-11-14,9,10,27.098,DET,@,PIT,T 16-16,*,6,4,29,7.25,0,66.7%,4.83,0,0,,0,0,0,,0,3,71,23.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,66%,0,0%,6,18%,
49,2021,2021-11-21,10,11,27.105,DET,@,CLE,L 10-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,17,17.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,71%,0,0%,5,23%,
50,2021,2021-11-25,11,12,27.109,DET,,CHI,L 14-16,*,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0,,0,1,9,9.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,80%,0,0%,4,17%,
51,2021,2021-12-05,12,13,27.119,DET,,MIN,W 29-27,*,2,2,33,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,49%,0,0%,3,11%,
52,2021,2021-12-12,13,14,27.126,DET,@,DEN,L 10-38,,5,4,31,7.75,1,80.0%,6.20,0,0,,0,0,0,,0,1,-4,-4.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,67%,0,0%,3,14%,
53,2021,2021-12-19,14,15,27.133,DET,,ARI,W 30-12,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,2,24,12.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,69%,0,0%,4,16%,
54,2021,2021-12-26,15,16,27.140,DET,@,ATL,L 16-20,,5,3,12,4.00,0,60.0%,2.40,1,5,5.00,0,0,0,,0,1,19,19.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,69%,0,0%,2,9%,
55,2021,2022-01-02,16,17,,DET,@,SEA,L 29-51,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
56,2021,2022-01-09,17,18,27.154,DET,,GNB,W 37-30,*,5,4,101,25.25,1,80.0%,20.20,1,13,13.00,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,71%,0,0%,1,4%,
57,2022,2022-09-11,1,1,28.034,DET,,PHI,L 35-38,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,3,15,5.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,12%,0,0%,3,10%,
58,2022,2022-09-18,2,2,28.041,DET,,WAS,W 36-27,,0,0,0,,0,0.0%,,0,0,,0,1,52,52.00,0,1,8,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,10%,0,0%,8,25%,
59,2022,2022-09-25,3,3,28.048,DET,@,MIN,L 24-28,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,2,23,11.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,17%,0,0%,3,11%,
60,2022,2022-10-02,4,4,28.055,DET,,SEA,L 45-48,,5,3,38,12.67,0,60.0%,7.60,1,3,3.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,38,51%,0,0%,0,0%,
61,2022,2022-10-09,5,5,28.062,DET,@,NWE,L 0-29,,7,5,45,9.00,0,71.4%,6.43,0,0,,0,0,0,,0,2,16,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,85%,0,0%,2,11%,
62,2022,2022-10-23,6,7,28.076,DET,@,DAL,L 6-24,,6,5,75,15.00,0,83.3%,12.50,2,20,10.00,0,0,0,,0,1,13,13.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,90%,0,0%,5,23%,
63,2022,2022-10-30,7,8,28.083,DET,,MIA,L 27-31,*,4,3,76,25.33,0,75.0%,19.00,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,90%,0,0%,1,4%,
64,2022,2022-11-06,8,9,28.090,DET,,GNB,W 15-9,*,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,95%,0,0%,1,8%,
65,2022,2022-11-13,9,10,28.097,DET,@,CHI,W 31-30,*,3,3,47,15.67,0,100.0%,15.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,51,82%,0,0%,3,10%,
66,2022,2022-11-20,10,11,28.104,DET,@,NYG,W 31-18,*,7,3,33,11.00,0,42.9%,4.71,1,7,7.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,85%,0,0%,5,19%,
67,2022,2022-11-24,11,12,28.108,DET,,BUF,L 25-28,,6,4,35,8.75,0,66.7%,5.83,0,0,,0,1,13,13.00,0,2,54,27.00,0,0,0,0.0,0,0,0,0,0,2,0,0,1,0,0,54,76%,0,0%,5,19%,
68,2022,2022-12-04,12,13,28.118,DET,,JAX,W 40-14,*,2,2,12,6.00,0,100.0%,6.00,1,-6,-6.00,0,0,0,,0,2,20,10.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,17%,0,0%,3,12%,
69,2022,2022-12-11,13,14,28.125,DET,,MIN,W 34-23,,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,2,48,24.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,11%,0,0%,5,17%,
70,2022,2022-12-18,14,15,28.132,DET,@,NYJ,W 20-17,*,6,5,53,10.60,0,83.3%,8.83,0,0,,0,0,0,,0,1,47,47.00,1,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,20,29%,0,0%,6,21%,
71,2022,2022-12-24,15,16,28.138,DET,@,CAR,L 23-37,,1,1,56,56.00,0,100.0%,56.00,1,8,8.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,32%,0,0%,3,10%,
72,2022,2023-01-01,16,17,28.146,DET,,CHI,W 41-10,,3,3,40,13.33,0,100.0%,13.33,1,4,4.00,0,0,0,,0,3,16,5.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,30%,0,0%,7,23%,
73,2022,2023-01-08,17,18,28.153,DET,@,GNB,W 20-16,*,6,4,66,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,37%,0,0%,1,4%,
74,2023,2023-09-07,1,1,29.030,DET,@,KAN,W 21-20,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,1,16,16.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,27%,0,0%,5,19%,
75,2023,2023-09-17,2,2,29.040,DET,,SEA,L 31-37,*,3,2,46,23.00,1,66.7%,15.33,1,11,11.00,0,0,0,,0,2,17,8.50,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,28,42%,0,0%,3,11%,
76,2023,2023-09-24,3,3,29.047,DET,,ATL,W 20-6,*,6,4,55,13.75,0,66.7%,9.17,0,0,,0,0,0,,0,2,13,6.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,36%,0,0%,7,26%,
77,2023,2023-09-28,4,4,29.051,DET,@,GNB,W 34-20,,1,1,-2,-2.00,0,100.0%,-2.00,1,40,40.00,0,0,0,,0,3,27,9.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,23%,0,0%,6,20%,
78,2023,2023-10-08,5,5,29.061,DET,,CAR,W 42-24,*,3,3,45,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,48%,0,0%,5,19%,
79,2023,2023-10-15,6,6,29.068,DET,@,TAM,W 20-6,,3,3,23,7.67,0,100.0%,7.67,1,3,3.00,0,0,0,,0,3,33,11.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,21%,0,0%,6,24%,
80,2023,2023-10-22,7,7,29.075,DET,@,BAL,L 6-38,,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,2,32,16.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,36%,0,0%,2,10%,
81,2023,2023-10-30,8,8,29.083,DET,,LVR,W 26-14,,4,2,24,12.00,0,50.0%,6.00,1,-2,-2.00,0,0,0,,0,2,18,9.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,24%,0,0%,5,20%,
82,2023,2023-11-12,9,10,29.096,DET,@,LAC,W 41-38,,4,2,46,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,1,12,12.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,26%,0,0%,2,7%,
83,2023,2023-11-19,10,11,29.103,DET,,CHI,W 31-26,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,21%,0,0%,3,12%,
84,2023,2023-11-23,11,12,29.107,DET,,GNB,L 22-29,,5,5,90,18.00,0,100.0%,18.00,1,6,6.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,29%,0,0%,5,22%,
85,2023,2023-12-03,12,13,29.117,DET,@,NOR,W 33-28,,0,0,0,,0,0.0%,,1,9,9.00,0,0,0,,0,2,13,6.50,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,13,22%,0,0%,4,13%,
86,2023,2023-12-10,13,14,29.124,DET,@,CHI,L 13-28,,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,2,18,9.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,35%,0,0%,3,13%,
87,2023,2023-12-16,14,15,29.130,DET,,DEN,W 42-17,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,2,8,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,30%,0,0%,7,24%,
88,2023,2023-12-24,15,16,29.138,DET,@,MIN,W 30-24,,2,2,29,14.50,0,100.0%,14.50,1,8,8.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,33%,0,0%,3,12%,
89,2023,2023-12-30,16,17,29.144,DET,@,DAL,L 19-20,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,3,35,11.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,28%,0,0%,4,15%,
90,2023,2024-01-07,17,18,29.152,DET,,MIN,W 30-20,,2,2,50,25.00,0,100.0%,25.00,0,0,,0,0,0,,0,4,89,22.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,21%,0,0%,4,14%,
91,2024,2024-09-08,1,1,30.031,DET,,LAR,W 26-20,,0,0,0,,0,0.0%,,1,12,12.00,0,0,0,,0,3,18,6.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,61%,0,0%,9,35%,
92,2024,2024-09-15,2,2,30.038,DET,,TAM,L 16-20,,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,3,32,10.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,36%,0,0%,10,39%,
93,2024,2024-09-22,3,3,30.045,DET,@,ARI,W 20-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,40,10.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,7%,0,0%,8,35%,
94,2024,2024-09-30,4,4,30.053,DET,,SEA,W 42-29,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,1,26,26.00,0,1,6,6.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,11%,0,0%,8,28%,
95,2024,2024-10-13,5,6,30.066,DET,@,DAL,W 47-9,,6,4,73,18.25,0,66.7%,12.17,0,0,,0,0,0,,0,1,6,6.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,35%,0,0%,6,21%,
96,2024,2024-10-20,6,7,30.073,DET,@,MIN,W 31-29,,4,3,39,13.00,1,75.0%,9.75,0,0,,0,0,0,,0,2,23,11.50,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,16,28%,0,0%,10,32%,
97,2024,2024-10-27,7,8,30.080,DET,,TEN,W 52-14,,2,2,14,7.00,1,100.0%,7.00,0,0,,0,0,0,,0,5,190,38.00,1,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,15,31%,0,0%,6,18%,
98,2024,2024-11-03,8,9,30.087,DET,@,GNB,W 24-14,*,1,1,12,12.00,0,100.0%,12.00,1,-12,-12.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,39%,0,0%,3,14%,
99,2024,2024-11-10,9,10,30.094,DET,@,HOU,W 26-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,15,5.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,25%,0,0%,11,37%,
100,2024,2024-11-17,10,11,30.101,DET,,JAX,W 52-6,*,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,3,30,10.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,32%,0,0%,7,27%,
101,2024,2024-11-24,11,12,30.108,DET,@,IND,W 24-6,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,30,15.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,14%,0,0%,6,25%,
