Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-14,1,1,,DEN,,TEN,L 14-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2020,2020-09-20,2,2,,DEN,@,PIT,L 21-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2020,2020-09-27,3,3,,DEN,,TAM,L 10-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2020,2020-10-01,4,4,,DEN,@,NYJ,W 37-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2020,2020-10-18,5,6,,DEN,@,NWE,W 18-12,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2020,2020-10-25,6,7,,DEN,,KAN,L 16-43,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2020,2020-11-01,7,8,,DEN,,LAC,W 31-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2020,2020-11-08,8,9,21.226,DEN,@,ATL,L 27-34,,,,,,,,0,0%,0,0%,5,14%,
9,2020,2020-11-15,9,10,,DEN,@,LVR,L 12-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2020,2020-11-22,10,11,21.240,DEN,,MIA,W 20-13,,,,,,,,0,0%,0,0%,4,17%,
11,2020,2020-11-29,11,12,,DEN,,NOR,L 3-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2020,2020-12-06,12,13,,DEN,@,KAN,L 16-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2020,2020-12-13,13,14,21.261,DEN,@,CAR,W 32-27,*,,,,,,,61,100%,0,0%,5,17%,
14,2020,2020-12-19,14,15,,DEN,,BUF,L 19-48,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2020,2020-12-27,15,16,,DEN,@,LAC,L 16-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,2020,2021-01-03,16,17,21.282,DEN,,LVR,L 31-32,,0.0,1,0,1,0,0,61,75%,0,0%,8,24%,
17,2021,2021-09-12,1,1,22.169,DEN,@,NYG,W 27-13,,,,,,,,3,5%,0,0%,5,26%,
18,2021,2021-09-19,2,2,22.176,DEN,@,JAX,W 23-13,*,,,,,,,69,100%,0,0%,5,20%,
19,2021,2021-09-26,3,3,22.183,DEN,,NYJ,W 26-0,,,,,,,,29,43%,0,0%,6,26%,
20,2021,2021-10-03,4,4,22.190,DEN,,BAL,L 7-23,*,,,,,,,61,100%,0,0%,1,3%,
21,2021,2021-10-10,5,5,22.197,DEN,@,PIT,L 19-27,,,,,,,,0,0%,0,0%,3,12%,
22,2021,2021-10-17,6,6,22.204,DEN,,LVR,L 24-34,,,,,,,,0,0%,0,0%,4,13%,
23,2021,2021-10-21,7,7,22.208,DEN,@,CLE,L 14-17,,,,,,,,0,0%,0,0%,2,10%,
24,2021,2021-10-31,8,8,,DEN,,WAS,W 17-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,2021,2021-11-07,9,9,,DEN,@,DAL,W 30-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,2021,2021-11-14,10,10,22.232,DEN,,PHI,L 13-30,,,,,,,,0,0%,0,0%,4,14%,
27,2021,2021-11-28,11,12,22.246,DEN,,LAC,W 28-13,,,,,,,,44,71%,0,0%,4,20%,
28,2021,2021-12-05,12,13,22.253,DEN,@,KAN,L 9-22,,,,,,,,0,0%,0,0%,1,5%,
29,2021,2021-12-12,13,14,22.260,DEN,,DET,W 38-10,,,,,,,,0,0%,0,0%,6,27%,
30,2021,2021-12-19,14,15,22.267,DEN,,CIN,L 10-15,,,,,,,,0,0%,0,0%,3,12%,
31,2021,2021-12-26,15,16,22.274,DEN,@,LVR,L 13-17,,,,,,,,1,2%,0,0%,4,18%,
