Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-11,1,1,,MIN,,GNB,W 23-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,2022,2022-09-19,2,2,,MIN,@,PHI,L 7-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2022,2022-09-25,3,3,,MIN,,DET,W 28-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,2022,2022-10-02,4,4,,MIN,@,NOR,W 28-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,2022,2022-10-09,5,5,23.318,MIN,,CHI,W 29-22,,,,,,,0.0%,,,,,,,,0,0%,0,0%,6,26%,
6,2022,2022-10-16,6,6,,MIN,@,MIA,W 24-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,2022,2022-10-30,7,8,,MIN,,ARI,W 34-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,2022,2022-11-06,8,9,23.346,MIN,@,WAS,W 20-17,,,,,,,0.0%,,,,,,,,0,0%,0,0%,4,14%,
9,2022,2022-11-13,9,10,23.353,MIN,@,BUF,W 33-30,,,,,,,0.0%,,,,,,,,0,0%,0,0%,10,30%,
10,2022,2022-11-20,10,11,23.360,MIN,,DAL,L 3-40,,,,,,,0.0%,,,,,,,,0,0%,0,0%,9,32%,
11,2022,2022-11-24,11,12,23.364,MIN,,NWE,W 33-26,,,,,,,0.0%,,,,,,,,0,0%,0,0%,13,39%,
12,2022,2022-12-04,12,13,24.009,MIN,,NYJ,W 27-22,,,,,,,0.0%,,,,,,,,0,0%,0,0%,12,38%,
13,2022,2022-12-11,13,14,24.016,MIN,@,DET,L 23-34,,,,,,,0.0%,,,,,,,,0,0%,0,0%,11,38%,
14,2022,2022-12-17,14,15,24.022,MIN,,IND,W 39-36,,,,,,,0.0%,,,,,,,,0,0%,0,0%,18,42%,
15,2022,2022-12-24,15,16,24.029,MIN,,NYG,W 27-24,,,,,,,0.0%,,,,,,,,0,0%,0,0%,12,41%,
16,2022,2023-01-01,16,17,24.037,MIN,@,GNB,L 17-41,,,,,,,0.0%,,,,,,,,0,0%,0,0%,13,46%,
17,2022,2023-01-08,17,18,,MIN,@,CHI,W 29-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2023,2023-09-10,1,1,,MIN,,TAM,L 17-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2023,2023-09-14,2,2,,MIN,@,PHI,L 28-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2023,2023-09-24,3,3,,MIN,,LAC,L 24-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,2023,2023-10-01,4,4,,MIN,@,CAR,W 21-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,2023,2023-10-08,5,5,,MIN,,KAN,L 20-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,2023,2023-10-15,6,6,,MIN,@,CHI,W 19-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,2023,2023-10-23,7,7,,MIN,,SFO,W 22-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
