Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-12,1,1,,MIN,@,CIN,L 24-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2021,2021-09-19,2,2,,MIN,@,ARI,L 33-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2021,2021-09-26,3,3,,MIN,,SEA,W 30-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2021,2021-10-03,4,4,22.123,MIN,,CLE,L 7-14,,,,,,,,,,,,,,0,0%,0,0%,1,5%,
5,2021,2021-10-10,5,5,22.130,MIN,,DET,W 19-17,,,,,,,,,,,,,,28,42%,0,0%,6,23%,
6,2021,2021-10-17,6,6,22.137,MIN,@,CAR,W 34-28,*,,,,,,,,,,,,,89,100%,0,0%,6,17%,
7,2021,2021-10-31,7,8,22.151,MIN,,DAL,L 16-20,*,,,,,,,,,,,,,66,100%,0,0%,4,13%,
8,2021,2021-11-07,8,9,22.158,MIN,@,BAL,L 31-34,*,,,,,,,,,,,,,54,100%,0,0%,5,15%,
9,2021,2021-11-14,9,10,22.165,MIN,@,LAC,W 27-20,*,,,,,,,,,,,,,79,100%,0,0%,5,18%,
10,2021,2021-11-21,10,11,22.172,MIN,,GNB,W 34-31,*,0.0,0,0,0,0,0,0,0,0,1,0,0,70,100%,0,0%,5,18%,
11,2021,2021-11-28,11,12,22.179,MIN,@,SFO,L 26-34,*,,,,,,,,,,,,,38,69%,0,0%,3,11%,
12,2021,2021-12-05,12,13,,MIN,@,DET,L 27-29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2021,2021-12-09,13,14,,MIN,,PIT,W 36-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,2021,2021-12-20,14,15,22.201,MIN,@,CHI,W 17-9,*,0.0,0,0,0,0,0,0,0,0,1,0,0,64,100%,0,0%,3,14%,
15,2021,2021-12-26,15,16,22.207,MIN,,LAR,L 23-30,*,0.0,0,0,0,0,0,0,0,0,1,5,0,63,100%,0,0%,5,16%,
16,2021,2022-01-02,16,17,22.214,MIN,@,GNB,L 10-37,*,,,,,,,,,,,,,54,100%,0,0%,2,7%,
17,2021,2022-01-09,17,18,22.221,MIN,,CHI,W 31-17,*,,,,,,,,,,,,,48,100%,0,0%,5,20%,
18,2022,2022-09-11,1,1,23.101,MIN,,GNB,W 23-7,*,,,,,,,,,,,,,61,98%,0,0%,5,22%,
19,2022,2022-09-19,2,2,23.109,MIN,@,PHI,L 7-24,*,,,,,,,,,,,,,61,100%,0,0%,1,5%,
20,2022,2022-09-25,3,3,23.115,MIN,,DET,W 28-24,*,,,,,,,,,,,,,72,100%,0,0%,6,21%,
21,2022,2022-10-02,4,4,23.122,MIN,@,NOR,W 28-25,*,,,,,,,,,,,,,72,100%,0,0%,7,23%,
22,2022,2022-10-09,5,5,23.129,MIN,,CHI,W 29-22,*,,,,,,,,,,,,,79,100%,0,0%,5,22%,
23,2022,2022-10-16,6,6,23.136,MIN,@,MIA,W 24-16,*,,,,,,,,,,,,,52,100%,0,0%,3,10%,
24,2022,2022-10-30,7,8,23.150,MIN,,ARI,W 34-26,*,,,,,,,,,,,,,71,100%,0,0%,6,20%,
25,2022,2022-11-06,8,9,23.157,MIN,@,WAS,W 20-17,*,,,,,,,,,,,,,66,100%,0,0%,5,18%,
26,2022,2022-11-13,9,10,23.164,MIN,@,BUF,W 33-30,*,,,,,,,,,,,,,44,53%,0,0%,3,9%,
27,2022,2022-11-20,10,11,23.171,MIN,,DAL,L 3-40,*,,,,,,,,,,,,,18,32%,0,0%,1,4%,
28,2022,2022-11-24,11,12,,MIN,,NWE,W 33-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,2022,2022-12-04,12,13,,MIN,,NYJ,W 27-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,2022,2022-12-11,13,14,,MIN,@,DET,L 23-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,2022,2022-12-17,14,15,23.198,MIN,,IND,W 39-36,*,,,,,,,,,,,,,89,99%,0,0%,4,9%,
32,2022,2022-12-24,15,16,23.205,MIN,,NYG,W 27-24,*,,,,,,,,,,,,,72,100%,0,0%,5,17%,
33,2022,2023-01-01,16,17,23.213,MIN,@,GNB,L 17-41,*,,,,,,,,,,,,,58,100%,0,0%,5,18%,
34,2022,2023-01-08,17,18,23.220,MIN,@,CHI,W 29-13,*,,,,,,,,,,,,,38,54%,0,0%,7,31%,
35,2023,2023-09-10,1,1,24.100,MIN,,TAM,L 17-20,*,,,,,,,,,,,,,58,91%,0,0%,3,11%,
36,2023,2023-09-14,2,2,,MIN,@,PHI,L 28-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,2023,2023-09-24,3,3,24.114,MIN,,LAC,L 24-28,*,,,,,,,,,,,,,82,100%,0,0%,4,16%,
38,2023,2023-10-01,4,4,24.121,MIN,@,CAR,W 21-13,*,,,,,,,,,,,,,48,100%,0,0%,3,14%,
39,2023,2023-10-08,5,5,24.128,MIN,,KAN,L 20-27,*,,,,,,,,,,,,,72,100%,0,0%,4,17%,
40,2023,2023-10-15,6,6,24.135,MIN,@,CHI,W 19-13,*,,,,,,,,,,,,,57,100%,0,0%,5,19%,
41,2023,2023-10-23,7,7,24.143,MIN,,SFO,W 22-17,*,,,,,,,,,,,,,70,100%,0,0%,6,27%,
42,2023,2023-10-29,8,8,24.149,MIN,@,GNB,W 24-10,*,,,,,,,,,,,,,72,100%,0,0%,6,26%,
43,2023,2023-11-05,9,9,,MIN,@,ATL,W 31-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,2023,2023-11-12,10,10,24.163,MIN,,NOR,W 27-19,*,,,,,,,,,,,,,73,100%,0,0%,6,21%,
45,2023,2023-11-19,11,11,24.170,MIN,@,DEN,L 20-21,*,,,,,,,,,,,,,74,100%,0,0%,4,15%,
46,2023,2023-11-27,12,12,24.178,MIN,,CHI,L 10-12,*,,,,,,,,,,,,,55,100%,0,0%,2,10%,
47,2023,2023-12-10,13,14,24.191,MIN,@,LVR,W 3-0,*,0.0,1,0,1,0,0,0,0,0,0,0,0,72,100%,0,0%,3,14%,
48,2023,2023-12-16,14,15,24.197,MIN,@,CIN,L 24-27,*,,,,,,,,,,,,,68,100%,0,0%,4,15%,
49,2023,2023-12-24,15,16,24.205,MIN,,DET,L 24-30,*,,,,,,,,,,,,,55,100%,0,0%,4,15%,
50,2023,2023-12-31,16,17,24.212,MIN,,GNB,L 10-33,*,,,,,,,,,,,,,53,100%,0,0%,2,8%,
51,2023,2024-01-07,17,18,24.219,MIN,@,DET,L 20-30,*,,,,,,,,,,,,,73,100%,0,0%,4,14%,
52,2024,2024-09-08,1,1,25.098,MIN,@,NYG,W 28-6,*,,,,,,,,,,,,,55,100%,0,0%,4,17%,
53,2024,2024-09-15,2,2,25.105,MIN,,SFO,W 23-17,*,0.0,0,0,0,0,0,0,0,0,0,0,0,54,100%,0,0%,5,22%,
54,2024,2024-09-22,3,3,25.112,MIN,,HOU,W 34-7,*,,,,,,,,,,,,,57,90%,0,0%,6,23%,
55,2024,2024-09-29,4,4,25.119,MIN,@,GNB,W 31-29,*,,,,,,,,,,,,,68,100%,0,0%,5,17%,
56,2024,2024-10-06,5,5,25.126,MIN,,NYJ,W 23-17,*,,,,,,,,,,,,,73,100%,0,0%,5,17%,
57,2024,2024-10-20,6,7,25.140,MIN,,DET,L 29-31,*,,,,,,,,,,,,,60,100%,0,0%,5,16%,
58,2024,2024-10-24,7,8,25.144,MIN,@,LAR,L 20-30,*,,,,,,,,,,,,,25,50%,0,0%,2,8%,
59,2024,2024-11-03,8,9,,MIN,,IND,W 21-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
60,2024,2024-11-10,9,10,,MIN,@,JAX,W 12-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
61,2024,2024-11-17,10,11,,MIN,@,TEN,W 23-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
62,2024,2024-11-24,11,12,,MIN,@,CHI,W 30-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
