Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-12,1,1,,MIN,@,CIN,L 24-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2021,2021-09-19,2,2,,MIN,@,ARI,L 33-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2021,2021-09-26,3,3,,MIN,,SEA,W 30-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2021,2021-10-03,4,4,,MIN,,CLE,L 7-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2021,2021-10-10,5,5,,MIN,,DET,W 19-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2021,2021-10-17,6,6,,MIN,@,CAR,W 34-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2021,2021-10-31,7,8,,MIN,,DAL,L 16-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2021,2021-11-07,8,9,23.039,MIN,@,BAL,L 31-34,,,,,,,,,,,,,,0,0%,6,6%,0,0%,
9,2021,2021-11-14,9,10,23.046,MIN,@,LAC,W 27-20,,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0%,11,19%,0,0%,
10,2021,2021-11-21,10,11,23.053,MIN,,GNB,W 34-31,,,,,,,,,,,,,,0,0%,3,5%,1,4%,
11,2021,2021-11-28,11,12,23.060,MIN,@,SFO,L 26-34,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0%,15,21%,0,0%,
12,2021,2021-12-05,12,13,23.067,MIN,@,DET,L 27-29,,,,,,,,,,,,,,0,0%,3,4%,0,0%,
13,2021,2021-12-09,13,14,23.071,MIN,,PIT,W 36-28,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,17,23%,0,0%,
14,2021,2021-12-20,14,15,23.082,MIN,@,CHI,W 17-9,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0%,19,26%,3,14%,
15,2021,2021-12-26,15,16,23.088,MIN,,LAR,L 23-30,,,,,,,,,,,,,,0,0%,13,19%,0,0%,
16,2021,2022-01-02,16,17,,MIN,@,GNB,L 10-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2021,2022-01-09,17,18,23.102,MIN,,CHI,W 31-17,,,,,,,,,,,,,,0,0%,12,15%,0,0%,
18,2022,2022-09-11,1,1,23.347,MIN,,GNB,W 23-7,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,14,23%,11,48%,
19,2022,2022-09-19,2,2,23.355,MIN,@,PHI,L 7-24,,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0%,18,25%,10,48%,
20,2022,2022-09-25,3,3,23.361,MIN,,DET,W 28-24,,,,,,,,,,,,,,0,0%,14,18%,14,50%,
21,2022,2022-10-02,4,4,24.003,MIN,@,NOR,W 28-25,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,13,22%,15,48%,
22,2022,2022-10-09,5,5,24.010,MIN,,CHI,W 29-22,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,10,20%,17,75%,
23,2022,2022-10-16,6,6,24.017,MIN,@,MIA,W 24-16,,2.0,2,1,3,2,2,0,0,0,0,0,0,0,0%,37,47%,22,71%,
24,2022,2022-10-30,7,8,24.031,MIN,,ARI,W 34-26,,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0%,15,19%,24,80%,
25,2022,2022-11-06,8,9,24.038,MIN,@,WAS,W 20-17,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,11,17%,23,82%,
