Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
79,2023,2023-10-29,8,8,28.047,MIN,@,GNB,W 24-10,*,3,1,10,10.00,0,33.3%,3.33,1,2,2.00,0,0,0,,0,3,34,11.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,53%,0,0%,5,22%,
80,2023,2023-11-05,9,9,28.054,MIN,@,ATL,W 31-28,,3,2,15,7.50,1,66.7%,5.00,0,0,,0,0,0,,0,1,24,24.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,69%,0,0%,4,12%,
81,2023,2023-11-12,10,10,28.061,MIN,,NOR,W 27-19,,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,,0,2,12,6.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,67%,0,0%,6,21%,
82,2023,2023-11-19,11,11,28.068,MIN,@,DEN,L 20-21,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,3,27,9.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,59%,0,0%,4,15%,
83,2023,2023-11-27,12,12,28.076,MIN,,CHI,L 10-12,*,3,3,45,15.00,0,100.0%,15.00,1,2,2.00,0,0,0,,0,1,15,15.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,65%,0,0%,3,15%,
84,2023,2023-12-10,13,14,28.089,MIN,@,LVR,W 3-0,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,5,48,9.60,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,50%,0,0%,8,36%,
85,2023,2023-12-16,14,15,28.095,MIN,@,CIN,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,22,5.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,4,15%,
86,2023,2023-12-24,15,16,28.103,MIN,,DET,L 24-30,,4,3,53,17.67,0,75.0%,13.25,0,0,,0,0,0,,0,1,5,5.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,51%,0,0%,4,15%,
87,2023,2023-12-31,16,17,28.110,MIN,,GNB,L 10-33,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,4,2.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,17%,0,0%,2,8%,
88,2023,2024-01-07,17,18,28.117,MIN,@,DET,L 20-30,,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,1,13,13.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,12%,0,0%,5,18%,
89,2024,2024-09-08,1,1,28.362,MIN,@,NYG,W 28-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,55%,0,0%,6,25%,
90,2024,2024-09-15,2,2,29.003,MIN,,SFO,W 23-17,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,1,10,10.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,59%,0,0%,4,17%,
91,2024,2024-09-22,3,3,29.010,MIN,,HOU,W 34-7,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,1,10,10.00,0,0,0,0.0,0,0,0,0,0,0,0,0,1,7,0,27,43%,0,0%,4,15%,
92,2024,2024-09-29,4,4,29.017,MIN,@,GNB,W 31-29,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,10,10.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,34%,0,0%,3,10%,
93,2024,2024-10-06,5,5,29.024,MIN,,NYJ,W 23-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,6,2.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,8%,0,0%,7,24%,
94,2024,2024-10-20,6,7,29.038,MIN,,DET,L 29-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,15,7.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,8,26%,
95,2024,2024-10-24,7,8,29.042,MIN,@,LAR,L 20-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,6.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,12%,0,0%,8,32%,
96,2024,2024-11-03,8,9,29.052,MIN,,IND,W 21-13,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,1,15,15.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,26%,0,0%,4,18%,
97,2024,2024-11-10,9,10,29.059,MIN,@,JAX,W 12-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,9,9.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,13%,0,0%,5,26%,
98,2024,2024-11-17,10,11,29.066,MIN,@,TEN,W 23-13,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,2,17,8.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,23%,0,0%,5,19%,
99,2024,2024-11-24,11,12,29.073,MIN,@,CHI,W 30-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,5,43,8.60,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,8%,0,0%,7,23%,
