Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2017,2017-09-11,1,1,23.105,LAC,@,DEN,L 21-24,,0,0,0,0,0,0,0,0%,0,0%,9,35%,
2,2017,2017-09-17,2,2,23.111,LAC,,MIA,L 17-19,,0,0,0,0,0,0,0,0%,0,0%,11,41%,
3,2017,2017-09-24,,3,,LAC,,KAN,L 10-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,2017,2017-10-01,4,4,23.125,LAC,,PHI,L 24-26,,0,0,0,0,0,0,4,7%,0,0%,1,4%,
5,2017,2017-10-08,5,5,23.132,LAC,@,NYG,W 27-22,,0,0,0,0,0,0,9,12%,0,0%,0,0%,
6,2017,2017-10-15,6,6,23.139,LAC,@,OAK,W 17-16,,0,0,0,0,0,0,11,17%,0,0%,0,0%,
7,2017,2017-10-22,7,7,23.146,LAC,,DEN,W 21-0,,0,0,0,0,0,0,26,45%,0,0%,1,4%,
8,2017,2017-10-29,8,8,23.153,LAC,@,NWE,L 13-21,*,0,0,0,0,0,0,56,100%,0,0%,2,7%,
9,2017,2017-11-12,9,10,23.167,LAC,@,JAX,L 17-20,*,0,0,0,0,0,0,69,100%,0,0%,3,8%,
10,2017,2017-11-19,10,11,23.174,LAC,,BUF,W 54-24,*,0,0,0,0,0,0,74,100%,0,0%,11,31%,
11,2017,2017-11-23,11,12,23.178,LAC,@,DAL,W 28-6,*,0,0,0,0,0,0,68,100%,0,0%,6,32%,
12,2017,2017-12-03,12,13,23.188,LAC,,CLE,W 19-10,*,0,0,0,0,0,0,70,100%,0,0%,7,33%,
13,2017,2017-12-10,13,14,23.195,LAC,,WAS,W 30-13,*,0,0,0,0,0,0,72,100%,0,0%,6,19%,
14,2017,2017-12-16,14,15,23.201,LAC,@,KAN,L 13-30,*,0,0,0,0,0,0,64,100%,0,0%,2,8%,
15,2017,2017-12-24,15,16,23.209,LAC,@,NYJ,W 14-7,*,0,0,0,0,0,0,73,100%,0,0%,3,11%,
16,2017,2017-12-31,16,17,23.216,LAC,,OAK,W 30-10,*,0,0,0,0,0,0,70,100%,0,0%,6,27%,
17,2018,2018-09-09,1,1,24.103,LAC,,KAN,L 28-38,*,0,0,0,0,0,0,82,100%,0,0%,3,10%,
18,2018,2018-09-16,2,2,24.110,LAC,@,BUF,W 31-20,*,0,0,0,0,0,0,56,100%,0,0%,5,17%,
19,2018,2018-09-23,3,3,24.117,LAC,@,LAR,L 23-35,*,0,0,0,0,0,0,52,100%,0,0%,4,16%,
20,2018,2018-09-30,4,4,24.124,LAC,,SFO,W 29-27,*,0,0,0,0,0,0,68,100%,0,0%,6,19%,
21,2018,2018-10-07,5,5,24.131,LAC,,OAK,W 26-10,*,0,0,0,0,0,0,64,100%,0,0%,6,24%,
22,2018,2018-10-14,6,6,24.138,LAC,@,CLE,W 38-14,*,0,0,0,0,0,0,60,100%,0,0%,6,21%,
23,2018,2018-10-21,7,7,24.145,LAC,,TEN,W 20-19,*,0,0,0,0,0,0,44,100%,0,0%,4,17%,
24,2018,2018-11-04,8,9,24.159,LAC,@,SEA,W 25-17,*,0,0,0,0,0,0,51,100%,0,0%,4,14%,
25,2018,2018-11-11,9,10,24.166,LAC,@,OAK,W 20-6,*,0,0,0,0,0,0,56,100%,0,0%,4,18%,
26,2018,2018-11-18,10,11,24.173,LAC,,DEN,L 22-23,*,0,0,0,0,0,0,77,100%,0,0%,5,19%,
27,2018,2018-11-25,11,12,24.180,LAC,,ARI,W 45-10,*,0,0,0,0,0,0,69,100%,0,0%,7,25%,
28,2018,2018-12-02,12,13,24.187,LAC,@,PIT,W 33-30,*,0,0,0,0,0,0,63,100%,0,0%,6,20%,
29,2018,2018-12-09,13,14,24.194,LAC,,CIN,W 26-21,*,0,0,0,0,0,0,57,100%,0,0%,6,21%,
30,2018,2018-12-13,14,15,24.198,LAC,@,KAN,W 29-28,*,0,0,0,0,0,0,74,100%,0,0%,3,13%,
31,2018,2018-12-22,15,16,24.207,LAC,,BAL,L 10-22,*,0,0,0,0,0,0,63,100%,0,0%,2,7%,
32,2018,2018-12-30,16,17,24.215,LAC,@,DEN,W 23-9,*,0,0,0,0,0,0,59,100%,0,0%,3,13%,
33,2019,2019-09-08,1,1,25.102,LAC,,IND,W 30-24,*,0,,,0,0,0,63,100%,0,0%,5,19%,
34,2019,2019-09-15,2,2,25.109,LAC,@,DET,L 10-13,*,0,,,0,0,0,65,100%,0,0%,4,18%,
35,2019,2019-09-22,3,3,25.116,LAC,,HOU,L 20-27,*,0,,,0,0,0,74,100%,0,0%,4,15%,
36,2019,2019-09-29,4,4,25.123,LAC,@,MIA,W 30-10,*,0,0,0,1,0,0,58,87%,0,0%,7,30%,
37,2019,2019-10-06,5,5,25.130,LAC,,DEN,L 13-20,*,0,,,0,0,0,54,77%,0,0%,4,15%,
38,2019,2019-10-13,6,6,25.137,LAC,,PIT,L 17-24,*,0,,,0,0,0,62,100%,0,0%,4,15%,
39,2019,2019-10-20,7,7,25.144,LAC,@,TEN,L 20-23,*,0,,,0,0,0,63,100%,0,0%,5,21%,
40,2019,2019-10-27,8,8,25.151,LAC,@,CHI,W 17-16,*,0,,,0,0,0,45,100%,0,0%,4,15%,
41,2019,2019-11-03,9,9,25.158,LAC,,GNB,W 26-11,*,0,,,0,0,0,71,100%,0,0%,8,31%,
42,2019,2019-11-07,10,10,25.162,LAC,@,OAK,L 24-26,*,0,,,0,0,0,75,100%,0,0%,4,14%,
43,2019,2019-11-18,11,11,25.173,LAC,,KAN,L 17-24,*,0,,,0,0,0,79,100%,0,0%,4,15%,
44,2019,2019-12-01,12,13,25.186,LAC,@,DEN,L 20-23,*,0,,,0,0,0,62,100%,0,0%,5,16%,
45,2019,2019-12-08,13,14,25.193,LAC,@,JAX,W 45-10,*,0,,,0,0,0,60,100%,0,0%,7,25%,
46,2019,2019-12-15,14,15,25.200,LAC,,MIN,L 10-39,*,0,,,0,0,0,62,100%,0,0%,2,8%,
47,2019,2019-12-22,15,16,25.207,LAC,,OAK,L 17-24,*,0,,,0,0,0,61,100%,0,0%,3,11%,
48,2019,2019-12-29,16,17,25.214,LAC,@,KAN,L 21-31,*,0,,,0,0,0,77,100%,0,0%,3,13%,
49,2020,2020-09-13,1,1,26.107,LAC,@,CIN,W 16-13,*,0,,,0,0,0,74,100%,0,0%,5,17%,
50,2020,2020-09-20,2,2,26.114,LAC,,KAN,L 20-23,*,0,,,0,0,0,83,100%,0,0%,4,14%,
