Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
19,2018,2018-09-09,1,1,25.049,MIN,,SFO,W 24-16,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,18%,0,0%,20,71%,
20,2018,2018-09-16,2,2,25.056,MIN,@,GNB,T 29-29,,0,0,0,,0,0.0%,,1,5,5.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,10%,0,0%,22,59%,
21,2018,2018-09-23,3,3,25.063,MIN,,BUF,L 6-27,,6,5,47,9.40,0,83.3%,7.83,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,26%,0,0%,18,75%,
22,2018,2018-09-27,4,4,25.067,MIN,@,LAR,L 31-38,,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,27%,0,0%,20,61%,
23,2018,2018-10-07,5,5,25.077,MIN,@,PHI,W 23-21,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,13%,0,0%,16,59%,
24,2018,2018-10-14,6,6,25.084,MIN,,ARI,W 27-17,,1,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,14,20%,0,0%,20,69%,
25,2018,2018-10-21,7,7,25.091,MIN,@,NYJ,W 37-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,3%,0,0%,28,72%,
26,2018,2018-10-28,8,8,25.098,MIN,,NOR,L 20-30,*,0,0,0,,0,0.0%,,2,1,0.50,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,14%,0,0%,15,62%,
27,2018,2018-11-04,9,9,25.105,MIN,,DET,W 24-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,2,4%,0,0%,19,73%,
28,2018,2018-11-18,10,11,25.119,MIN,@,CHI,L 20-25,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,4%,0,0%,16,73%,
29,2018,2018-11-25,11,12,25.126,MIN,,GNB,W 24-17,,1,1,13,13.00,0,100.0%,13.00,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,11%,0,0%,17,61%,
30,2018,2018-12-02,12,13,25.133,MIN,@,NWE,L 10-24,,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,8%,0,0%,15,60%,
31,2018,2018-12-10,13,14,25.141,MIN,@,SEA,L 7-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,9,16%,0,0%,15,68%,
32,2018,2018-12-16,14,15,25.147,MIN,,MIA,W 41-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,18,26%,0,0%,21,66%,
33,2018,2018-12-23,15,16,25.154,MIN,@,DET,W 27-9,*,0,0,0,,0,0.0%,,1,1,1.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,5%,0,0%,10,34%,
34,2018,2018-12-30,,17,,MIN,,CHI,L 10-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,2019,2019-09-08,1,1,26.048,MIN,,ATL,W 28-12,*,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,22,41%,0,0%,18,82%,
36,2019,2019-09-15,2,2,26.055,MIN,@,GNB,L 16-21,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,38%,0,0%,21,72%,
37,2019,2019-09-22,3,3,26.062,MIN,,OAK,W 34-14,*,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,40%,0,0%,14,56%,
38,2019,2019-09-29,4,4,26.069,MIN,@,CHI,L 6-16,*,4,3,10,3.33,0,75.0%,2.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,15%,0,0%,15,75%,
39,2019,2019-10-06,5,5,26.076,MIN,@,NYG,W 28-10,,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,19,28%,0,0%,13,54%,
40,2019,2019-10-13,6,6,26.083,MIN,,PHI,W 38-20,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,34,48%,0,0%,18,62%,
41,2019,2019-10-20,7,7,26.090,MIN,@,DET,W 42-30,,1,1,5,5.00,1,100.0%,5.00,1,9,9.00,0,1,17,17.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,39,53%,0,0%,18,60%,
42,2019,2019-10-24,8,8,26.094,MIN,,WAS,W 19-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,22,31%,0,0%,12,60%,
43,2019,2019-11-03,9,9,26.104,MIN,@,KAN,L 23-26,*,4,2,37,18.50,0,50.0%,9.25,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,31%,0,0%,15,44%,
44,2019,2019-11-10,10,10,26.111,MIN,@,DAL,W 28-24,,0,0,0,,0,0.0%,,1,-1,-1.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,36%,0,0%,0,0%,
45,2019,2019-11-17,11,11,26.118,MIN,,DEN,W 27-23,*,1,1,6,6.00,0,100.0%,6.00,1,0,0.00,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,9,15%,0,0%,14,50%,
46,2019,2019-12-02,12,13,26.133,MIN,@,SEA,L 30-37,*,2,2,42,21.00,0,100.0%,21.00,0,0,,0,1,16,16.00,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,11,20%,0,0%,19,58%,
47,2019,2019-12-08,13,14,26.139,MIN,,DET,W 20-7,,1,1,25,25.00,0,100.0%,25.00,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,42%,0,0%,18,69%,
48,2019,2019-12-15,14,15,26.146,MIN,@,LAC,W 39-10,,3,3,13,4.33,0,100.0%,4.33,1,5,5.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,46%,0,0%,15,60%,
49,2019,2019-12-23,15,16,26.154,MIN,,GNB,L 10-23,*,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,31%,0,0%,8,30%,
50,2019,2019-12-29,16,17,26.160,MIN,,CHI,L 19-21,,1,0,0,,0,0.0%,0.00,2,4,2.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,29%,0,0%,13,52%,
51,2020,2020-09-13,1,1,27.053,MIN,,GNB,L 34-43,*,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,12,23%,0,0%,16,62%,
52,2020,2020-09-20,2,2,27.060,MIN,@,IND,L 11-28,,0,0,0,,0,0.0%,,1,4,4.00,0,1,11,11.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,22%,0,0%,17,68%,
53,2020,2020-09-27,3,3,27.067,MIN,,TEN,L 30-31,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,42%,0,0%,20,56%,
54,2020,2020-10-04,4,4,27.074,MIN,@,HOU,W 31-23,*,0,0,0,,0,0.0%,,1,2,2.00,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,32,48%,0,0%,20,63%,
55,2020,2020-10-11,5,5,27.081,MIN,@,SEA,L 26-27,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,33%,0,0%,14,56%,
56,2020,2020-10-18,6,6,27.088,MIN,,ATL,L 23-40,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,8,14%,0,0%,20,69%,
57,2020,2020-11-01,7,8,27.102,MIN,@,GNB,W 28-22,*,0,0,0,,0,0.0%,,1,2,2.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,42%,0,0%,13,68%,
58,2020,2020-11-08,8,9,27.109,MIN,,DET,W 34-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,34,59%,0,0%,19,63%,
59,2020,2020-11-16,9,10,27.117,MIN,@,CHI,W 19-13,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,35,47%,0,0%,14,56%,
60,2020,2020-11-22,10,11,27.123,MIN,,DAL,L 28-31,,1,0,0,,0,0.0%,0.00,0,0,,0,1,20,20.00,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,35,54%,0,0%,10,38%,
61,2020,2020-11-29,11,12,27.130,MIN,,CAR,W 28-27,*,0,0,0,,0,0.0%,,1,10,10.00,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,22,30%,0,0%,15,52%,
62,2020,2020-12-06,12,13,27.137,MIN,,JAX,W 27-24,*,1,1,12,12.00,1,100.0%,12.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,44,48%,0,0%,19,56%,
63,2020,2020-12-13,13,14,27.144,MIN,@,TAM,L 14-26,*,3,3,22,7.33,0,100.0%,7.33,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,51%,0,0%,3,14%,
64,2020,2020-12-20,14,15,27.151,MIN,,CHI,L 27-33,*,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,20,29%,0,0%,3,10%,
65,2020,2020-12-25,15,16,,MIN,@,NOR,L 33-52,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,2020,2021-01-03,16,17,27.165,MIN,@,DET,W 37-35,*,3,2,44,22.00,0,66.7%,14.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,40%,0,0%,17,57%,
67,2021,2021-09-12,1,1,28.052,MIN,@,CIN,L 24-27,*,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,30%,0,0%,13,38%,
68,2021,2021-09-19,2,2,28.059,MIN,@,ARI,L 33-34,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,15,25%,0,0%,19,53%,
69,2021,2021-09-26,3,3,28.066,MIN,,SEA,W 30-17,*,0,0,0,,0,0.0%,,2,2,1.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,29%,0,0%,11,44%,
70,2021,2021-10-03,4,4,28.073,MIN,,CLE,L 7-14,*,0,0,0,,0,0.0%,,1,1,1.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,31%,0,0%,13,59%,
71,2021,2021-10-10,5,5,28.080,MIN,,DET,W 19-17,,1,1,14,14.00,0,100.0%,14.00,1,1,1.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,48%,0,0%,13,50%,
72,2021,2021-10-17,6,6,28.087,MIN,@,CAR,W 34-28,*,0,0,0,,0,0.0%,,1,30,30.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,24%,0,0%,16,46%,
73,2021,2021-10-31,7,8,28.101,MIN,,DAL,L 16-20,,3,3,3,1.00,0,100.0%,1.00,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,39%,0,0%,16,53%,
74,2021,2021-11-07,8,9,28.108,MIN,@,BAL,L 31-34,*,1,1,27,27.00,0,100.0%,27.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,39%,0,0%,14,42%,
75,2021,2021-11-14,9,10,28.115,MIN,@,LAC,W 27-20,,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,27,34%,0,0%,17,61%,
76,2021,2021-11-21,10,11,28.122,MIN,,GNB,W 34-31,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,33%,0,0%,17,61%,
77,2021,2021-11-28,11,12,28.129,MIN,@,SFO,L 26-34,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,36%,0,0%,18,64%,
78,2021,2021-12-05,12,13,28.136,MIN,@,DET,L 27-29,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,33%,0,0%,19,70%,
79,2021,2021-12-09,13,14,28.140,MIN,,PIT,W 36-28,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,31,44%,0,0%,22,67%,
80,2021,2021-12-20,14,15,28.151,MIN,@,CHI,W 17-9,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,39%,0,0%,0,0%,
81,2021,2021-12-26,15,16,28.157,MIN,,LAR,L 23-30,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,32%,0,0%,16,52%,
82,2021,2022-01-02,16,17,28.164,MIN,@,GNB,L 10-37,*,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,17%,0,0%,14,52%,
83,2021,2022-01-09,17,18,28.171,MIN,,CHI,W 31-17,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,27%,0,0%,16,64%,
84,2022,2022-09-11,1,1,29.051,MIN,,GNB,W 23-7,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,23%,0,0%,17,74%,
85,2022,2022-09-19,2,2,29.059,MIN,@,PHI,L 7-24,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,15,71%,
86,2022,2022-09-25,3,3,29.065,MIN,,DET,W 28-24,*,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,18%,0,0%,16,57%,
87,2022,2022-10-02,4,4,29.072,MIN,@,NOR,W 28-25,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,9,13%,0,0%,20,65%,
88,2022,2022-10-09,5,5,29.079,MIN,,CHI,W 29-22,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,7,9%,0,0%,14,61%,
89,2022,2022-10-16,6,6,29.086,MIN,@,MIA,W 24-16,,0,0,0,,0,0.0%,,1,3,3.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,35%,0,0%,25,81%,
90,2022,2022-10-30,7,8,29.100,MIN,,ARI,W 34-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,13,18%,0,0%,20,67%,
91,2022,2022-11-06,8,9,29.107,MIN,@,WAS,W 20-17,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,6,9%,0,0%,20,71%,
92,2022,2022-11-13,9,10,29.114,MIN,@,BUF,W 33-30,,0,0,0,,0,0.0%,,1,3,3.00,1,0,0,,0,1,6,0.0,3,0,3,0,0,0,0,0,0,0,0,7,8%,0,0%,21,64%,
93,2022,2022-11-20,10,11,29.121,MIN,,DAL,L 3-40,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,2,4%,0,0%,19,68%,
94,2022,2022-11-24,11,12,29.125,MIN,,NWE,W 33-26,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,10,14%,0,0%,20,61%,
95,2022,2022-12-04,12,13,29.135,MIN,,NYJ,W 27-22,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,14,21%,0,0%,21,66%,
96,2022,2022-12-11,13,14,29.142,MIN,@,DET,L 23-34,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,9%,0,0%,19,66%,
97,2022,2022-12-17,14,15,29.148,MIN,,IND,W 39-36,*,1,1,4,4.00,0,100.0%,4.00,2,1,0.50,1,0,0,,0,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,14,16%,0,0%,30,70%,
98,2022,2022-12-24,15,16,29.155,MIN,,NYG,W 27-24,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,18%,0,0%,19,66%,
99,2022,2023-01-01,16,17,29.163,MIN,@,GNB,L 17-41,*,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,5,9%,0,0%,15,54%,
100,2022,2023-01-08,17,18,29.170,MIN,@,CHI,W 29-13,,4,4,47,11.75,0,100.0%,11.75,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,15,21%,0,0%,13,57%,
101,2023,2023-09-10,1,1,30.050,MIN,,TAM,L 17-20,,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,34%,0,0%,20,72%,
102,2023,2023-09-14,2,2,30.054,MIN,@,PHI,L 28-34,*,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,13,22%,0,0%,14,48%,
103,2023,2023-09-24,3,3,30.064,MIN,,LAC,L 24-28,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,10%,0,0%,14,56%,
104,2023,2023-10-01,4,4,30.071,MIN,@,CAR,W 21-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,5,10%,0,0%,11,50%,
105,2023,2023-10-08,5,5,30.078,MIN,,KAN,L 20-27,*,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,18,25%,0,0%,12,50%,
106,2023,2023-10-15,6,6,30.085,MIN,@,CHI,W 19-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,16,28%,0,0%,14,54%,
107,2023,2023-10-23,7,7,30.093,MIN,,SFO,W 22-17,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,11,16%,0,0%,11,50%,
108,2023,2023-10-29,8,8,30.099,MIN,@,GNB,W 24-10,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,26%,0,0%,9,39%,
109,2023,2023-11-05,9,9,30.106,MIN,@,ATL,W 31-28,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,13,17%,0,0%,18,55%,
110,2023,2023-11-12,10,10,30.113,MIN,,NOR,W 27-19,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,10,14%,0,0%,16,55%,
111,2023,2023-11-19,11,11,30.120,MIN,@,DEN,L 20-21,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,10,14%,0,0%,15,56%,
112,2023,2023-11-27,12,12,30.128,MIN,,CHI,L 10-12,,3,2,3,1.50,0,66.7%,1.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,20%,0,0%,11,55%,
113,2023,2023-12-10,13,14,30.141,MIN,@,LVR,W 3-0,*,0,0,0,,0,0.0%,,1,7,7.00,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,8,11%,0,0%,15,68%,
114,2023,2023-12-16,14,15,30.147,MIN,@,CIN,L 24-27,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,11,16%,0,0%,17,63%,
115,2023,2023-12-24,15,16,30.155,MIN,,DET,L 24-30,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,31%,0,0%,15,58%,
116,2023,2023-12-31,16,17,30.162,MIN,,GNB,L 10-33,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,4,8%,0,0%,15,63%,
117,2023,2024-01-07,17,18,30.169,MIN,@,DET,L 20-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,20,27%,0,0%,17,61%,
118,2024,2024-09-08,1,1,31.048,MIN,@,NYG,W 28-6,*,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,19,35%,0,0%,16,67%,
