Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
18,2018,2018-12-30,16,17,24.037,LAR,,SFO,W 48-32,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,15%,0,0%,17,55%,
19,2019,2019-09-08,,1,,LAR,@,CAR,W 30-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2019,2019-09-15,,2,,LAR,,NOR,W 27-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,2019,2019-09-22,3,3,24.303,LAR,@,CLE,W 20-13,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,2,3%,0,0%,6,25%,
22,2019,2019-09-29,,4,,LAR,,TAM,L 40-55,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,2019,2019-10-03,5,5,24.314,LAR,@,SEA,L 29-30,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,2,3%,0,0%,13,42%,
24,2019,2019-10-13,6,6,24.324,LAR,,SFO,L 7-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,12,46%,
25,2019,2019-10-20,7,7,24.331,LAR,@,ATL,W 37-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,21%,0,0%,17,52%,
26,2019,2019-10-27,8,8,24.338,LAR,,CIN,W 24-10,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,1,2%,0,0%,12,50%,
27,2019,2019-11-10,9,10,24.352,LAR,@,PIT,L 12-17,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,1,0,0,0,5,7%,0,0%,13,36%,
28,2019,2019-11-17,10,11,24.359,LAR,,CHI,W 17-7,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,37,69%,0,0%,5,20%,
29,2019,2019-11-25,11,12,25.002,LAR,,BAL,L 6-45,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,13,48%,
30,2019,2019-12-01,12,13,25.008,LAR,@,ARI,W 34-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,29%,0,0%,14,50%,
31,2019,2019-12-08,13,14,25.015,LAR,,SEA,W 28-12,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,49,72%,0,0%,11,44%,
32,2019,2019-12-15,14,15,25.022,LAR,@,DAL,L 21-44,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,15%,0,0%,1,3%,
33,2019,2019-12-21,15,16,25.028,LAR,@,SFO,L 31-34,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,31,44%,0,0%,21,57%,
34,2019,2019-12-29,16,17,25.036,LAR,,ARI,W 31-24,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,41%,0,0%,16,55%,
35,2020,2020-09-13,1,1,25.295,LAR,,DAL,W 20-17,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,10,14%,0,0%,13,50%,
36,2020,2020-09-20,2,2,25.302,LAR,@,PHI,W 37-19,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,1,1%,0,0%,13,52%,
37,2020,2020-09-27,3,3,25.309,LAR,@,BUF,L 32-35,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,12,50%,
38,2020,2020-10-04,4,4,25.316,LAR,,NYG,W 17-9,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,11,19%,0,0%,14,61%,
39,2020,2020-10-11,5,5,25.323,LAR,@,WAS,W 30-10,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,2,3%,0,0%,21,68%,
40,2020,2020-10-18,6,6,25.330,LAR,@,SFO,L 16-24,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,19,71%,
41,2020,2020-10-26,7,7,25.338,LAR,,CHI,W 24-10,*,3,3,48,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,64%,0,0%,10,40%,
42,2020,2020-11-01,8,8,25.344,LAR,@,MIA,L 17-28,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,21,64%,
43,2020,2020-11-15,9,10,25.358,LAR,,SEA,W 23-16,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,14,20%,0,0%,14,58%,
44,2020,2020-11-23,10,11,26.000,LAR,@,TAM,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,8%,0,0%,21,70%,
45,2020,2020-11-29,11,12,26.006,LAR,,SFO,L 20-23,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,3,5%,0,0%,16,46%,
46,2020,2020-12-06,12,13,26.013,LAR,@,ARI,W 38-28,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,7,9%,0,0%,17,57%,
47,2020,2020-12-10,13,14,26.017,LAR,,NWE,W 24-3,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,1,2%,0,0%,13,54%,
48,2020,2020-12-20,14,15,26.027,LAR,,NYJ,L 20-23,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,20,69%,
49,2020,2020-12-27,15,16,26.034,LAR,@,SEA,L 9-20,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,6,8%,0,0%,22,82%,
50,2020,2021-01-03,16,17,26.041,LAR,,ARI,W 18-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,14,19%,0,0%,20,80%,
51,2021,2021-09-12,1,1,26.293,LAR,,CHI,W 34-14,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,15,29%,0,0%,10,50%,
52,2021,2021-09-19,2,2,26.300,LAR,@,IND,W 27-24,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,16,62%,
53,2021,2021-09-26,3,3,26.307,LAR,,TAM,W 34-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,31,48%,0,0%,18,60%,
54,2021,2021-10-03,4,4,26.314,LAR,,ARI,L 20-37,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,29%,0,0%,14,50%,
55,2021,2021-10-07,5,5,26.318,LAR,@,SEA,W 26-17,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,28,42%,0,0%,15,54%,
56,2021,2021-10-17,6,6,26.328,LAR,@,NYG,W 38-11,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,8,30%,
57,2021,2021-10-24,7,7,,LAR,,DET,W 28-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
58,2021,2021-10-31,8,8,,LAR,@,HOU,W 38-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
59,2021,2021-11-07,9,9,,LAR,,TEN,L 16-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
60,2021,2021-11-15,10,10,,LAR,@,SFO,L 10-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
61,2021,2021-11-28,11,12,,LAR,@,GNB,L 28-36,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
62,2021,2021-12-05,12,13,,LAR,,JAX,W 37-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
63,2021,2021-12-13,13,14,,LAR,@,ARI,W 30-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
64,2021,2021-12-21,14,15,,LAR,,SEA,W 20-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
65,2021,2021-12-26,15,16,,LAR,@,MIN,W 30-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
66,2021,2022-01-02,16,17,,LAR,@,BAL,W 20-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
67,2021,2022-01-09,17,18,,LAR,,SFO,L 24-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
68,2022,2022-09-11,1,1,27.292,MIN,,GNB,W 23-7,*,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,65%,0,0%,5,22%,
69,2022,2022-09-19,2,2,27.300,MIN,@,PHI,L 7-24,*,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,46%,0,0%,4,19%,
70,2022,2022-09-25,3,3,27.306,MIN,,DET,W 28-24,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,39%,0,0%,8,29%,
71,2022,2022-10-02,4,4,27.313,MIN,@,NOR,W 28-25,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,28%,0,0%,5,16%,
72,2022,2022-10-09,5,5,27.320,MIN,,CHI,W 29-22,*,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,44%,0,0%,5,22%,
73,2022,2022-10-16,6,6,27.327,MIN,@,MIA,W 24-16,*,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,56%,0,0%,1,3%,
74,2022,2022-10-30,7,8,27.341,MIN,,ARI,W 34-26,*,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,43,61%,0,0%,0,0%,
75,2022,2022-11-06,8,9,27.348,MIN,@,WAS,W 20-17,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,23%,0,0%,0,0%,
76,2022,2022-11-13,9,10,27.355,MIN,@,BUF,W 33-30,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,22,27%,0,0%,8,24%,
77,2022,2022-11-20,10,11,27.362,MIN,,DAL,L 3-40,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,47%,0,0%,8,29%,
78,2022,2022-11-24,11,12,28.001,MIN,,NWE,W 33-26,*,2,2,20,10.00,0,100.0%,10.00,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,54%,0,0%,6,18%,
79,2022,2022-12-04,12,13,28.011,MIN,,NYJ,W 27-22,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,35%,0,0%,0,0%,
80,2022,2022-12-11,13,14,28.018,MIN,@,DET,L 23-34,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,13,20%,0,0%,7,24%,
81,2022,2022-12-17,14,15,28.024,MIN,,IND,W 39-36,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,18%,0,0%,8,19%,
82,2022,2022-12-24,15,16,28.031,MIN,,NYG,W 27-24,*,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,31%,0,0%,7,24%,
83,2022,2023-01-01,16,17,28.039,MIN,@,GNB,L 17-41,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,18,31%,0,0%,11,39%,
84,2022,2023-01-08,17,18,28.046,MIN,@,CHI,W 29-13,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,26,37%,0,0%,10,44%,
85,2023,2023-09-10,1,1,28.291,MIN,,TAM,L 17-20,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,5,8%,0,0%,13,47%,
86,2023,2023-09-14,2,2,28.295,MIN,@,PHI,L 28-34,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,1,2%,0,0%,13,45%,
87,2023,2023-09-24,3,3,28.305,MIN,,LAC,L 24-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,9%,0,0%,12,48%,
88,2023,2023-10-01,4,4,28.312,MIN,@,CAR,W 21-13,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,8,17%,0,0%,13,59%,
89,2023,2023-10-08,5,5,28.319,MIN,,KAN,L 20-27,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,14%,0,0%,11,46%,
90,2023,2023-10-15,6,6,28.326,MIN,@,CHI,W 19-13,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,7,12%,0,0%,14,54%,
91,2023,2023-10-23,7,7,28.334,MIN,,SFO,W 22-17,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,8,11%,0,0%,12,55%,
92,2023,2023-10-29,8,8,28.340,MIN,@,GNB,W 24-10,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,6%,0,0%,11,48%,
93,2023,2023-11-05,9,9,28.347,MIN,@,ATL,W 31-28,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,8%,0,0%,15,46%,
94,2023,2023-11-12,10,10,28.354,MIN,,NOR,W 27-19,,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,22%,0,0%,16,55%,
95,2023,2023-11-19,11,11,28.361,MIN,@,DEN,L 20-21,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,13,18%,0,0%,13,48%,
96,2023,2023-11-27,12,12,29.004,MIN,,CHI,L 10-12,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,7,13%,0,0%,10,50%,
97,2023,2023-12-10,13,14,29.017,MIN,@,LVR,W 3-0,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,5,7%,0,0%,12,55%,
98,2023,2023-12-16,14,15,29.023,MIN,@,CIN,L 24-27,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,10%,0,0%,12,44%,
99,2023,2023-12-24,15,16,29.031,MIN,,DET,L 24-30,,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,42%,0,0%,12,46%,
100,2023,2023-12-31,16,17,29.038,MIN,,GNB,L 10-33,,7,4,39,9.75,1,57.1%,5.57,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,41,77%,0,0%,11,46%,
101,2023,2024-01-07,17,18,29.045,MIN,@,DET,L 20-30,,6,5,58,11.60,0,83.3%,9.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,75%,0,0%,10,36%,
102,2024,2024-09-08,1,1,29.290,MIN,@,NYG,W 28-6,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,53%,0,0%,0,0%,
103,2024,2024-09-15,2,2,29.297,MIN,,SFO,W 23-17,*,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,70%,0,0%,1,4%,
104,2024,2024-09-22,3,3,29.304,MIN,,HOU,W 34-7,*,3,1,2,2.00,1,33.3%,0.67,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,81%,0,0%,1,4%,
105,2024,2024-09-29,4,4,29.311,MIN,@,GNB,W 31-29,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,60%,0,0%,6,21%,
106,2024,2024-10-06,5,5,29.318,MIN,,NYJ,W 23-17,*,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,53%,0,0%,5,17%,
107,2024,2024-10-20,6,7,29.332,MIN,,DET,L 29-31,,5,4,8,2.00,0,80.0%,1.60,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,67%,0,0%,11,35%,
108,2024,2024-10-24,7,8,29.336,MIN,@,LAR,L 20-30,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,62%,0,0%,9,36%,
109,2024,2024-11-03,8,9,29.346,MIN,,IND,W 21-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,26%,0,0%,9,41%,
110,2024,2024-11-10,9,10,29.353,MIN,@,JAX,W 12-7,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,18,21%,0,0%,6,32%,
