Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1.0,2024.0,2024-09-08,1.0,1.0,,MIN,@,NYG,W 28-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2.0,2024.0,2024-09-15,2.0,2.0,,MIN,,SFO,W 23-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3.0,2024.0,2024-09-22,3.0,3.0,25.194,MIN,,HOU,W 34-7,,1.0,1,0,1,1,1,0,0%,16,24%,0,0%,
4.0,2024.0,2024-09-29,4.0,4.0,25.201,MIN,@,GNB,W 31-29,,,,,,,,0,0%,7,9%,1,3%,
5.0,2024.0,2024-10-06,5.0,5.0,,MIN,,NYJ,W 23-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6.0,2024.0,2024-10-20,6.0,7.0,25.222,MIN,,DET,L 29-31,,,,,,,,0,0%,2,4%,5,16%,
7.0,2024.0,2024-10-24,7.0,8.0,25.226,MIN,@,LAR,L 20-30,,0.0,0,1,1,0,0,0,0%,17,24%,4,16%,
8.0,2024.0,2024-11-03,8.0,9.0,25.236,MIN,,IND,W 21-13,,0.0,1,0,1,1,0,0,0%,7,13%,5,23%,
9.0,2024.0,2024-11-10,9.0,10.0,25.243,MIN,@,JAX,W 12-7,,,,,,,,0,0%,5,11%,2,11%,
10.0,2024.0,2024-11-17,10.0,11.0,25.25,MIN,@,TEN,W 23-13,,0.0,0,1,1,0,0,0,0%,10,17%,3,12%,
11.0,2024.0,2024-11-24,11.0,12.0,25.257,MIN,@,CHI,W 30-27,,0.0,1,0,1,0,0,0,0%,16,21%,6,19%,
