Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2018,2018-09-09,1,1,22.227,BUF,@,BAL,L 3-47,,0.0,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0%,41,51%,2,6%,
2,2018,2018-09-16,2,2,22.234,BUF,,LAC,L 20-31,,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18,32%,9,30%,
3,2018,2018-09-23,3,3,22.241,BUF,@,MIN,W 27-6,,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,23,35%,5,21%,
4,2018,2018-09-30,4,4,22.248,BUF,@,GNB,L 0-22,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,25,33%,5,22%,
5,2018,2018-10-07,5,5,22.255,BUF,,TEN,W 13-12,,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,24,44%,8,38%,
6,2018,2018-10-14,6,6,22.262,BUF,@,HOU,L 13-20,,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0%,22,36%,3,11%,
7,2018,2018-10-21,7,7,22.269,BUF,@,IND,L 5-37,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,31,47%,1,4%,
8,2018,2018-10-29,8,8,22.277,BUF,,NWE,L 6-25,,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,39%,3,11%,
9,2018,2018-11-04,9,9,22.283,BUF,,CHI,L 9-41,,0.0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,37%,2,7%,
10,2018,2018-11-11,10,10,22.290,BUF,@,NYJ,W 41-10,,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,21,38%,8,26%,
11,2018,2018-11-25,11,12,22.304,BUF,,JAX,W 24-21,,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,25,36%,5,16%,
12,2018,2018-12-02,12,13,22.311,BUF,@,MIA,L 17-21,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,35%,3,12%,
13,2018,2018-12-09,13,14,22.318,BUF,,NYJ,L 23-27,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18,33%,7,25%,
