Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2017,2017-09-10,1,1,21.336,JAX,@,HOU,W 29-7,*,0,0,0,0,0,0,64,100%,0,0%,0,0%,
2,2017,2017-09-17,2,2,21.343,JAX,,TEN,L 16-37,*,0,0,0,0,0,0,67,100%,0,0%,0,0%,
3,2017,2017-09-24,3,3,21.350,JAX,,BAL,W 44-7,*,0,0,0,0,0,0,64,88%,0,0%,0,0%,
4,2017,2017-10-01,4,4,21.357,JAX,@,NYJ,L 20-23,*,0,0,0,0,0,0,78,100%,0,0%,0,0%,
5,2017,2017-10-08,5,5,21.364,JAX,@,PIT,W 30-9,*,0,0,0,0,0,0,54,100%,0,0%,0,0%,
6,2017,2017-10-15,6,6,22.006,JAX,,LAR,L 17-27,*,0,0,0,1,0,0,69,100%,0,0%,0,0%,
7,2017,2017-10-22,7,7,22.013,JAX,@,IND,W 27-0,*,0,0,0,0,0,0,2,3%,0,0%,0,0%,
8,2017,2017-11-05,8,9,22.027,JAX,,CIN,W 23-7,*,0,0,0,0,0,0,76,95%,0,0%,0,0%,
9,2017,2017-11-12,9,10,22.034,JAX,,LAC,W 20-17,*,0,0,0,0,0,0,84,100%,0,0%,3,8%,
10,2017,2017-11-19,10,11,22.041,JAX,@,CLE,W 19-7,*,0,0,0,0,0,0,78,100%,0,0%,4,13%,
11,2017,2017-11-26,11,12,22.048,JAX,@,ARI,L 24-27,*,0,0,0,0,0,0,63,100%,0,0%,4,11%,
12,2017,2017-12-03,12,13,22.055,JAX,,IND,W 30-10,*,0,0,0,0,0,0,61,94%,0,0%,3,12%,
13,2017,2017-12-10,13,14,22.062,JAX,,SEA,W 30-24,*,0,0,0,0,0,0,63,95%,0,0%,6,19%,
14,2017,2017-12-17,14,15,22.069,JAX,,HOU,W 45-7,*,0,0,0,0,0,0,56,80%,0,0%,7,20%,
15,2017,2017-12-24,15,16,22.076,JAX,@,SFO,L 33-44,*,0,0,0,0,0,0,10,11%,0,0%,0,0%,
