Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
19,2015,2015-09-27,3,3,22.037,TAM,@,HOU,L 9-19,*,17,7,101,14.43,0,41.2%,5.94,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,83%,0,0%,0,0%,
20,2015,2015-10-04,4,4,22.044,TAM,,CAR,L 23-37,*,8,3,32,10.67,0,37.5%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,91%,0,0%,0,0%,
21,2015,2015-10-11,5,5,22.051,TAM,,JAX,W 38-31,*,5,3,41,13.67,0,60.0%,8.20,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,61%,0,0%,1,3%,
22,2015,2015-10-25,6,7,22.065,TAM,@,WAS,L 30-31,*,12,8,164,20.50,1,66.7%,13.67,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,48,75%,0,0%,0,0%,
23,2015,2015-11-01,7,8,22.072,TAM,@,ATL,W 23-20,*,9,3,48,16.00,0,33.3%,5.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,74%,0,0%,0,0%,
24,2015,2015-11-08,8,9,22.079,TAM,,NYG,L 18-32,*,19,8,150,18.75,0,42.1%,7.89,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,57,90%,0,0%,0,0%,
25,2015,2015-11-15,9,10,22.086,TAM,,DAL,W 10-6,*,13,8,126,15.75,0,61.5%,9.69,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,89%,0,0%,0,0%,
26,2015,2015-11-22,10,11,22.093,TAM,@,PHI,W 45-17,*,7,4,63,15.75,1,57.1%,9.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,64,82%,0,0%,1,3%,
27,2015,2015-11-29,11,12,22.100,TAM,@,IND,L 12-25,*,10,5,64,12.80,0,50.0%,6.40,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,96%,0,0%,0,0%,
28,2015,2015-12-06,12,13,22.107,TAM,,ATL,W 23-19,*,7,5,61,12.20,1,71.4%,8.71,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,62,87%,0,0%,0,0%,
29,2015,2015-12-13,13,14,22.114,TAM,,NOR,L 17-24,*,4,3,39,13.00,0,75.0%,9.75,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,95%,0,0%,0,0%,
30,2015,2015-12-17,14,15,22.118,TAM,@,STL,L 23-31,*,17,9,157,17.44,0,52.9%,9.24,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,74,91%,0,0%,1,3%,
31,2015,2015-12-27,15,16,22.128,TAM,,CHI,L 21-26,*,8,4,61,15.25,0,50.0%,7.63,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,91%,0,0%,1,3%,
32,2015,2016-01-03,16,17,22.135,TAM,@,CAR,L 10-38,*,9,4,99,24.75,0,44.4%,11.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,92%,0,0%,0,0%,
33,2016,2016-09-11,1,1,23.021,TAM,@,ATL,W 31-24,*,7,5,99,19.80,1,71.4%,14.14,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,86%,0,0%,0,0%,
34,2016,2016-09-18,2,2,23.028,TAM,@,ARI,L 7-40,*,18,6,70,11.67,1,33.3%,3.89,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,69,87%,0,0%,0,0%,
35,2016,2016-09-25,3,3,23.035,TAM,,LAR,L 32-37,*,14,10,132,13.20,1,71.4%,9.43,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,78,87%,0,0%,0,0%,
36,2016,2016-10-02,4,4,23.042,TAM,,DEN,L 7-27,*,11,5,59,11.80,0,45.5%,5.36,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,87%,0,0%,0,0%,
37,2016,2016-10-10,5,5,23.050,TAM,@,CAR,W 17-14,*,12,6,89,14.83,1,50.0%,7.42,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,64,88%,0,0%,0,0%,
38,2016,2016-10-23,6,7,23.063,TAM,@,SFO,W 34-17,*,13,8,96,12.00,2,61.5%,7.38,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,57,76%,0,0%,0,0%,
39,2016,2016-10-30,7,8,23.070,TAM,,OAK,L 24-30,*,11,4,50,12.50,0,36.4%,4.55,0,0,,0,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,60,88%,0,0%,0,0%,
40,2016,2016-11-03,8,9,23.074,TAM,,ATL,L 28-43,*,17,11,150,13.64,2,64.7%,8.82,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,50,62%,0,0%,0,0%,
41,2016,2016-11-13,9,10,23.084,TAM,,CHI,W 36-10,*,5,4,66,16.50,0,80.0%,13.20,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,85%,0,0%,0,0%,
42,2016,2016-11-20,10,11,23.091,TAM,@,KAN,W 19-17,*,13,6,105,17.50,0,46.2%,8.08,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,83%,1,2%,0,0%,
43,2016,2016-11-27,11,12,23.098,TAM,,SEA,W 14-5,*,11,8,104,13.00,2,72.7%,9.45,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,55,82%,0,0%,0,0%,
44,2016,2016-12-04,12,13,23.105,TAM,@,SDG,W 28-21,*,6,3,38,12.67,0,50.0%,6.33,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,56,86%,0,0%,0,0%,
45,2016,2016-12-11,13,14,23.112,TAM,,NOR,W 16-11,*,8,4,42,10.50,0,50.0%,5.25,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,77%,0,0%,0,0%,
46,2016,2016-12-18,14,15,23.119,TAM,@,DAL,L 20-26,*,8,4,59,14.75,0,50.0%,7.38,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,85%,0,0%,0,0%,
47,2016,2016-12-24,15,16,23.125,TAM,@,NOR,L 24-31,*,8,7,97,13.86,1,87.5%,12.13,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,90%,0,0%,0,0%,
48,2016,2017-01-01,16,17,23.133,TAM,,CAR,W 17-16,*,11,5,65,13.00,1,45.5%,5.91,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,86%,0,0%,0,0%,
49,2017,2017-09-17,1,2,24.027,TAM,,CHI,W 29-7,*,9,7,93,13.29,1,77.8%,10.33,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,77%,0,0%,0,0%,
50,2017,2017-09-24,2,3,24.034,TAM,@,MIN,L 17-34,*,12,7,67,9.57,0,58.3%,5.58,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,89%,0,0%,0,0%,
51,2017,2017-10-01,3,4,24.041,TAM,,NYG,W 25-23,*,11,5,67,13.40,1,45.5%,6.09,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,59,92%,0,0%,0,0%,
52,2017,2017-10-05,4,5,24.045,TAM,,NWE,L 14-19,*,8,5,49,9.80,0,62.5%,6.13,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,94%,0,0%,0,0%,
53,2017,2017-10-15,5,6,24.055,TAM,@,ARI,L 33-38,*,8,3,95,31.67,1,37.5%,11.88,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,64,91%,0,0%,0,0%,
54,2017,2017-10-22,6,7,24.062,TAM,@,BUF,L 27-30,*,10,7,88,12.57,1,70.0%,8.80,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,63,88%,0,0%,0,0%,
55,2017,2017-10-29,7,8,24.069,TAM,,CAR,L 3-17,*,10,5,60,12.00,0,50.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,93%,0,0%,0,0%,
56,2017,2017-11-05,8,9,24.076,TAM,@,NOR,L 10-30,*,6,1,13,13.00,0,16.7%,2.17,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,88%,0,0%,0,0%,
57,2017,2017-11-12,,10,,TAM,,NYJ,W 15-10,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended
58,2017,2017-11-19,10,11,24.090,TAM,@,MIA,W 30-20,*,10,5,92,18.40,0,50.0%,9.20,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,83%,0,0%,0,0%,
59,2017,2017-11-26,11,12,24.097,TAM,@,ATL,L 20-34,*,12,6,78,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,86%,0,0%,0,0%,
60,2017,2017-12-03,12,13,24.104,TAM,@,GNB,L 20-26,*,6,2,33,16.50,0,33.3%,5.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,87%,0,0%,0,0%,
61,2017,2017-12-10,13,14,24.111,TAM,,DET,L 21-24,*,5,2,25,12.50,0,40.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,82%,0,0%,0,0%,
62,2017,2017-12-18,14,15,24.119,TAM,,ATL,L 21-24,*,8,5,79,15.80,1,62.5%,9.88,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,85%,0,0%,0,0%,
63,2017,2017-12-24,15,16,24.125,TAM,@,CAR,L 19-22,*,8,6,107,17.83,0,75.0%,13.38,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,80%,0,0%,0,0%,
64,2017,2017-12-31,16,17,24.132,TAM,,NOR,W 31-24,*,13,5,55,11.00,0,38.5%,4.23,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,70,84%,0,0%,0,0%,
65,2018,2018-09-09,1,1,25.019,TAM,@,NOR,W 48-40,*,7,7,147,21.00,1,100.0%,21.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,76%,0,0%,0,0%,
66,2018,2018-09-16,2,2,25.026,TAM,,PHI,W 27-21,*,12,10,83,8.30,1,83.3%,6.92,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,47,81%,1,1%,0,0%,
67,2018,2018-09-24,3,3,25.034,TAM,,PIT,L 27-30,*,11,6,137,22.83,1,54.5%,12.45,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,79%,0,0%,0,0%,
68,2018,2018-09-30,4,4,25.040,TAM,@,CHI,L 10-48,*,9,6,59,9.83,0,66.7%,6.56,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,90%,0,0%,0,0%,
69,2018,2018-10-14,5,6,25.054,TAM,@,ATL,L 29-34,*,5,4,58,14.50,0,80.0%,11.60,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-3,0,57,86%,0,0%,0,0%,
70,2018,2018-10-21,6,7,25.061,TAM,,CLE,W 26-23,*,11,7,107,15.29,0,63.6%,9.73,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,82,86%,0,0%,0,0%,
71,2018,2018-10-28,7,8,25.068,TAM,@,CIN,L 34-37,*,13,6,179,29.83,1,46.2%,13.77,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,70,80%,0,0%,0,0%,
72,2018,2018-11-04,8,9,25.075,TAM,@,CAR,L 28-42,*,10,1,16,16.00,0,10.0%,1.60,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,90%,0,0%,0,0%,
73,2018,2018-11-11,9,10,25.082,TAM,,WAS,L 3-16,*,6,3,51,17.00,0,50.0%,8.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,80%,0,0%,0,0%,
74,2018,2018-11-18,10,11,25.089,TAM,@,NYG,L 35-38,*,7,6,120,20.00,1,85.7%,17.14,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,1,0,1,65,92%,0,0%,0,0%,
75,2018,2018-11-25,11,12,25.096,TAM,,SFO,W 27-9,*,8,6,116,19.33,0,75.0%,14.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,79%,0,0%,0,0%,
76,2018,2018-12-02,12,13,25.103,TAM,,CAR,W 24-17,*,6,4,48,12.00,0,66.7%,8.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,88%,2,3%,0,0%,
77,2018,2018-12-09,13,14,25.110,TAM,,NOR,L 14-28,*,6,4,86,21.50,0,66.7%,14.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,87%,0,0%,0,0%,
78,2018,2018-12-16,14,15,25.117,TAM,@,BAL,L 12-20,*,9,4,121,30.25,0,44.4%,13.44,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,90%,0,0%,0,0%,
79,2018,2018-12-23,15,16,25.124,TAM,@,DAL,L 20-27,*,10,6,90,15.00,1,60.0%,9.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,66,82%,0,0%,0,0%,
80,2018,2018-12-30,16,17,25.131,TAM,,ATL,L 32-34,*,8,6,106,17.67,2,75.0%,13.25,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,51,84%,0,0%,0,0%,
81,2019,2019-09-08,1,1,26.018,TAM,,SFO,L 17-31,*,5,2,28,14.00,0,40.0%,5.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,86%,0,0%,0,0%,
82,2019,2019-09-12,2,2,26.022,TAM,@,CAR,W 20-14,*,8,4,61,15.25,0,50.0%,7.63,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,92%,0,0%,0,0%,
83,2019,2019-09-22,3,3,26.032,TAM,,NYG,L 31-32,*,15,8,190,23.75,3,53.3%,12.67,0,0,,0,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,67,89%,0,0%,0,0%,
84,2019,2019-09-29,4,4,26.039,TAM,@,LAR,W 55-40,*,7,4,89,22.25,1,57.1%,12.71,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,91%,0,0%,0,0%,
85,2019,2019-10-06,5,5,26.046,TAM,@,NOR,L 24-31,*,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,96%,0,0%,0,0%,
86,2019,2019-10-13,6,6,26.053,TAM,,CAR,L 26-37,*,17,9,96,10.67,0,52.9%,5.65,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,73,91%,0,0%,0,0%,
87,2019,2019-10-27,7,8,26.067,TAM,@,TEN,L 23-27,*,12,11,198,18.00,2,91.7%,16.50,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,74,91%,0,0%,0,0%,
88,2019,2019-11-03,8,9,26.074,TAM,@,SEA,L 34-40,*,16,12,180,15.00,1,75.0%,11.25,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,86%,0,0%,0,0%,
89,2019,2019-11-10,9,10,26.081,TAM,,ARI,W 30-27,*,6,4,82,20.50,0,66.7%,13.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,88%,0,0%,0,0%,
90,2019,2019-11-17,10,11,26.088,TAM,,NOR,L 17-34,*,8,4,69,17.25,0,50.0%,8.63,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,96%,0,0%,0,0%,
91,2019,2019-11-24,11,12,26.095,TAM,@,ATL,W 35-22,*,8,4,50,12.50,0,50.0%,6.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,92%,0,0%,1,3%,
92,2019,2019-12-01,12,13,26.102,TAM,@,JAX,W 28-11,*,11,4,53,13.25,0,36.4%,4.82,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,83%,0,0%,0,0%,
93,2019,2019-12-08,13,14,26.109,TAM,,IND,W 38-35,*,2,1,61,61.00,1,50.0%,30.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,18,23%,0,0%,0,0%,
94,2019,2019-12-15,,15,,TAM,@,DET,W 38-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
95,2019,2019-12-21,,16,,TAM,,HOU,L 20-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
96,2019,2019-12-29,,17,,TAM,,ATL,L 22-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
97,2020,2020-09-13,1,1,27.023,TAM,@,NOR,L 23-34,*,4,1,2,2.00,1,25.0%,0.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,93%,0,0%,0,0%,
98,2020,2020-09-20,2,2,27.030,TAM,,CAR,W 31-17,*,10,7,104,14.86,1,70.0%,10.40,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,87%,0,0%,0,0%,
99,2020,2020-09-27,3,3,27.037,TAM,@,DEN,W 28-10,*,4,2,2,1.00,2,50.0%,0.50,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,61,90%,0,0%,0,0%,
100,2020,2020-10-04,4,4,27.044,TAM,,LAC,W 38-31,*,8,7,122,17.43,1,87.5%,15.25,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,71%,0,0%,0,0%,
101,2020,2020-10-08,5,5,27.048,TAM,@,CHI,L 19-20,*,9,5,41,8.20,1,55.6%,4.56,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,60,85%,0,0%,0,0%,
102,2020,2020-10-18,6,6,27.058,TAM,,GNB,W 38-10,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,78%,0,0%,0,0%,
103,2020,2020-10-25,7,7,27.065,TAM,@,LVR,W 45-20,*,2,2,37,18.50,0,100.0%,18.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,86%,0,0%,0,0%,
104,2020,2020-11-02,8,8,27.073,TAM,@,NYG,W 25-23,*,7,5,55,11.00,1,71.4%,7.86,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,63,90%,0,0%,1,4%,
105,2020,2020-11-08,9,9,27.079,TAM,,NOR,L 3-38,*,6,4,64,16.00,0,66.7%,10.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,86%,0,0%,0,0%,
106,2020,2020-11-15,10,10,27.086,TAM,@,CAR,W 46-23,*,11,6,77,12.83,1,54.5%,7.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,64,80%,0,0%,0,0%,
107,2020,2020-11-23,11,11,27.094,TAM,,LAR,L 24-27,*,9,5,49,9.80,1,55.6%,5.44,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,88%,0,0%,0,0%,
108,2020,2020-11-29,12,12,27.100,TAM,,KAN,L 24-27,*,9,3,50,16.67,2,33.3%,5.56,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,53,90%,0,0%,0,0%,
109,2020,2020-12-13,13,14,27.114,TAM,,MIN,W 26-14,*,5,3,56,18.67,0,60.0%,11.20,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,76%,0,0%,0,0%,
110,2020,2020-12-20,14,15,27.121,TAM,@,ATL,W 31-27,*,7,6,110,18.33,0,85.7%,15.71,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,81%,0,0%,0,0%,
111,2020,2020-12-26,15,16,27.127,TAM,@,DET,W 47-7,*,12,10,181,18.10,2,83.3%,15.08,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,62,81%,0,0%,0,0%,
112,2020,2021-01-03,16,17,27.135,TAM,,ATL,W 44-27,*,4,3,46,15.33,0,75.0%,11.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,16%,0,0%,0,0%,
113,2021,2021-09-09,1,1,28.019,TAM,,DAL,W 31-29,*,6,3,24,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,94%,0,0%,0,0%,
114,2021,2021-09-19,2,2,28.029,TAM,,ATL,W 48-25,*,9,5,75,15.00,2,55.6%,8.33,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,46,73%,0,0%,0,0%,
115,2021,2021-09-26,3,3,28.036,TAM,@,LAR,L 24-34,*,10,8,106,13.25,0,80.0%,10.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,84%,0,0%,0,0%,
