Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-27,3,3,24.043,PHI,,CIN,T 23-23,,0,0%,0,0%,6,16%,
2,2020,2020-10-04,4,4,24.050,PHI,@,SFO,W 25-20,,0,0%,0,0%,3,13%,
3,2020,2020-10-11,5,5,24.057,PHI,@,PIT,L 29-38,,1,2%,0,0%,4,15%,
4,2020,2020-10-18,6,6,24.064,PHI,,BAL,L 28-30,,4,6%,0,0%,1,3%,
5,2020,2020-10-22,7,7,24.068,PHI,,NYG,W 22-21,*,81,100%,0,0%,3,12%,
6,2020,2020-11-01,8,8,24.078,PHI,,DAL,W 23-9,,0,0%,0,0%,1,5%,
7,2020,2020-11-15,9,10,24.092,PHI,@,NYG,L 17-27,*,67,100%,0,0%,1,4%,
8,2020,2020-11-22,10,11,24.099,PHI,@,CLE,L 17-22,,17,25%,0,0%,3,10%,
9,2021,2021-09-12,1,1,,PHI,@,ATL,W 32-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,2021,2021-09-19,2,2,,PHI,,SFO,L 11-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,2021,2021-09-27,3,3,25.043,PHI,@,DAL,L 21-41,,0,0%,0,0%,1,3%,
12,2021,2021-10-03,4,4,25.049,PHI,,KAN,L 30-42,,0,0%,0,0%,7,26%,
13,2021,2021-10-10,5,5,,PHI,@,CAR,W 21-18,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,2021,2021-10-14,6,6,,PHI,,TAM,L 22-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2021,2021-10-24,7,7,,PHI,@,LVR,L 22-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,2021,2021-10-31,8,8,,PHI,@,DET,W 44-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,2021,2021-11-07,9,9,,PHI,,LAC,L 24-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2021,2021-11-14,10,10,25.091,PHI,@,DEN,W 30-13,,7,11%,0,0%,0,0%,
19,2021,2021-11-21,11,11,25.098,PHI,,NOR,W 40-29,,0,0%,0,0%,4,11%,
20,2021,2021-11-28,12,12,25.105,PHI,@,NYG,L 7-13,,0,0%,0,0%,1,5%,
21,2021,2021-12-05,13,13,25.112,PHI,@,NYJ,W 33-18,,2,3%,0,0%,7,29%,
22,2021,2021-12-21,14,15,25.128,PHI,,WAS,W 27-17,*,71,100%,0,0%,5,20%,
23,2021,2021-12-26,15,16,25.133,PHI,,NYG,W 34-10,,7,11%,0,0%,7,23%,
24,2021,2022-01-02,16,17,25.140,PHI,@,WAS,W 20-16,,2,3%,0,0%,4,18%,
25,2021,2022-01-08,17,18,25.146,PHI,,DAL,L 26-51,*,74,100%,0,0%,4,13%,
26,2022,2022-09-11,1,1,26.027,PHI,@,DET,W 38-35,,0,0%,0,0%,6,19%,
27,2022,2022-09-19,2,2,26.035,PHI,,MIN,W 24-7,,0,0%,0,0%,5,24%,
28,2022,2022-09-25,3,3,26.041,PHI,@,WAS,W 24-8,,11,16%,0,0%,4,15%,
29,2022,2022-10-02,4,4,26.048,PHI,,JAX,W 29-21,,20,24%,0,0%,5,21%,
30,2022,2022-10-09,5,5,26.055,PHI,@,ARI,W 20-17,,47,64%,0,0%,4,16%,
31,2022,2022-10-16,6,6,26.062,PHI,,DAL,W 26-17,,3,4%,0,0%,4,17%,
32,2022,2022-10-30,7,8,26.076,PHI,,PIT,W 35-13,,11,19%,0,0%,5,19%,
33,2022,2022-11-03,8,9,,PHI,@,HOU,W 29-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
