Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
20,2020,2020-10-04,4,4,23.355,TAM,,LAC,W 38-31,,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,62%,6,19%,
21,2020,2020-10-08,5,5,23.359,TAM,@,CHI,L 19-20,,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0%,39,62%,18,64%,
22,2020,2020-10-18,6,6,24.003,TAM,,GNB,W 38-10,,0,0,,0,1,6,0.0,1,1,2,0,0,1,32,1,1,0,0,0,0,0,0,0,0%,45,71%,15,50%,
23,2020,2020-10-25,7,7,24.010,TAM,@,LVR,W 45-20,,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,40,62%,19,61%,
24,2020,2020-11-02,8,8,24.018,TAM,@,NYG,W 25-23,*,0,0,,0,0,0,0.0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,74,100%,7,26%,
25,2020,2020-11-08,9,9,24.024,TAM,,NOR,L 3-38,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,71,97%,7,33%,
26,2020,2020-11-15,10,10,24.031,TAM,@,CAR,W 46-23,*,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,48,100%,8,25%,
27,2020,2020-11-23,11,11,24.039,TAM,,LAR,L 24-27,*,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,38,53%,4,13%,
28,2020,2020-11-29,12,12,,TAM,,KAN,L 24-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,2020,2020-12-13,13,14,,TAM,,MIN,W 26-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,2020,2020-12-20,14,15,24.066,TAM,@,ATL,W 31-27,,0,0,,0,0,0,0.0,4,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,78%,11,33%,
31,2020,2020-12-26,15,16,24.072,TAM,@,DET,W 47-7,*,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,100%,7,23%,
32,2020,2021-01-03,16,17,24.080,TAM,,ATL,W 44-27,*,0,0,,0,0,0,0.0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,72,100%,0,0%,
33,2021,2021-09-09,1,1,24.329,TAM,,DAL,W 31-29,,0,0,,0,0,0,0.0,4,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,76,90%,10,29%,
34,2021,2021-09-19,2,2,24.339,TAM,,ATL,W 48-25,*,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,92%,15,50%,
35,2021,2021-09-26,3,3,24.346,TAM,@,LAR,L 24-34,*,,,,,0,0,,,,,,,,,,,,,,,,,0,0%,12,18%,0,0%,
36,2021,2021-10-03,4,4,,TAM,@,NWE,W 19-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,2021,2021-10-10,5,5,24.360,TAM,,MIA,W 45-17,*,0,0,,0,0,0,0.0,5,0,5,0,0,1,6,0,2,0,0,0,0,0,0,0,0%,54,100%,0,0%,
38,2021,2021-10-14,6,6,24.364,TAM,@,PHI,W 28-22,*,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0%,52,100%,2,8%,
39,2021,2021-10-24,7,7,25.009,TAM,,CHI,W 38-3,*,0,0,,0,0,0,0.0,7,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,77%,1,4%,
40,2021,2021-10-31,8,8,25.016,TAM,@,NOR,L 27-36,*,0,0,,0,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,76,100%,5,17%,
41,2021,2021-11-14,9,10,25.030,TAM,@,WAS,L 19-29,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,73,100%,10,40%,
42,2021,2021-11-22,10,11,25.038,TAM,,NYG,W 30-10,*,0,0,,0,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,100%,3,12%,
43,2021,2021-11-28,11,12,25.044,TAM,@,IND,W 38-31,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,5,7%,1,3%,
44,2021,2021-12-05,12,13,25.051,TAM,@,ATL,W 30-17,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,36,51%,1,4%,
45,2021,2021-12-12,13,14,25.058,TAM,,BUF,W 33-27,*,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,17,22%,2,6%,
46,2021,2021-12-19,14,15,,TAM,,NOR,L 0-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,2021,2021-12-26,15,16,25.072,TAM,@,CAR,W 32-6,,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,43,61%,0,0%,
48,2021,2022-01-02,16,17,25.079,TAM,@,NYJ,W 28-24,,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,52%,4,15%,
49,2021,2022-01-09,17,18,25.086,TAM,,CAR,W 41-17,,0,0,,0,0,0,0.0,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,34,47%,2,7%,
50,2022,2022-09-11,1,1,25.331,TAM,@,DAL,W 19-3,*,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,69,100%,12,50%,
51,2022,2022-09-18,2,2,25.338,TAM,@,NOR,W 20-10,*,0,0,,0,0,0,0.0,3,3,6,0,0,2,24,0,2,0,0,0,0,0,0,0,0%,68,100%,12,46%,
52,2022,2022-09-25,3,3,25.345,TAM,,GNB,L 12-14,*,0,0,,0,0,0,0.0,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,100%,13,52%,
53,2022,2022-10-02,4,4,25.352,TAM,,KAN,L 31-41,*,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,79,99%,14,47%,
54,2022,2022-10-09,5,5,25.359,TAM,,ATL,W 21-15,*,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,100%,1,5%,
55,2022,2022-10-16,6,6,26.001,TAM,@,PIT,L 18-20,*,0,0,,0,0,0,0.0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,64,100%,10,36%,
56,2022,2022-10-23,7,7,26.008,TAM,@,CAR,L 3-21,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,100%,9,38%,
57,2022,2022-10-27,8,8,26.012,TAM,,BAL,L 22-27,*,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,76,100%,12,39%,
58,2022,2022-11-06,9,9,26.022,TAM,,LAR,W 16-13,*,0,0,,0,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,100%,8,24%,
59,2022,2022-11-13,10,10,26.029,TAM,,SEA,W 21-16,*,0,0,,0,0,0,0.0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,52,100%,7,33%,
60,2022,2022-11-27,11,12,26.043,TAM,@,CLE,L 17-23,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,89%,11,35%,
61,2022,2022-12-05,12,13,26.051,TAM,,NOR,W 17-16,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,59,100%,11,41%,
62,2022,2022-12-11,13,14,26.057,TAM,@,SFO,L 7-35,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,41,65%,5,24%,
63,2022,2022-12-18,14,15,,TAM,,CIN,L 23-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
64,2022,2022-12-25,15,16,,TAM,@,ARI,W 19-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
65,2022,2023-01-01,16,17,26.078,TAM,,CAR,W 30-24,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,100%,3,10%,
66,2022,2023-01-08,17,18,26.085,TAM,@,ATL,L 17-30,*,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,6,9%,1,4%,
67,2023,2023-09-10,1,1,26.330,TAM,@,MIN,W 20-17,*,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,98%,5,18%,
68,2023,2023-09-17,2,2,26.337,TAM,,CHI,W 27-17,*,0,0,,0,0,0,0.0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,98%,6,22%,
69,2023,2023-09-25,3,3,26.345,TAM,,PHI,L 11-25,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,38,48%,0,0%,
70,2023,2023-10-01,4,4,,TAM,@,NOR,W 26-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
71,2023,2023-10-15,5,6,27.000,TAM,,DET,L 6-20,*,0,0,,0,0,0,0.0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,100%,5,20%,
72,2023,2023-10-22,6,7,27.007,TAM,,ATL,L 13-16,*,0,0,,0,0,0,0.0,9,1,10,0,0,0,0,0,0,0,0,0,1,7,0,0,0%,64,98%,4,19%,
73,2023,2023-10-26,7,8,27.011,TAM,@,BUF,L 18-24,*,0,0,,0,0,0,0.0,8,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,69,100%,6,23%,
74,2023,2023-11-05,8,9,27.021,TAM,@,HOU,L 37-39,*,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,10,14%,2,6%,
75,2023,2023-11-12,9,10,27.028,TAM,,TEN,W 20-6,*,0,0,,0,0,0,0.0,1,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,63,100%,0,0%,
76,2023,2023-11-19,10,11,27.035,TAM,@,SFO,L 14-27,*,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,58%,2,9%,
77,2023,2023-11-26,11,12,,TAM,@,IND,L 20-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
78,2023,2023-12-03,12,13,,TAM,,CAR,W 21-18,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
79,2023,2023-12-10,13,14,,TAM,@,ATL,W 29-25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
80,2023,2023-12-17,14,15,27.063,TAM,@,GNB,W 34-20,*,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,100%,1,4%,
81,2023,2023-12-24,15,16,27.070,TAM,,JAX,W 30-12,*,0,0,,0,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,100%,7,35%,
82,2023,2023-12-31,16,17,27.077,TAM,,NOR,L 13-23,*,0,0,,0,0,0,0.0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,70,100%,1,4%,
83,2023,2024-01-07,17,18,27.084,TAM,@,CAR,W 9-0,*,0,0,,0,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,52,100%,1,5%,
84,2024,2024-09-08,1,1,27.329,TAM,,WAS,W 37-20,*,0,0,,0,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,100%,10,37%,
85,2024,2024-09-15,2,2,27.336,TAM,@,DET,W 20-16,*,0,0,,0,0,0,0.0,7,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,85,100%,2,8%,
86,2024,2024-09-22,3,3,27.343,TAM,,DEN,L 7-26,*,0,0,,0,0,0,0.0,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,100%,0,0%,
87,2024,2024-09-29,4,4,27.350,TAM,,PHI,W 33-16,*,0,0,,0,0,0,0.0,3,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,57,100%,0,0%,
88,2024,2024-10-03,5,5,27.354,TAM,@,ATL,L 30-36,*,0,0,,0,0,0,0.0,9,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,87,100%,1,3%,
89,2024,2024-10-13,6,6,27.364,TAM,@,NOR,W 51-27,*,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,10,14%,0,0%,
90,2024,2024-10-21,7,7,,TAM,,BAL,L 31-41,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
91,2024,2024-10-27,8,8,,TAM,,ATL,L 26-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
92,2024,2024-11-04,9,9,,TAM,@,KAN,L 24-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
93,2024,2024-11-10,10,10,,TAM,,SFO,L 20-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
94,2024,2024-11-24,11,12,28.040,TAM,@,NYG,W 30-7,*,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0%,59,100%,1,5%,
