Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
35,2020,2020-09-27,3,3,24.167,ARI,,DET,L 23-26,*,3,13,4.33,0,2,2,21,10.50,0,100.0%,10.50,4,90,22.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,32%,0,0%,8,29%,
36,2020,2020-10-04,4,4,24.174,ARI,@,CAR,L 21-31,,4,16,4.00,0,6,5,24,4.80,1,83.3%,4.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,21,37%,0,0%,6,24%,
37,2020,2020-10-11,5,5,24.181,ARI,@,NYJ,W 30-10,,3,36,12.00,1,6,5,56,11.20,0,83.3%,9.33,1,31,31.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,34,45%,0,0%,3,12%,
38,2020,2020-10-19,6,6,24.189,ARI,@,DAL,W 38-10,,5,23,4.60,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,37%,0,0%,3,11%,
39,2020,2020-10-25,7,7,24.195,ARI,,SEA,W 37-34,,5,58,11.60,0,7,7,87,12.43,0,100.0%,12.43,1,21,21.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,61%,0,0%,7,21%,
40,2020,2020-11-08,8,9,24.209,ARI,,MIA,L 31-34,*,25,70,2.80,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,96%,0,0%,0,0%,
41,2020,2020-11-15,9,10,24.216,ARI,,BUF,W 32-30,,8,56,7.00,0,3,3,21,7.00,0,100.0%,7.00,2,39,19.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,49%,0,0%,6,18%,
42,2020,2020-11-19,10,11,24.220,ARI,@,SEA,L 21-28,,2,13,6.50,0,4,4,36,9.00,1,100.0%,9.00,5,100,20.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,36,54%,0,0%,5,19%,
43,2020,2020-11-29,11,12,24.230,ARI,@,NWE,L 17-20,,6,29,4.83,0,5,4,14,3.50,0,80.0%,2.80,1,18,18.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,43%,0,0%,4,18%,
44,2020,2020-12-06,12,13,24.237,ARI,,LAR,L 28-38,,6,28,4.67,0,5,2,15,7.50,0,40.0%,3.00,1,54,54.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,58%,0,0%,7,23%,
45,2020,2020-12-13,13,14,24.244,ARI,@,NYG,W 26-7,,7,32,4.57,0,5,4,21,5.25,0,80.0%,4.20,1,22,22.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,51%,0,0%,2,7%,
46,2020,2020-12-20,14,15,24.251,ARI,,PHI,W 33-26,,11,47,4.27,0,5,3,19,6.33,1,60.0%,3.80,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,36,53%,0,0%,0,0%,
47,2020,2020-12-26,15,16,24.257,ARI,,SFO,L 12-20,,0,0,,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,20%,0,0%,0,0%,
48,2020,2021-01-03,16,17,24.265,ARI,@,LAR,L 7-18,,3,-3,-1.00,0,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,40%,0,0%,0,0%,
49,2021,2021-09-12,1,1,25.152,ARI,@,TEN,W 38-13,*,12,63,5.25,0,4,4,43,10.75,0,100.0%,10.75,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,58%,0,0%,0,0%,
50,2021,2021-09-19,2,2,25.159,ARI,,MIN,W 34-33,*,8,46,5.75,0,5,5,29,5.80,0,100.0%,5.80,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,64%,0,0%,0,0%,
51,2021,2021-09-26,3,3,25.166,ARI,@,JAX,W 31-19,*,11,26,2.36,0,8,7,49,7.00,0,87.5%,6.13,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,66%,0,0%,0,0%,
52,2021,2021-10-03,4,4,25.173,ARI,@,LAR,W 37-20,*,12,120,10.00,0,5,4,19,4.75,0,80.0%,3.80,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,67%,0,0%,1,4%,
53,2021,2021-10-10,5,5,25.180,ARI,,SFO,W 17-10,*,6,15,2.50,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,0,37,61%,0,0%,1,5%,
54,2021,2021-10-17,6,6,25.187,ARI,@,CLE,W 37-14,*,4,46,11.50,0,4,3,4,1.33,0,75.0%,1.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,37%,0,0%,0,0%,
55,2021,2021-10-24,7,7,25.194,ARI,,HOU,W 31-5,*,15,81,5.40,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,49,69%,0,0%,0,0%,
56,2021,2021-10-28,8,8,25.198,ARI,,GNB,L 21-24,*,7,30,4.29,1,4,3,39,13.00,0,75.0%,9.75,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,35,59%,0,0%,0,0%,
57,2021,2021-11-07,9,9,25.208,ARI,@,SFO,W 31-17,*,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1%,0,0%,0,0%,
58,2021,2021-11-14,10,10,,ARI,,CAR,L 10-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
59,2021,2021-11-21,11,11,,ARI,@,SEA,W 23-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
60,2021,2021-12-05,12,13,,ARI,@,CHI,W 33-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
61,2021,2021-12-13,13,14,,ARI,,LAR,L 23-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
62,2021,2021-12-19,14,15,25.250,ARI,@,DET,L 12-30,,6,53,8.83,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,39%,0,0%,0,0%,
63,2021,2021-12-25,15,16,25.256,ARI,,IND,L 16-22,*,16,56,3.50,1,9,8,71,8.88,0,88.9%,7.89,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,60,92%,0,0%,0,0%,
64,2021,2022-01-02,16,17,25.264,ARI,@,DAL,W 25-22,*,18,53,2.94,0,6,5,29,5.80,0,83.3%,4.83,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,81%,0,0%,0,0%,
65,2021,2022-01-09,17,18,,ARI,,SEA,L 30-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,2022,2022-09-11,1,1,26.151,MIA,,NWE,W 20-7,*,12,25,2.08,0,4,4,40,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,63%,0,0%,0,0%,
67,2022,2022-09-18,2,2,26.158,MIA,@,BAL,W 42-38,,5,33,6.60,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,51%,0,0%,0,0%,
68,2022,2022-09-25,3,3,26.165,MIA,,BUF,W 21-19,*,6,21,3.50,2,1,1,6,6.00,0,100.0%,6.00,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,19,44%,0,0%,0,0%,
69,2022,2022-09-29,4,4,26.169,MIA,@,CIN,L 15-27,,5,6,1.20,0,3,2,14,7.00,1,66.7%,4.67,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,18,28%,0,0%,0,0%,
70,2022,2022-10-09,5,5,26.179,MIA,@,NYJ,L 17-40,,1,1,1.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,15%,0,0%,0,0%,
71,2022,2022-10-16,6,6,26.186,MIA,,MIN,L 16-24,,2,3,1.50,0,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,40%,0,0%,0,0%,
72,2022,2022-10-23,7,7,26.193,MIA,,PIT,W 16-10,,7,17,2.43,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,29%,0,0%,1,4%,
73,2022,2022-10-30,8,8,26.200,MIA,@,DET,W 31-27,,4,14,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,24%,0,0%,3,12%,
74,2022,2022-11-13,9,10,26.214,DEN,@,TEN,L 10-17,,2,9,4.50,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,19%,0,0%,0,0%,
75,2022,2022-11-20,10,11,26.221,DEN,,LVR,L 16-22,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,5%,0,0%,0,0%,
76,2022,2022-11-27,11,12,,DEN,@,CAR,L 10-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
77,2022,2022-12-04,12,13,,DEN,@,BAL,L 9-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
78,2022,2022-12-11,13,14,,DEN,,KAN,L 28-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
79,2022,2022-12-18,14,15,,DEN,,ARI,W 24-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
80,2022,2022-12-25,15,16,26.256,DEN,@,LAR,L 14-51,,6,31,5.17,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,28,42%,0,0%,0,0%,
81,2022,2023-01-01,16,17,26.263,DEN,@,KAN,L 24-27,*,7,34,4.86,0,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,59%,0,0%,0,0%,
82,2022,2023-01-08,17,18,26.270,DEN,,LAC,W 31-28,,9,45,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,37%,0,0%,6,19%,
83,2023,2023-09-10,1,1,27.150,TAM,@,MIN,W 20-17,,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,12%,0,0%,15,54%,
84,2023,2023-09-17,2,2,27.157,TAM,,CHI,W 27-17,,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4%,0,0%,3,11%,
85,2023,2023-09-25,3,3,,TAM,,PHI,L 11-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
86,2023,2023-10-01,4,4,,TAM,@,NOR,W 26-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
87,2023,2023-10-15,5,6,,TAM,,DET,L 6-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
88,2023,2023-10-22,6,7,,TAM,,ATL,L 13-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
89,2023,2023-10-26,7,8,27.196,TAM,@,BUF,L 18-24,,3,5,1.67,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,12%,0,0%,15,58%,
90,2023,2023-11-05,8,9,27.206,TAM,@,HOU,L 37-39,,3,-5,-1.67,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,12%,0,0%,20,61%,
91,2023,2023-11-12,9,10,27.213,TAM,,TEN,W 20-6,,4,9,2.25,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,18,28%,0,0%,13,57%,
92,2023,2023-11-19,10,11,27.220,TAM,@,SFO,L 14-27,,4,8,2.00,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,21%,0,0%,12,55%,
93,2023,2023-11-26,11,12,27.227,TAM,@,IND,L 20-27,,1,11,11.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,12%,0,0%,10,37%,
