Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
49,2022,2023-01-01,16,17,23.342,TAM,,CAR,W 30-24,*,,,,,,0.0%,,,,,,,,,,,,,,78,100%,0,0%,0,0%,
50,2022,2023-01-08,17,18,,TAM,@,ATL,L 17-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
51,2023,2023-09-10,1,1,24.229,TAM,@,MIN,W 20-17,*,,,,,,0.0%,,,,,,,,,,,,,,68,100%,0,0%,5,18%,
52,2023,2023-09-17,2,2,24.236,TAM,,CHI,W 27-17,*,,,,,,0.0%,,,,,,,,,,,,,,71,100%,0,0%,6,22%,
53,2023,2023-09-25,3,3,24.244,TAM,,PHI,L 11-25,*,,,,,,0.0%,,,,,,,,,,,,,,47,100%,0,0%,1,5%,
54,2023,2023-10-01,4,4,24.250,TAM,@,NOR,W 26-9,*,,,,,,0.0%,,,,,,,,,,,,,,71,100%,0,0%,4,15%,
55,2023,2023-10-15,5,6,24.264,TAM,,DET,L 6-20,*,,,,,,0.0%,,,,,,,,,,,,,,56,100%,0,0%,2,8%,
56,2023,2023-10-22,6,7,24.271,TAM,,ATL,L 13-16,*,,,,,,0.0%,,,,,,,,,,,,,,73,100%,0,0%,3,14%,
57,2023,2023-10-26,7,8,24.275,TAM,@,BUF,L 18-24,*,,,,,,0.0%,,,,,,,,,,,,,,68,100%,0,0%,1,4%,
58,2023,2023-11-05,8,9,24.285,TAM,@,HOU,L 37-39,*,0,0,0,,0,0.0%,,0.0,0,0,0,0,0,0,0,0,0,0,0,66,100%,0,0%,7,21%,
59,2023,2023-11-12,9,10,24.292,TAM,,TEN,W 20-6,*,0,0,0,,0,0.0%,,0.0,0,0,0,0,0,0,0,0,1,0,0,65,100%,0,0%,4,17%,
60,2023,2023-11-19,10,11,24.299,TAM,@,SFO,L 14-27,*,,,,,,0.0%,,,,,,,,,,,,,,69,97%,0,0%,2,9%,
61,2023,2023-11-26,11,12,24.306,TAM,@,IND,L 20-27,*,,,,,,0.0%,,,,,,,,,,,,,,60,100%,0,0%,4,15%,
62,2023,2023-12-03,12,13,24.313,TAM,,CAR,W 21-18,*,,,,,,0.0%,,,,,,,,,,,,,,61,98%,0,0%,2,7%,
63,2023,2023-12-10,13,14,24.320,TAM,@,ATL,W 29-25,*,,,,,,0.0%,,,,,,,,,,,,,,68,100%,0,0%,5,16%,
64,2023,2023-12-17,14,15,24.327,TAM,@,GNB,W 34-20,*,,,,,,0.0%,,,,,,,,,,,,,,62,100%,0,0%,6,24%,
65,2023,2023-12-24,15,16,24.334,TAM,,JAX,W 30-12,*,,,,,,0.0%,,,,,,,,,,,,,,74,100%,0,0%,6,30%,
66,2023,2023-12-31,16,17,24.341,TAM,,NOR,L 13-23,*,,,,,,0.0%,,,,,,,,,,,,,,56,100%,0,0%,1,4%,
67,2023,2024-01-07,17,18,24.348,TAM,@,CAR,W 9-0,*,,,,,,0.0%,,,,,,,,,,,,,,65,100%,0,0%,3,15%,
68,2024,2024-09-08,1,1,25.228,TAM,,WAS,W 37-20,*,,,,,,0.0%,,,,,,,,,,,,,,64,100%,0,0%,7,26%,
69,2024,2024-09-15,2,2,25.235,TAM,@,DET,W 20-16,*,,,,,,0.0%,,,,,,,,,,,,,,48,100%,0,0%,4,15%,
70,2024,2024-09-22,3,3,25.242,TAM,,DEN,L 7-26,*,0,0,0,,0,0.0%,,0.0,0,0,0,0,0,0,0,0,0,0,0,57,100%,0,0%,1,5%,
71,2024,2024-09-29,4,4,25.249,TAM,,PHI,W 33-16,*,,,,,,0.0%,,,,,,,,,,,,,,74,96%,0,0%,6,22%,
72,2024,2024-10-03,5,5,25.253,TAM,@,ATL,L 30-36,*,,,,,,0.0%,,,,,,,,,,,,,,53,100%,0,0%,6,19%,
73,2024,2024-10-13,6,6,25.263,TAM,@,NOR,W 51-27,*,0,0,9,,0,0.0%,,0.0,0,0,0,0,0,1,0,0,0,0,0,77,100%,0,0%,7,19%,
74,2024,2024-10-21,7,7,25.271,TAM,,BAL,L 31-41,*,,,,,,0.0%,,,,,,,,,,,,,,82,100%,0,0%,4,14%,
75,2024,2024-10-27,8,8,25.277,TAM,,ATL,L 26-31,*,,,,,,0.0%,,,,,,,,,,,,,,73,100%,0,0%,4,15%,
76,2024,2024-11-04,9,9,25.285,TAM,@,KAN,L 24-30,*,,,,,,0.0%,,,,,,,,,,,,,,55,100%,0,0%,4,14%,
77,2024,2024-11-10,10,10,25.291,TAM,,SFO,L 20-23,*,,,,,,0.0%,,,,,,,,,,,,,,17,28%,0,0%,0,0%,
78,2024,2024-11-24,11,12,,TAM,@,NYG,W 30-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
