Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-09,1,1,22.097,TAM,,DAL,W 31-29,,,,,,,,,,,,0,0%,0,0%,18,53%,
2,2021,2021-09-19,2,2,22.107,TAM,,ATL,W 48-25,,0.0,1,1,2,0,0,0,0,0,0,0,0%,0,0%,20,67%,
3,2021,2021-09-26,3,3,22.114,TAM,@,LAR,L 24-34,,,,,,,,,,,,0,0%,0,0%,18,60%,
4,2021,2021-10-03,4,4,22.121,TAM,@,NWE,W 19-17,,,,,,,,,,,,0,0%,0,0%,18,62%,
5,2021,2021-10-10,5,5,22.128,TAM,,MIA,W 45-17,,,,,,,,,,,,0,0%,0,0%,16,57%,
6,2021,2021-10-14,6,6,22.132,TAM,@,PHI,W 28-22,,,,,,,,,,,,0,0%,0,0%,17,71%,
7,2021,2021-10-24,7,7,22.142,TAM,,CHI,W 38-3,,0.0,2,0,2,0,0,0,0,0,0,0,0%,8,12%,17,68%,
8,2021,2021-10-31,8,8,22.149,TAM,@,NOR,L 27-36,,,,,,,,,,,,0,0%,0,0%,19,66%,
9,2021,2021-11-14,9,10,22.163,TAM,@,WAS,L 19-29,,,,,,,,,,,,0,0%,0,0%,16,64%,
10,2021,2021-11-22,10,11,22.171,TAM,,NYG,W 30-10,,,,,,,,,,,,0,0%,0,0%,16,64%,
11,2021,2021-11-28,11,12,22.177,TAM,@,IND,W 38-31,,0.0,1,0,1,0,0,0,0,0,0,0,0%,0,0%,20,65%,
12,2021,2021-12-05,12,13,22.184,TAM,@,ATL,W 30-17,,,,,,,,,,,,0,0%,0,0%,17,65%,
13,2021,2021-12-12,13,14,22.191,TAM,,BUF,W 33-27,,0.0,0,1,1,0,0,0,0,0,0,0,0%,0,0%,27,77%,
