Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2019,2019-09-08,,1,,LAR,@,CAR,W 30-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2019,2019-09-15,2,2,23.132,LAR,,NOR,W 27-9,,,,,,,,0,,,0,0,0,0,0%,3,5%,0,0%,
3,2019,2019-09-22,,3,,LAR,@,CLE,W 20-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2019,2019-09-29,,4,,LAR,,TAM,L 40-55,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2019,2019-10-03,5,5,23.150,LAR,@,SEA,L 29-30,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0%,13,18%,1,3%,
6,2019,2019-10-13,6,6,23.160,LAR,,SFO,L 7-20,,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0%,28,36%,1,4%,
7,2019,2019-10-20,,7,,LAR,@,ATL,W 37-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2019,2019-10-27,,8,,LAR,,CIN,W 24-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2019,2019-11-10,9,10,23.188,LAR,@,PIT,L 12-17,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0%,24,33%,0,0%,
10,2019,2019-11-17,,11,,LAR,,CHI,W 17-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2019,2019-11-25,11,12,23.203,LAR,,BAL,L 6-45,,0.5,1,3,4,0,1,0,0,0,0,0,0,0,0%,28,36%,1,4%,
12,2019,2019-12-01,12,13,23.209,LAR,@,ARI,W 34-7,,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0%,25,40%,1,4%,
13,2019,2019-12-08,13,14,23.216,LAR,,SEA,W 28-12,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,15,23%,0,0%,
14,2019,2019-12-15,14,15,23.223,LAR,@,DAL,L 21-44,,,,,,,,0,,,0,0,0,0,0%,21,30%,3,10%,
15,2019,2019-12-21,15,16,23.229,LAR,@,SFO,L 31-34,,,,,,,,0,,,0,0,0,0,0%,12,21%,2,5%,
16,2019,2019-12-29,16,17,23.237,LAR,,ARI,W 31-24,,,,,,,,0,,,0,0,0,0,0%,14,21%,2,7%,
17,2020,2020-09-13,1,1,24.130,LAR,,DAL,W 20-17,,,,,,,,0,,,0,0,0,0,0%,14,19%,4,15%,
18,2020,2020-09-20,2,2,24.137,LAR,@,PHI,W 37-19,,,,,,,,0,,,0,0,0,0,0%,6,8%,3,12%,
19,2020,2020-09-27,3,3,24.144,LAR,@,BUF,L 32-35,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,10,16%,5,21%,
20,2020,2020-10-04,4,4,24.151,LAR,,NYG,W 17-9,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0%,20,29%,3,13%,
21,2020,2020-10-11,5,5,24.158,LAR,@,WAS,W 30-10,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,11,20%,2,6%,
22,2020,2020-10-18,6,6,24.165,LAR,@,SFO,L 16-24,,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0%,26,36%,4,15%,
23,2020,2020-10-26,7,7,24.173,LAR,,CHI,W 24-10,,0.5,0,2,2,0,1,0,0,0,0,0,0,0,0%,12,19%,2,8%,
24,2020,2020-11-01,8,8,24.179,LAR,@,MIA,L 17-28,,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0%,12,24%,4,12%,
25,2020,2020-11-15,9,10,24.193,LAR,,SEA,W 23-16,,,,,,,,0,,,0,0,0,0,0%,10,15%,4,17%,
26,2020,2020-11-23,10,11,24.201,LAR,@,TAM,W 27-24,,,,,,,,0,,,0,0,0,0,0%,8,12%,9,30%,
27,2020,2020-11-29,11,12,24.207,LAR,,SFO,L 20-23,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0%,13,18%,7,20%,
28,2020,2020-12-06,12,13,24.214,LAR,@,ARI,W 38-28,,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0%,13,20%,6,20%,
29,2020,2020-12-10,13,14,24.218,LAR,,NWE,W 24-3,,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0%,14,24%,1,4%,
30,2020,2020-12-20,14,15,24.228,LAR,,NYJ,L 20-23,,,,,,,,0,,,0,0,0,0,0%,9,14%,5,17%,
31,2020,2020-12-27,15,16,24.235,LAR,@,SEA,L 9-20,,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0%,8,13%,4,15%,
32,2020,2021-01-03,16,17,24.242,LAR,,ARI,W 18-7,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,15,28%,2,8%,
33,2021,2021-09-12,1,1,25.129,LAR,,CHI,W 34-14,*,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0%,25,36%,3,15%,
34,2021,2021-09-19,2,2,25.136,LAR,@,IND,W 27-24,,0.5,1,1,2,0,1,0,0,0,0,0,0,0,0%,26,39%,2,8%,
35,2021,2021-09-26,3,3,25.143,LAR,,TAM,W 34-24,,0.0,1,1,2,1,0,0,0,0,0,0,0,0,0%,24,33%,0,0%,
36,2021,2021-10-03,4,4,25.150,LAR,,ARI,L 20-37,,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0%,29,37%,1,4%,
37,2021,2021-10-07,5,5,25.154,LAR,@,SEA,W 26-17,*,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0%,23,35%,0,0%,
38,2021,2021-10-17,6,6,25.164,LAR,@,NYG,W 38-11,*,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0%,32,43%,3,11%,
39,2021,2021-10-24,7,7,25.171,LAR,,DET,W 28-19,,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0%,22,32%,6,24%,
40,2021,2021-10-31,8,8,25.178,LAR,@,HOU,W 38-22,*,0.5,0,4,4,0,1,0,0,0,0,0,0,0,0%,42,69%,6,18%,
41,2021,2021-11-07,9,9,25.185,LAR,,TEN,L 16-28,*,0.5,2,1,3,0,1,0,0,0,0,0,0,0,0%,57,98%,7,26%,
42,2021,2021-11-15,10,10,25.193,LAR,@,SFO,L 10-31,*,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0%,65,96%,5,22%,
43,2021,2021-11-28,11,12,25.206,LAR,@,GNB,L 28-36,*,1.0,5,2,7,0,1,0,0,0,0,0,0,0,0%,76,93%,0,0%,
44,2021,2021-12-05,12,13,25.213,LAR,,JAX,W 37-7,*,0.0,2,2,4,0,2,0,0,0,0,0,0,0,0%,48,81%,0,0%,
45,2021,2021-12-13,13,14,25.221,LAR,@,ARI,W 30-23,*,1.0,3,2,5,1,1,0,0,0,0,0,0,0,0%,74,95%,0,0%,
46,2021,2021-12-21,14,15,25.229,LAR,,SEA,W 20-10,*,0.0,1,1,2,0,2,0,0,0,0,0,0,0,0%,55,96%,0,0%,
47,2021,2021-12-26,15,16,25.234,LAR,@,MIN,W 30-23,*,1.0,2,0,2,2,1,0,0,0,0,0,0,0,0%,44,70%,0,0%,
48,2021,2022-01-02,16,17,25.241,LAR,@,BAL,W 20-19,*,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0%,69,97%,0,0%,
49,2021,2022-01-09,17,18,25.248,LAR,,SFO,L 24-27,*,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0%,69,99%,0,0%,
50,2022,2022-09-08,1,1,26.125,LAR,,BUF,L 10-31,*,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0%,55,93%,0,0%,
51,2022,2022-09-18,2,2,26.135,LAR,,ATL,W 31-27,*,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0%,49,80%,0,0%,
52,2022,2022-09-25,3,3,26.142,LAR,@,ARI,W 20-12,*,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,78,94%,0,0%,
53,2022,2022-10-03,4,4,26.150,LAR,@,SFO,L 9-24,*,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0%,50,100%,0,0%,
54,2022,2022-10-09,5,5,26.156,LAR,,DAL,L 10-22,*,0.0,1,2,3,1,0,0,0,0,0,0,0,0,0%,50,91%,0,0%,
55,2022,2022-10-16,6,6,26.163,LAR,,CAR,W 24-10,,,,,,,,,,,,,,0,0%,12,27%,0,0%,
56,2022,2022-10-30,7,8,26.177,LAR,,SFO,L 14-31,,1.0,1,2,3,1,1,0,0,0,0,0,0,0,0%,31,58%,0,0%,
57,2022,2022-11-06,8,9,26.184,LAR,@,TAM,L 13-16,*,,,,,,,,,,,,,0,0%,50,60%,0,0%,
58,2022,2022-11-13,9,10,,LAR,,ARI,L 17-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
59,2022,2022-11-20,10,11,26.198,LAR,@,NOR,L 20-27,*,2.0,2,0,2,2,2,0,0,0,0,0,0,0,0%,52,91%,4,13%,
60,2022,2022-11-27,11,12,26.205,LAR,@,KAN,L 10-26,*,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0%,67,88%,0,0%,
61,2022,2022-12-04,12,13,26.212,LAR,,SEA,L 23-27,*,0.0,0,2,2,0,1,0,0,0,0,0,0,0,0%,50,75%,0,0%,
62,2022,2022-12-08,13,14,26.216,LAR,,LVR,W 17-16,*,0.0,3,3,6,0,1,0,0,0,0,0,0,0,0%,50,83%,0,0%,
63,2022,2022-12-19,14,15,26.227,LAR,@,GNB,L 12-24,*,1.0,5,1,6,2,1,0,0,0,0,0,0,0,0%,69,97%,0,0%,
64,2022,2022-12-25,15,16,26.233,LAR,,DEN,W 51-14,*,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,37,55%,0,0%,
65,2022,2023-01-01,16,17,26.240,LAR,@,LAC,L 10-31,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,14,22%,0,0%,
66,2022,2023-01-08,17,18,26.247,LAR,@,SEA,L 16-19,,,,,,,,,,,,,,0,0%,18,26%,0,0%,
67,2023,2023-09-10,1,1,27.127,TAM,@,MIN,W 20-17,,,,,,,,,,,,,,0,0%,26,41%,0,0%,
