Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-11,1,1,23.294,TAM,@,DAL,W 19-3,*,,,,,,,62,100%,0,0%,6,25%,
2,2022,2022-09-18,2,2,23.301,TAM,@,NOR,W 20-10,*,,,,,,,67,100%,0,0%,4,15%,
3,2022,2022-09-25,3,3,23.308,TAM,,GNB,L 12-14,*,,,,,,,65,100%,0,0%,2,8%,
4,2022,2022-10-02,4,4,23.315,TAM,,KAN,L 31-41,*,0.0,1,0,1,0,0,64,100%,0,0%,5,17%,
5,2022,2022-10-09,5,5,23.322,TAM,,ATL,W 21-15,*,,,,,,,79,100%,0,0%,3,14%,
6,2022,2022-10-16,6,6,23.329,TAM,@,PIT,L 18-20,*,,,,,,,72,100%,0,0%,4,14%,
7,2022,2022-10-23,7,7,23.336,TAM,@,CAR,L 3-21,*,,,,,,,48,72%,0,0%,1,4%,
8,2022,2022-10-27,8,8,,TAM,,BAL,L 22-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2022,2022-11-06,9,9,,TAM,,LAR,W 16-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2022,2022-11-13,10,10,,TAM,,SEA,W 21-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2022,2022-11-27,11,12,,TAM,@,CLE,L 17-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2022,2022-12-05,12,13,,TAM,,NOR,W 17-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,2022,2022-12-11,13,14,,TAM,@,SFO,L 7-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,2022,2022-12-18,14,15,24.027,TAM,,CIN,L 23-34,,,,,,,,1,1%,0,0%,0,0%,
15,2022,2022-12-25,15,16,24.034,TAM,@,ARI,W 19-16,,,,,,,,3,4%,0,0%,4,12%,
16,2022,2023-01-01,16,17,24.041,TAM,,CAR,W 30-24,,,,,,,,7,9%,0,0%,5,16%,
17,2022,2023-01-08,17,18,24.048,TAM,@,ATL,L 17-30,*,,,,,,,55,100%,0,0%,3,11%,
18,2023,2023-09-10,1,1,24.293,TAM,@,MIN,W 20-17,*,,,,,,,68,100%,0,0%,5,18%,
19,2023,2023-09-17,2,2,24.300,TAM,,CHI,W 27-17,*,,,,,,,71,100%,0,0%,6,22%,
20,2023,2023-09-25,3,3,24.308,TAM,,PHI,L 11-25,*,,,,,,,47,100%,0,0%,1,5%,
