Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2019,2019-09-08,1,1,22.289,SFO,@,TAM,W 31-17,,0,,,0,0,0,2,3%,0,0%,0,0%,
2,2019,2019-09-15,2,2,22.296,SFO,@,CIN,W 41-17,,0,,,0,0,0,19,27%,0,0%,0,0%,
3,2019,2019-09-22,3,3,22.303,SFO,,PIT,W 24-20,*,0,,,0,0,0,79,100%,0,0%,4,15%,
4,2019,2019-10-07,4,5,22.318,SFO,,CLE,W 31-3,*,0,,,0,0,0,76,100%,0,0%,8,29%,
5,2019,2019-10-13,5,6,22.324,SFO,@,LAR,W 20-7,*,0,,,0,0,0,77,100%,0,0%,6,23%,
6,2019,2019-10-20,6,7,22.331,SFO,@,WAS,W 9-0,*,0,,,0,0,0,64,100%,0,0%,4,25%,
7,2019,2019-10-27,7,8,22.338,SFO,,CAR,W 51-13,*,0,,,0,0,0,65,100%,0,0%,8,25%,
8,2019,2019-10-31,8,9,22.342,SFO,@,ARI,W 28-25,*,0,,,0,0,0,70,100%,0,0%,4,15%,
9,2019,2019-11-11,,10,,SFO,,SEA,L 24-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2019,2019-11-17,10,11,22.359,SFO,,ARI,W 36-26,*,0,,,0,0,0,73,100%,0,0%,4,15%,
11,2019,2019-11-24,11,12,23.001,SFO,,GNB,W 37-8,*,0,,,0,0,0,20,42%,0,0%,7,27%,
12,2019,2019-12-01,12,13,23.008,SFO,@,BAL,L 17-20,,0,,,0,0,0,0,0%,0,0%,4,20%,
13,2019,2019-12-08,13,14,23.015,SFO,@,NOR,W 48-46,,0,,,0,0,0,0,0%,0,0%,8,22%,
14,2019,2019-12-15,14,15,23.022,SFO,,ATL,L 22-29,,0,,,0,0,0,0,0%,0,0%,5,17%,
15,2019,2019-12-21,15,16,23.028,SFO,,LAR,W 34-31,,0,,,0,0,0,0,0%,0,0%,7,19%,
16,2019,2019-12-29,16,17,23.036,SFO,@,SEA,W 26-21,,0,,,0,0,0,0,0%,0,0%,5,22%,
17,2020,2020-09-13,1,1,23.295,SFO,,ARI,L 20-24,,0,,,0,0,0,0,0%,0,0%,4,14%,
18,2020,2020-09-20,2,2,23.302,SFO,@,NYJ,W 31-13,,0,,,0,0,0,8,13%,0,0%,5,19%,
19,2020,2020-09-27,3,3,23.309,SFO,@,NYG,W 36-9,,0,,,0,0,0,7,9%,0,0%,7,30%,
