Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1.0,2024.0,2024-09-08,1.0,1.0,22.099,TAM,,WAS,W 37-20,*,64,100%,0,0%,7,26%,
2.0,2024.0,2024-09-15,2.0,2.0,22.106,TAM,@,DET,W 20-16,*,48,100%,0,0%,4,15%,
3.0,2024.0,2024-09-22,3.0,3.0,22.113,TAM,,DEN,L 7-26,*,57,100%,0,0%,1,5%,
4.0,2024.0,2024-09-29,4.0,4.0,22.12,TAM,,PHI,W 33-16,*,77,100%,0,0%,6,22%,
5.0,2024.0,2024-10-03,5.0,5.0,22.124,TAM,@,ATL,L 30-36,*,53,100%,0,0%,6,19%,
6.0,2024.0,2024-10-13,6.0,6.0,,TAM,@,NOR,W 51-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7.0,2024.0,2024-10-21,7.0,7.0,22.142,TAM,,BAL,L 31-41,*,82,100%,0,0%,0,0%,
8.0,2024.0,2024-10-27,8.0,8.0,22.148,TAM,,ATL,L 26-31,*,73,100%,0,0%,0,0%,
9.0,2024.0,2024-11-04,9.0,9.0,22.156,TAM,@,KAN,L 24-30,*,55,100%,0,0%,0,0%,
10.0,2024.0,2024-11-10,10.0,10.0,22.162,TAM,,SFO,L 20-23,*,61,100%,0,0%,0,0%,
11.0,2024.0,2024-11-24,11.0,12.0,22.176,TAM,@,NYG,W 30-7,*,65,100%,0,0%,0,0%,
