Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1.0,2024.0,2024-09-06,1.0,1.0,23.033,GNB,@,PHI,L 29-34,,28,42%,0,0%,7,23%,
2.0,2024.0,2024-09-15,2.0,2.0,23.042,GNB,,IND,W 16-10,,20,29%,0,0%,2,9%,
3.0,2024.0,2024-09-22,3.0,3.0,,GNB,@,TEN,W 30-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4.0,2024.0,2024-09-29,4.0,4.0,,GNB,,MIN,L 29-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5.0,2024.0,2024-10-06,5.0,5.0,,GNB,@,LAR,W 24-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6.0,2024.0,2024-10-13,6.0,6.0,23.07,GNB,,ARI,W 34-13,,38,52%,0,0%,7,26%,
7.0,2024.0,2024-10-20,7.0,7.0,23.077,GNB,,HOU,W 24-22,,13,22%,0,0%,4,14%,
8.0,2024.0,2024-10-27,8.0,8.0,23.084,GNB,@,JAX,W 30-27,,22,31%,0,0%,6,18%,
9.0,2024.0,2024-11-03,9.0,9.0,23.091,GNB,,DET,L 14-24,*,65,100%,0,0%,3,14%,
10.0,2024.0,2024-11-17,10.0,11.0,,GNB,@,CHI,W 20-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11.0,2024.0,2024-11-24,11.0,12.0,,GNB,,SFO,W 38-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
