Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2019,2019-09-05,1,1,23.253,GNB,@,CHI,W 10-3,,0,,,0,0,0,0,0%,0,0%,2,8%,
2,2019,2019-09-15,2,2,23.263,GNB,,MIN,W 21-16,,0,,,0,0,0,18,25%,0,0%,3,10%,
3,2019,2019-09-22,3,3,23.270,GNB,,DEN,W 27-16,*,0,,,0,0,0,54,100%,0,0%,6,23%,
4,2019,2019-09-26,4,4,23.274,GNB,,PHI,L 27-34,*,0,,,0,0,0,79,100%,0,0%,5,19%,
5,2019,2019-10-06,5,5,23.284,GNB,@,DAL,W 34-24,*,0,,,0,0,0,72,100%,0,0%,6,18%,
6,2019,2019-10-14,6,6,23.292,GNB,,DET,W 23-22,*,0,,,0,0,0,74,100%,0,0%,6,19%,
7,2019,2019-10-20,7,7,23.298,GNB,,OAK,W 42-24,*,0,,,0,0,0,58,100%,0,0%,6,22%,
8,2019,2019-10-27,8,8,23.305,GNB,@,KAN,W 31-24,*,0,,,0,0,0,67,100%,0,0%,5,19%,
9,2019,2019-11-03,9,9,23.312,GNB,@,LAC,L 11-26,*,0,,,0,0,0,50,100%,0,0%,1,4%,
10,2019,2019-11-10,10,10,23.319,GNB,,CAR,W 24-16,*,0,,,0,0,0,64,100%,0,0%,5,22%,
11,2019,2019-11-24,11,12,23.333,GNB,@,SFO,L 8-37,*,0,,,0,0,0,79,100%,0,0%,0,0%,
12,2019,2019-12-01,12,13,23.340,GNB,@,NYG,W 31-13,*,0,,,0,0,0,65,100%,0,0%,5,23%,
13,2019,2019-12-08,13,14,23.347,GNB,,WAS,W 20-15,*,0,,,0,0,0,60,100%,0,0%,4,16%,
14,2019,2019-12-15,14,15,23.354,GNB,,CHI,W 21-13,*,0,,,0,0,0,59,100%,0,0%,4,15%,
15,2019,2019-12-23,15,16,23.362,GNB,@,MIN,W 23-10,*,0,,,0,0,0,77,100%,0,0%,4,15%,
16,2019,2019-12-29,16,17,24.003,GNB,@,DET,W 23-20,*,0,,,0,0,0,88,100%,0,0%,6,19%,
17,2020,2020-09-13,1,1,24.262,GNB,@,MIN,W 43-34,*,0,,,0,0,0,78,100%,0,0%,7,27%,
18,2020,2020-09-20,2,2,24.269,GNB,,DET,W 42-21,*,0,,,0,0,0,73,100%,0,0%,6,20%,
19,2020,2020-09-27,3,3,24.276,GNB,@,NOR,W 37-30,*,0,,,0,0,0,62,100%,0,0%,7,22%,
20,2020,2020-10-05,4,4,24.284,GNB,,ATL,W 30-16,*,0,,,0,0,0,63,100%,0,0%,5,22%,
21,2020,2020-10-18,5,6,24.297,GNB,@,TAM,L 10-38,*,0,0,0,0,0,0,63,100%,0,0%,2,7%,
22,2020,2020-10-25,6,7,24.304,GNB,@,HOU,W 35-20,*,0,,,0,0,0,60,97%,0,0%,5,17%,
23,2020,2020-11-01,7,8,24.311,GNB,,MIN,L 22-28,*,0,,,0,0,0,74,100%,0,0%,2,11%,
24,2020,2020-11-05,8,9,24.315,GNB,@,SFO,W 34-17,*,0,,,0,0,0,66,100%,0,0%,6,22%,
25,2020,2020-11-15,9,10,24.325,GNB,,JAX,W 24-20,*,0,,,0,0,0,65,100%,0,0%,4,13%,
26,2020,2020-11-22,10,11,24.332,GNB,@,IND,L 31-34,*,0,,,0,0,0,60,100%,0,0%,5,16%,
27,2020,2020-11-29,11,12,24.339,GNB,,CHI,W 41-25,*,0,,,0,0,0,71,100%,0,0%,6,24%,
28,2020,2020-12-06,12,13,24.346,GNB,,PHI,W 30-16,*,0,,,0,0,0,61,100%,0,0%,5,19%,
29,2020,2020-12-13,13,14,24.353,GNB,@,DET,W 31-24,*,0,,,0,0,0,67,100%,0,0%,6,23%,
30,2020,2020-12-19,14,15,24.359,GNB,,CAR,W 24-16,*,0,,,0,0,0,62,100%,0,0%,4,14%,
31,2020,2020-12-27,15,16,25.001,GNB,,TEN,W 40-14,*,0,,,0,0,0,66,100%,0,0%,6,27%,
32,2020,2021-01-03,16,17,25.008,GNB,@,CHI,W 35-16,*,0,,,0,0,0,46,100%,0,0%,5,22%,
33,2021,2021-09-12,1,1,25.260,GNB,@,NOR,L 3-38,*,0,0,0,0,0,0,57,100%,0,0%,0,0%,
34,2021,2021-09-20,2,2,25.268,GNB,,DET,W 35-17,*,,,,,,,65,100%,0,0%,0,0%,
35,2021,2021-09-26,3,3,,GNB,@,SFO,W 30-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,2021,2021-10-03,4,4,,GNB,,PIT,W 27-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,2021,2021-10-10,5,5,,GNB,@,CIN,W 25-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,2021,2021-10-17,6,6,25.295,GNB,@,CHI,W 24-14,*,,,,,,,59,100%,0,0%,0,0%,
39,2021,2021-10-24,7,7,25.302,GNB,,WAS,W 24-10,*,,,,,,,56,100%,0,0%,0,0%,
40,2021,2021-10-28,8,8,25.306,GNB,@,ARI,W 24-21,*,,,,,,,73,100%,0,0%,0,0%,
41,2021,2021-11-07,9,9,25.316,GNB,@,KAN,L 7-13,*,,,,,,,63,100%,0,0%,0,0%,
42,2021,2021-11-14,10,10,25.323,GNB,,SEA,W 17-0,*,,,,,,,74,100%,0,0%,4,22%,
43,2021,2021-11-21,11,11,25.330,GNB,@,MIN,L 31-34,*,,,,,,,49,83%,0,0%,4,14%,
44,2021,2021-11-28,12,12,,GNB,,LAR,W 36-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
45,2021,2021-12-12,13,14,,GNB,,CHI,W 45-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
46,2021,2021-12-19,14,15,,GNB,@,BAL,W 31-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
47,2021,2021-12-25,15,16,,GNB,,CLE,W 24-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
48,2021,2022-01-02,16,17,,GNB,,MIN,W 37-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
49,2021,2022-01-09,17,18,,GNB,@,DET,L 30-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
50,2022,2022-09-11,1,1,,GNB,@,MIN,L 7-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
51,2022,2022-09-18,2,2,26.266,GNB,,CHI,W 27-10,*,,,,,,,68,100%,0,0%,0,0%,
52,2022,2022-09-25,3,3,26.273,GNB,@,TAM,W 14-12,*,,,,,,,62,100%,0,0%,0,0%,
53,2022,2022-10-02,4,4,26.280,GNB,,NWE,W 27-24,*,0,0,0,1,0,0,73,100%,0,0%,0,0%,
54,2022,2022-10-09,5,5,26.287,GNB,,NYG,L 22-27,*,,,,,,,63,100%,0,0%,0,0%,
55,2022,2022-10-16,6,6,26.294,GNB,,NYJ,L 10-27,*,,,,,,,73,100%,0,0%,0,0%,
56,2022,2022-10-23,7,7,26.301,GNB,@,WAS,L 21-23,*,,,,,,,54,100%,0,0%,0,0%,
57,2022,2022-10-30,8,8,,GNB,@,BUF,L 17-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,2022,2022-11-06,9,9,26.315,GNB,@,DET,L 9-15,*,,,,,,,74,100%,0,0%,0,0%,
59,2022,2022-11-13,10,10,26.322,GNB,,DAL,W 31-28,*,,,,,,,64,100%,0,0%,0,0%,
60,2022,2022-11-17,11,11,26.326,GNB,,TEN,L 17-27,*,,,,,,,61,100%,0,0%,0,0%,
61,2022,2022-11-27,12,12,26.336,GNB,@,PHI,L 33-40,*,,,,,,,49,100%,0,0%,0,0%,
62,2022,2022-12-04,13,13,26.343,GNB,@,CHI,W 28-19,*,,,,,,,66,100%,0,0%,0,0%,
63,2022,2022-12-19,14,15,26.358,GNB,,LAR,W 24-12,*,,,,,,,71,100%,0,0%,0,0%,
64,2022,2022-12-25,15,16,26.364,GNB,@,MIA,W 26-20,*,,,,,,,66,100%,0,0%,0,0%,
65,2022,2023-01-01,16,17,27.006,GNB,,MIN,W 41-17,*,,,,,,,56,89%,0,0%,0,0%,
66,2022,2023-01-08,17,18,27.013,GNB,,DET,L 16-20,*,,,,,,,60,100%,0,0%,0,0%,
67,2023,2023-09-10,1,1,27.258,GNB,@,CHI,W 38-20,*,,,,,,,55,92%,0,0%,6,21%,
68,2023,2023-09-17,2,2,27.265,GNB,@,ATL,L 24-25,*,,,,,,,18,36%,0,0%,1,4%,
69,2023,2023-09-24,3,3,,GNB,,NOR,W 18-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
70,2023,2023-09-28,4,4,,GNB,,DET,L 20-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
71,2023,2023-10-09,5,5,27.287,GNB,@,LVR,L 13-17,*,,,,,,,58,100%,0,0%,0,0%,
72,2023,2023-10-22,6,7,27.300,GNB,@,DEN,L 17-19,*,,,,,,,64,100%,0,0%,0,0%,
73,2023,2023-10-29,7,8,27.307,GNB,,MIN,L 10-24,*,0,0,0,1,0,0,68,100%,0,0%,0,0%,
