Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1.0,2024.0,2024-09-06,1.0,1.0,23.332,GNB,@,PHI,L 29-34,,,,,,,,0,0%,0,0%,6,19%,
2.0,2024.0,2024-09-15,2.0,2.0,,GNB,,IND,W 16-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3.0,2024.0,2024-09-22,3.0,3.0,,GNB,@,TEN,W 30-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4.0,2024.0,2024-09-29,4.0,4.0,,GNB,,MIN,L 29-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5.0,2024.0,2024-10-06,5.0,5.0,23.362,GNB,@,LAR,W 24-19,,,,,,,,0,0%,0,0%,3,14%,
6.0,2024.0,2024-10-13,6.0,6.0,,GNB,,ARI,W 34-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7.0,2024.0,2024-10-20,7.0,7.0,,GNB,,HOU,W 24-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8.0,2024.0,2024-10-27,8.0,8.0,,GNB,@,JAX,W 30-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9.0,2024.0,2024-11-03,9.0,9.0,24.024,GNB,,DET,L 14-24,,0.0,0,1,1,0,0,0,0%,0,0%,9,41%,
10.0,2024.0,2024-11-17,10.0,11.0,,GNB,@,CHI,W 20-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11.0,2024.0,2024-11-24,11.0,12.0,,GNB,,SFO,W 38-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
