Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,22.263,GNB,@,CHI,W 38-20,,0.0,1,0,1,0,0,0,0,0,0,0,0%,36,49%,0,0%,
2,2023,2023-09-17,2,2,22.270,GNB,@,ATL,L 24-25,,0.0,0,0,0,0,0,0,0,0,0,0,0%,36,44%,0,0%,
3,2023,2023-09-24,3,3,22.277,GNB,,NOR,W 18-17,,0.0,0,0,0,0,0,0,0,0,0,0,0%,10,16%,0,0%,
4,2023,2023-09-28,4,4,22.281,GNB,,DET,L 20-34,,0.0,2,2,4,1,1,0,0,0,0,0,0%,19,25%,0,0%,
5,2023,2023-10-09,5,5,22.292,GNB,@,LVR,L 13-17,,0.0,0,1,1,0,0,0,0,0,0,0,0%,16,25%,0,0%,
6,2023,2023-10-22,6,7,22.305,GNB,@,DEN,L 17-19,,0.0,2,1,3,0,0,0,0,0,0,0,0%,19,32%,0,0%,
7,2023,2023-10-29,7,8,22.312,GNB,,MIN,L 10-24,,0.0,0,1,1,0,0,0,0,0,0,0,0%,13,18%,1,4%,
8,2023,2023-11-05,8,9,22.319,GNB,,LAR,W 20-3,,0.0,1,0,1,0,0,0,0,0,0,0,0%,15,26%,3,13%,
9,2023,2023-11-12,9,10,22.326,GNB,@,PIT,L 19-23,,,,,,,,,,,,0,0%,10,15%,5,17%,
10,2023,2023-11-19,10,11,22.333,GNB,,LAC,W 23-20,,,,,,,,,,,,0,0%,5,8%,4,15%,
11,2023,2023-11-23,11,12,22.337,GNB,@,DET,W 29-22,,0.0,0,0,0,0,0,0,0,0,0,0,0%,22,26%,2,9%,
12,2023,2023-12-03,12,13,22.347,GNB,,KAN,W 27-19,,,,,,,,,,,,0,0%,5,7%,3,14%,
13,2023,2023-12-11,13,14,22.355,GNB,@,NYG,L 22-24,,0.0,2,0,2,0,0,0,0,0,0,0,0%,7,13%,9,33%,
14,2023,2023-12-17,14,15,22.361,GNB,,TAM,L 20-34,,0.0,1,0,1,0,0,0,0,0,0,0,0%,15,24%,6,24%,
15,2023,2023-12-24,15,16,23.003,GNB,@,CAR,W 33-30,,0.0,0,1,1,0,0,0,0,0,0,0,0%,8,12%,4,13%,
16,2023,2023-12-31,16,17,23.010,GNB,@,MIN,W 33-10,,0.5,0,1,1,0,1,0,0,0,0,0,0%,10,19%,5,21%,
17,2023,2024-01-07,17,18,23.017,GNB,,CHI,W 17-9,,0.0,1,0,1,0,0,0,0,0,0,0,0%,9,19%,4,22%,
18,2024,2024-09-06,1,1,23.260,GNB,@,PHI,L 29-34,,,,,,,,,,,,0,0%,0,0%,2,6%,
19,2024,2024-09-15,2,2,,GNB,,IND,W 16-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2024,2024-09-22,3,3,,GNB,@,TEN,W 30-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,2024,2024-09-29,4,4,,GNB,,MIN,L 29-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,2024,2024-10-06,5,5,23.290,GNB,@,LAR,W 24-19,,0.0,0,3,3,0,0,0,0,0,0,0,0%,30,38%,3,14%,
23,2024,2024-10-13,6,6,23.297,GNB,,ARI,W 34-13,,,,,,,,,,,,0,0%,19,33%,8,30%,
24,2024,2024-10-20,7,7,23.304,GNB,,HOU,W 24-22,,0.0,1,1,2,0,1,0,0,0,0,0,0%,19,30%,4,14%,
25,2024,2024-10-27,8,8,23.311,GNB,@,JAX,W 30-27,,0.0,1,1,2,0,0,0,0,0,1,0,0%,15,26%,6,18%,
26,2024,2024-11-03,9,9,23.318,GNB,,DET,L 14-24,,0.0,0,1,1,0,1,0,0,0,0,0,0%,11,19%,4,18%,
27,2024,2024-11-17,10,11,,GNB,@,CHI,W 20-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2024,2024-11-24,11,12,23.339,GNB,,SFO,W 38-10,*,0.0,2,0,2,1,0,0,0,0,0,0,0%,21,43%,2,8%,
