Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2019,2019-09-08,1,1,24.149,JAX,,KAN,L 26-40,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,20%,
2,2019,2019-09-15,2,2,24.156,JAX,@,HOU,L 12-13,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,32%,
3,2019,2019-09-19,3,3,24.160,JAX,,TEN,W 20-7,,,,,,,,0,,,0,0,0,0,0%,0,0%,11,41%,
4,2019,2019-09-29,4,4,24.170,JAX,@,DEN,W 26-24,,,,,,,,0,,,0,0,0,0,0%,0,0%,13,37%,
5,2019,2019-10-06,5,5,24.177,JAX,@,CAR,L 27-34,,,,,,,,0,,,0,0,0,0,0%,0,0%,10,29%,
6,2019,2019-10-13,6,6,24.184,JAX,,NOR,L 6-13,,,,,,,,0,,,0,0,0,0,0%,0,0%,7,31%,
7,2019,2019-10-20,7,7,24.191,JAX,@,CIN,W 27-17,,,,,,,,0,,,0,0,0,0,0%,0,0%,11,36%,
8,2019,2019-10-27,8,8,24.198,JAX,,NYJ,W 29-15,,,,,,,,0,,,0,0,0,0,0%,0,0%,10,38%,
9,2019,2019-11-03,9,9,24.205,JAX,,HOU,L 3-26,,,,,,,,0,,,0,0,0,0,0%,0,0%,5,23%,
10,2019,2019-11-17,10,11,24.219,JAX,@,IND,L 13-33,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,32%,
11,2019,2019-11-24,11,12,24.226,JAX,@,TEN,L 20-42,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,25%,
12,2019,2019-12-01,12,13,24.233,JAX,,TAM,L 11-28,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,25%,
13,2019,2019-12-08,13,14,24.240,JAX,,LAC,L 10-45,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,29%,
14,2019,2019-12-15,14,15,24.247,JAX,@,OAK,W 20-16,,,,,,,,0,,,0,0,0,0,0%,0,0%,9,32%,
15,2019,2019-12-22,15,16,24.254,JAX,@,ATL,L 12-24,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,32%,
16,2019,2019-12-29,16,17,24.261,JAX,,IND,W 38-20,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,30%,
17,2020,2020-11-08,8,9,,TEN,,CHI,W 24-17,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List,Exempt List
18,2020,2020-11-12,9,10,,TEN,,IND,L 17-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2020,2020-11-22,10,11,,TEN,@,BAL,W 30-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2020,2020-11-29,11,12,,TEN,@,IND,W 45-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,2021,2021-09-12,1,1,26.153,LAR,,CHI,W 34-14,,,,,,,,,,,,,,0,0%,0,0%,7,35%,
22,2021,2021-09-19,2,2,26.160,LAR,@,IND,W 27-24,,0.0,0,0,0,0,0,1,0,0,0,-4,0,0,0%,0,0%,9,35%,
23,2021,2021-09-26,3,3,26.167,LAR,,TAM,W 34-24,,,,,,,,,,,,,,0,0%,0,0%,9,30%,
24,2021,2021-10-03,4,4,26.174,LAR,,ARI,L 20-37,,,,,,,,,,,,,,0,0%,0,0%,6,21%,
25,2021,2021-10-07,5,5,26.178,LAR,@,SEA,W 26-17,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,10,36%,
26,2021,2021-10-17,6,6,26.188,LAR,@,NYG,W 38-11,,,,,,,,,,,,,,0,0%,0,0%,12,44%,
27,2021,2021-10-24,7,7,26.195,LAR,,DET,W 28-19,,,,,,,,,,,,,,0,0%,0,0%,5,20%,
28,2021,2021-10-31,8,8,26.202,LAR,@,HOU,W 38-22,,,,,,,,,,,,,,0,0%,0,0%,10,30%,
29,2021,2021-11-07,9,9,26.209,LAR,,TEN,L 16-28,,,,,,,,,,,,,,0,0%,0,0%,8,30%,
