Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1,2019,2019-09-08,1,1,23.340,PHI,,WAS,W 32-27,,4,5%,0,0%,4,14%,
2,2019,2019-09-15,2,2,23.347,PHI,@,ATL,L 20-24,,1,1%,0,0%,2,8%,
3,2019,2019-09-22,3,3,23.354,PHI,,DET,L 24-27,,5,7%,0,0%,2,7%,
4,2019,2019-09-26,4,4,23.358,PHI,@,GNB,W 34-27,,0,0%,0,0%,4,15%,
5,2019,2019-10-06,5,5,24.003,PHI,,NYJ,W 31-6,,6,9%,0,0%,5,18%,
6,2019,2019-10-13,6,6,24.010,PHI,@,MIN,L 20-38,,46,72%,0,0%,5,17%,
7,2019,2019-10-20,7,7,24.017,PHI,@,DAL,L 10-37,*,60,100%,0,0%,2,8%,
8,2019,2019-10-27,8,8,24.024,PHI,@,BUF,W 31-13,*,73,100%,0,0%,4,15%,
9,2019,2019-11-03,9,9,24.031,PHI,,CHI,W 22-14,*,84,100%,0,0%,5,17%,
10,2019,2019-11-17,10,11,24.045,PHI,,NWE,L 10-17,,7,10%,0,0%,2,7%,
11,2019,2019-11-24,11,12,24.052,PHI,,SEA,L 9-17,*,34,46%,0,0%,1,5%,
12,2019,2019-12-01,12,13,24.059,PHI,@,MIA,L 31-37,,1,1%,0,0%,6,19%,
13,2019,2019-12-09,13,14,24.067,PHI,,NYG,W 23-17,,2,2%,0,0%,4,12%,
14,2019,2019-12-15,14,15,24.073,PHI,@,WAS,W 37-27,,1,1%,0,0%,5,17%,
15,2019,2019-12-22,15,16,24.080,PHI,,DAL,W 17-9,,5,7%,0,0%,5,18%,
16,2019,2019-12-29,16,17,24.087,PHI,@,NYG,W 34-17,,8,11%,0,0%,6,18%,
17,2021,2021-09-12,1,1,25.344,PHI,@,ATL,W 32-6,,0,0%,0,0%,5,19%,
18,2021,2021-09-19,2,2,25.351,PHI,,SFO,L 11-17,,2,3%,0,0%,2,10%,
19,2021,2021-09-27,3,3,25.359,PHI,@,DAL,L 21-41,*,58,100%,0,0%,3,10%,
20,2021,2021-10-03,4,4,26.000,PHI,,KAN,L 30-42,*,74,100%,0,0%,7,26%,
21,2021,2021-10-10,5,5,26.007,PHI,@,CAR,W 21-18,*,67,100%,0,0%,3,10%,
22,2021,2021-10-14,6,6,26.011,PHI,,TAM,L 22-28,*,52,100%,0,0%,3,13%,
23,2021,2021-10-24,7,7,26.021,PHI,@,LVR,L 22-33,,11,16%,0,0%,2,8%,
24,2021,2021-10-31,8,8,26.028,PHI,@,DET,W 44-6,,14,22%,0,0%,9,36%,
25,2021,2021-11-07,9,9,26.035,PHI,,LAC,L 24-27,,0,0%,0,0%,4,18%,
26,2021,2021-11-14,10,10,26.042,PHI,@,DEN,W 30-13,,0,0%,0,0%,6,21%,
27,2021,2021-11-21,11,11,26.049,PHI,,NOR,W 40-29,,0,0%,0,0%,8,21%,
28,2021,2021-11-28,12,12,26.056,PHI,@,NYG,L 7-13,,0,0%,0,0%,1,5%,
29,2021,2021-12-05,13,13,26.063,PHI,@,NYJ,W 33-18,,0,0%,0,0%,7,29%,
30,2021,2021-12-21,14,15,,PHI,,WAS,W 27-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
31,2021,2021-12-26,15,16,,PHI,,NYG,W 34-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,2021,2022-01-02,16,17,26.091,PHI,@,WAS,W 20-16,,0,0%,0,0%,2,9%,
33,2021,2022-01-08,17,18,26.097,PHI,,DAL,L 26-51,*,62,84%,0,0%,4,13%,
34,2022,2022-09-11,1,1,,PHI,@,DET,W 38-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
35,2022,2022-09-19,2,2,,PHI,,MIN,W 24-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
36,2022,2022-09-25,3,3,,PHI,@,WAS,W 24-8,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,2022,2022-10-02,4,4,,PHI,,JAX,W 29-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
