Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-12,1,1,22.195,GNB,@,NOR,L 3-38,,0.0,0,0,0,0,0,0,0,0,1,0,0%,8,13%,17,77%,
2,2021,2021-09-20,2,2,22.203,GNB,,DET,W 35-17,,0.0,1,0,1,0,0,0,0,0,2,0,0%,44,77%,11,48%,
3,2021,2021-09-26,3,3,22.209,GNB,@,SFO,W 30-28,*,0.0,1,4,5,0,0,0,0,0,1,0,0%,70,100%,4,15%,
4,2021,2021-10-03,4,4,22.216,GNB,,PIT,W 27-17,*,0.0,8,0,8,0,0,1,0,0,2,0,0%,60,100%,1,4%,
5,2021,2021-10-10,5,5,22.223,GNB,@,CIN,W 25-22,*,0.0,3,1,4,0,0,0,0,0,1,0,0%,65,97%,0,0%,
6,2021,2021-10-17,6,6,22.230,GNB,@,CHI,W 24-14,*,0.0,2,1,3,0,0,0,0,0,0,0,0%,61,100%,1,5%,
7,2021,2021-10-24,7,7,22.237,GNB,,WAS,W 24-10,*,0.0,3,0,3,0,0,0,0,0,1,0,0%,72,100%,0,0%,
8,2021,2021-10-28,8,8,22.241,GNB,@,ARI,W 24-21,*,0.0,5,1,6,0,0,0,0,0,0,0,0%,59,100%,0,0%,
9,2021,2021-11-07,9,9,,GNB,@,KAN,L 7-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,2021,2021-11-14,10,10,22.258,GNB,,SEA,W 17-0,*,0.0,0,1,1,0,0,0,0,0,1,0,0%,60,98%,0,0%,
11,2021,2021-11-21,11,11,22.265,GNB,@,MIN,L 31-34,*,0.0,3,1,4,0,0,0,0,0,0,0,0%,63,90%,0,0%,
12,2021,2021-11-28,12,12,22.272,GNB,,LAR,W 36-28,*,0.0,3,0,3,0,0,0,0,0,2,0,0%,62,100%,1,3%,
13,2021,2021-12-12,13,14,22.286,GNB,,CHI,W 45-30,*,0.0,2,0,2,0,0,0,0,0,1,0,0%,62,100%,4,11%,
14,2021,2021-12-19,14,15,22.293,GNB,@,BAL,W 31-30,*,0.0,7,0,7,0,0,0,0,0,1,0,0%,70,100%,1,4%,
15,2021,2021-12-25,15,16,22.299,GNB,,CLE,W 24-22,*,0.0,0,2,2,0,0,0,0,0,1,0,0%,68,100%,0,0%,
16,2021,2022-01-02,16,17,22.307,GNB,,MIN,W 37-10,*,0.0,3,1,4,0,0,0,0,0,0,0,0%,54,100%,5,19%,
17,2021,2022-01-09,17,18,22.314,GNB,@,DET,L 30-37,*,0.0,2,0,2,0,0,0,0,0,0,0,0%,57,97%,0,0%,
18,2022,2022-09-11,1,1,23.194,GNB,@,MIN,L 7-23,*,0.0,4,1,5,0,0,0,0,0,0,0,0%,62,100%,12,52%,
19,2022,2022-09-18,2,2,23.201,GNB,,CHI,W 27-10,*,0.0,1,1,2,0,0,0,0,0,0,0,0%,41,100%,12,55%,
20,2022,2022-09-25,3,3,23.208,GNB,@,TAM,W 14-12,*,0.0,1,0,1,0,0,0,0,0,0,0,0%,65,100%,5,20%,
21,2022,2022-10-02,4,4,23.215,GNB,,NWE,W 27-24,*,0.0,5,0,5,0,0,0,0,0,0,0,0%,58,100%,10,31%,
22,2022,2022-10-09,5,5,23.222,GNB,,NYG,L 22-27,*,0.0,5,1,6,0,0,0,0,0,0,0,0%,61,100%,9,35%,
