Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1.0,2024.0,2024-09-08,1.0,1.0,,DAL,@,CLE,W 33-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2.0,2024.0,2024-09-15,2.0,2.0,,DAL,,NOR,L 19-44,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3.0,2024.0,2024-09-22,3.0,3.0,,DAL,,BAL,L 25-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4.0,2024.0,2024-09-26,4.0,4.0,,DAL,@,NYG,W 20-15,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5.0,2024.0,2024-10-06,5.0,5.0,24.345,DAL,@,PIT,W 20-17,,,,,,,0.0%,,,,,,,,,,,,,,10,13%,0,0%,15,63%,
6.0,2024.0,2024-10-13,6.0,6.0,24.352,DAL,,DET,L 9-47,,1,1,12,12.00,0,100.0%,12.00,0.0,0,0,0,0,0,1,1,0,0,0,0,2,3%,0,0%,15,54%,
7.0,2024.0,2024-10-27,7.0,8.0,25.0,DAL,@,SFO,L 24-30,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,0,0,0,0,0,0,2,3%,0,0%,20,67%,
8.0,2024.0,2024-11-03,8.0,9.0,25.007,DAL,@,ATL,L 21-27,,2,1,13,13.00,0,50.0%,6.50,0.0,0,0,0,0,0,0,0,0,0,0,0,17,22%,0,0%,13,50%,
9.0,2024.0,2024-11-10,9.0,10.0,25.014,DAL,,PHI,L 6-34,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,0,0,0,0,0,0,16,27%,0,0%,14,50%,
10.0,2024.0,2024-11-18,10.0,11.0,25.022,DAL,,HOU,L 10-34,*,3,2,19,9.50,0,66.7%,6.33,0.0,0,0,0,0,0,0,0,0,0,0,0,54,65%,0,0%,0,0%,
