Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,22.343,DAL,@,NYG,W 40-0,,9,16%,0,0%,0,0%,
2,2023,2023-09-17,2,2,22.350,DAL,,NYJ,W 30-10,,5,6%,0,0%,6,21%,
3,2023,2023-09-24,3,3,22.357,DAL,@,ARI,L 16-28,,0,0%,0,0%,4,16%,
4,2023,2023-10-01,4,4,22.364,DAL,,NWE,W 38-3,,7,10%,0,0%,7,27%,
5,2023,2023-10-08,5,5,,DAL,@,SFO,L 10-42,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2023,2023-10-16,6,6,,DAL,@,LAC,W 20-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2023,2023-10-29,7,8,23.027,DAL,,LAR,W 43-20,,11,17%,0,0%,7,23%,
8,2023,2023-11-05,8,9,23.034,DAL,@,PHI,L 23-28,,0,0%,0,0%,3,13%,
9,2023,2023-11-12,9,10,,DAL,,NYG,W 49-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2023,2023-11-19,10,11,,DAL,@,CAR,W 33-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2023,2023-11-23,11,12,,DAL,,WAS,W 45-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2023,2023-11-30,12,13,,DAL,,SEA,W 41-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2023,2023-12-10,13,14,,DAL,,PHI,W 33-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,2023,2023-12-17,14,15,,DAL,@,BUF,L 10-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,2023,2023-12-24,15,16,23.083,DAL,@,MIA,L 20-22,,0,0%,0,0%,4,15%,
16,2023,2023-12-30,16,17,,DAL,,DET,W 20-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,2023,2024-01-07,17,18,23.097,DAL,@,WAS,W 38-10,,7,10%,0,0%,8,36%,
18,2024,2024-09-08,1,1,23.342,DAL,@,CLE,W 33-17,,1,2%,0,0%,7,19%,
19,2024,2024-09-15,2,2,23.349,DAL,,NOR,L 19-44,,0,0%,0,0%,5,19%,
20,2024,2024-09-22,3,3,23.356,DAL,,BAL,L 25-28,,0,0%,0,0%,3,11%,
21,2024,2024-09-26,4,4,23.360,DAL,@,NYG,W 20-15,,0,0%,0,0%,5,20%,
22,2024,2024-10-06,5,5,24.004,DAL,@,PIT,W 20-17,,1,1%,0,0%,6,25%,
23,2024,2024-10-13,6,6,24.011,DAL,,DET,L 9-47,,18,26%,0,0%,3,11%,
24,2024,2024-10-27,7,8,24.025,DAL,@,SFO,L 24-30,,0,0%,0,0%,4,13%,
25,2024,2024-11-03,8,9,24.032,DAL,@,ATL,L 21-27,,3,4%,0,0%,3,12%,
26,2024,2024-11-10,9,10,24.039,DAL,,PHI,L 6-34,*,60,100%,0,0%,2,7%,
27,2024,2024-11-18,10,11,24.047,DAL,,HOU,L 10-34,,23,28%,0,0%,4,15%,
