Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2020,2020-11-26,11,12,21.232,DAL,,WAS,L 16-41,*,7,5,21,4.20,0,71.4%,3.00,0,0,,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,71%,0,0%,2,7%,
12,2020,2020-12-08,12,13,21.244,DAL,@,BAL,L 17-34,*,9,6,46,7.67,0,66.7%,5.11,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,61%,0,0%,2,7%,
13,2020,2020-12-13,13,14,21.249,DAL,@,CIN,W 30-7,*,2,2,46,23.00,0,100.0%,23.00,1,15,15.00,0,0,0,,0,2,0,0.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,51%,0,0%,2,10%,
14,2020,2020-12-20,14,15,21.256,DAL,,SFO,W 41-33,*,7,5,85,17.00,0,71.4%,12.14,0,0,,0,1,47,47.00,1,1,16,16.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,33,57%,0,0%,5,13%,
15,2020,2020-12-27,15,16,21.263,DAL,,PHI,W 37-17,*,5,3,65,21.67,1,60.0%,13.00,1,19,19.00,1,0,0,,0,2,6,3.00,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,36,51%,0,0%,2,6%,
16,2020,2021-01-03,16,17,21.270,DAL,@,NYG,L 19-23,*,7,5,43,8.60,0,71.4%,6.14,1,3,3.00,0,0,0,,0,1,-2,-2.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,75%,0,0%,5,17%,
17,2021,2021-09-09,1,1,22.154,DAL,@,TAM,L 29-31,*,15,7,104,14.86,1,46.7%,6.93,0,0,,0,0,0,,0,1,12,12.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,73%,0,0%,2,6%,
18,2021,2021-09-19,2,2,22.164,DAL,@,LAC,W 20-17,*,9,8,81,10.13,0,88.9%,9.00,1,13,13.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,97%,0,0%,1,5%,
19,2021,2021-09-27,3,3,22.172,DAL,,PHI,W 41-21,*,3,3,66,22.00,0,100.0%,22.00,1,-1,-1.00,0,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,86%,0,0%,5,17%,
20,2021,2021-10-03,4,4,22.178,DAL,,CAR,W 36-28,*,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,80%,0,0%,3,10%,
21,2021,2021-10-10,5,5,22.185,DAL,,NYG,W 44-20,*,6,4,84,21.00,1,66.7%,14.00,1,4,4.00,0,0,0,,0,1,17,17.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,83%,0,0%,3,10%,
22,2021,2021-10-17,6,6,22.192,DAL,@,NWE,W 35-29,*,11,9,149,16.56,2,81.8%,13.55,1,2,2.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,77,87%,0,0%,1,4%,
23,2021,2021-10-31,7,8,22.206,DAL,@,MIN,W 20-16,*,8,6,112,18.67,0,75.0%,14.00,0,0,,0,0,0,,0,1,-3,-3.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,89%,0,0%,3,10%,
24,2021,2021-11-07,8,9,22.213,DAL,,DEN,L 16-30,*,9,2,23,11.50,0,22.2%,2.56,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,71%,0,0%,1,4%,
25,2021,2021-11-14,9,10,22.220,DAL,,ATL,W 43-3,*,7,6,94,15.67,2,85.7%,13.43,1,12,12.00,0,0,0,,0,2,19,9.50,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,32,42%,0,0%,4,16%,
26,2021,2021-11-21,10,11,22.227,DAL,@,KAN,L 9-19,*,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,54%,0,0%,0,0%,
27,2021,2021-11-25,11,12,,DAL,,LVR,L 33-36,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2021,2021-12-02,12,13,22.238,DAL,@,NOR,W 27-17,*,13,7,89,12.71,0,53.8%,6.85,1,33,33.00,0,0,0,,0,3,35,11.67,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,62,89%,0,0%,6,19%,
29,2021,2021-12-12,13,14,22.248,DAL,@,WAS,W 27-20,,10,7,61,8.71,0,70.0%,6.10,2,15,7.50,0,0,0,,0,1,4,4.00,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,57,67%,0,0%,4,13%,
30,2021,2021-12-19,14,15,22.255,DAL,@,NYG,W 21-6,,9,6,50,8.33,0,66.7%,5.56,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,69%,0,0%,2,10%,
31,2021,2021-12-26,15,16,22.262,DAL,,WAS,W 56-14,,5,4,66,16.50,0,80.0%,13.20,1,-2,-2.00,0,0,0,,0,1,21,21.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,74%,0,0%,6,18%,
32,2021,2022-01-02,16,17,22.269,DAL,,ARI,L 22-25,*,4,3,51,17.00,0,75.0%,12.75,0,0,,0,0,0,,0,2,15,7.50,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,88%,0,0%,4,15%,
33,2021,2022-01-08,17,18,22.275,DAL,@,PHI,W 51-26,*,2,2,45,22.50,0,100.0%,22.50,0,0,,0,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,79%,0,0%,2,6%,
34,2022,2022-09-11,1,1,23.156,DAL,,TAM,L 3-19,*,11,2,29,14.50,0,18.2%,2.64,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,97%,0,0%,0,0%,
35,2022,2022-09-18,2,2,23.163,DAL,,CIN,W 20-17,*,11,7,75,10.71,0,63.6%,6.82,1,6,6.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,95%,0,0%,0,0%,
36,2022,2022-09-26,3,3,23.171,DAL,@,NYG,W 23-16,*,12,8,87,10.88,1,66.7%,7.25,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,95%,0,0%,0,0%,
37,2022,2022-10-02,4,4,23.177,DAL,,WAS,W 25-10,*,8,6,97,16.17,1,75.0%,12.13,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,95%,0,0%,0,0%,
38,2022,2022-10-09,5,5,23.184,DAL,@,LAR,W 22-10,*,8,5,53,10.60,0,62.5%,6.63,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,93%,0,0%,0,0%,
39,2022,2022-10-16,6,6,23.191,DAL,@,PHI,L 17-26,*,10,5,68,13.60,0,50.0%,6.80,2,9,4.50,0,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,62,93%,0,0%,0,0%,
40,2022,2022-10-23,7,7,23.198,DAL,,DET,W 24-6,*,6,4,70,17.50,0,66.7%,11.67,1,-4,-4.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,83%,0,0%,0,0%,
41,2022,2022-10-30,8,8,23.205,DAL,,CHI,W 49-29,*,7,5,77,15.40,1,71.4%,11.00,1,1,1.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,49,84%,0,0%,0,0%,
42,2022,2022-11-13,9,10,23.219,DAL,@,GNB,L 28-31,*,15,11,150,13.64,2,73.3%,10.00,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,75,90%,0,0%,0,0%,
43,2022,2022-11-20,10,11,23.226,DAL,@,MIN,W 40-3,*,5,5,45,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,65%,0,0%,0,0%,
44,2022,2022-11-24,11,12,23.230,DAL,,NYG,W 28-20,*,11,6,106,17.67,0,54.5%,9.64,2,11,5.50,0,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,60,80%,0,0%,1,4%,
45,2022,2022-12-04,12,13,23.240,DAL,,IND,W 54-19,*,7,5,71,14.20,1,71.4%,10.14,2,23,11.50,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,49,72%,0,0%,0,0%,
46,2022,2022-12-11,13,14,23.247,DAL,,HOU,W 27-23,*,6,5,33,6.60,0,83.3%,5.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,96%,0,0%,0,0%,
47,2022,2022-12-18,14,15,23.254,DAL,@,JAX,L 34-40,*,7,7,126,18.00,0,100.0%,18.00,1,1,1.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,93%,0,0%,0,0%,
48,2022,2022-12-24,15,16,23.260,DAL,,PHI,W 40-34,*,11,10,120,12.00,2,90.9%,10.91,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,62,85%,0,0%,0,0%,
49,2022,2022-12-29,16,17,23.265,DAL,@,TEN,W 27-13,*,14,11,100,9.09,0,78.6%,7.14,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,85%,0,0%,0,0%,
50,2022,2023-01-08,17,18,23.275,DAL,@,WAS,L 6-26,*,7,5,52,10.40,1,71.4%,7.43,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,87%,0,0%,0,0%,
51,2023,2023-09-10,1,1,24.155,DAL,@,NYG,W 40-0,*,4,4,77,19.25,0,100.0%,19.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,79%,0,0%,0,0%,
52,2023,2023-09-17,2,2,24.162,DAL,,NYJ,W 30-10,*,13,11,143,13.00,0,84.6%,11.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,63,72%,0,0%,0,0%,
53,2023,2023-09-24,3,3,24.169,DAL,@,ARI,L 16-28,*,7,4,53,13.25,0,57.1%,7.57,2,9,4.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,83%,0,0%,0,0%,
54,2023,2023-10-01,4,4,24.176,DAL,,NWE,W 38-3,*,6,4,36,9.00,1,66.7%,6.00,1,12,12.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,44,63%,0,0%,0,0%,
55,2023,2023-10-08,5,5,24.183,DAL,@,SFO,L 10-42,*,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,69%,0,0%,0,0%,
56,2023,2023-10-16,6,6,24.191,DAL,@,LAC,W 20-17,*,7,7,117,16.71,0,100.0%,16.71,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,84%,0,0%,0,0%,
57,2023,2023-10-29,7,8,24.204,DAL,,LAR,W 43-20,*,14,12,158,13.17,2,85.7%,11.29,1,12,12.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,53,82%,0,0%,0,0%,
58,2023,2023-11-05,8,9,24.211,DAL,@,PHI,L 23-28,*,16,11,191,17.36,0,68.8%,11.94,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,70,93%,0,0%,0,0%,
59,2023,2023-11-12,9,10,24.218,DAL,,NYG,W 49-17,*,14,11,151,13.73,1,78.6%,10.79,1,14,14.00,1,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,60,77%,0,0%,0,0%,
60,2023,2023-11-19,10,11,24.225,DAL,@,CAR,W 33-10,*,9,6,38,6.33,1,66.7%,4.22,1,7,7.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,79%,0,0%,0,0%,
61,2023,2023-11-23,11,12,24.229,DAL,,WAS,W 45-10,*,9,4,53,13.25,1,44.4%,5.89,1,0,0.00,0,0,0,,0,0,0,,0,1,1,8,0.0,0,0,0,0,0,0,0,0,1,0,0,50,93%,0,0%,0,0%,
62,2023,2023-11-30,12,13,24.236,DAL,,SEA,W 41-35,*,17,12,116,9.67,1,70.6%,6.82,2,30,15.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,82,92%,0,0%,0,0%,
63,2023,2023-12-10,13,14,24.246,DAL,,PHI,W 33-13,*,10,6,71,11.83,1,60.0%,7.10,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,73,89%,0,0%,0,0%,
64,2023,2023-12-17,14,15,24.253,DAL,@,BUF,L 10-31,*,10,7,53,7.57,0,70.0%,5.30,1,3,3.00,1,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,100%,0,0%,0,0%,
65,2023,2023-12-24,15,16,24.260,DAL,@,MIA,L 20-22,*,10,6,118,19.67,1,60.0%,11.80,2,14,7.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,88%,0,0%,0,0%,
66,2023,2023-12-30,16,17,24.266,DAL,,DET,W 20-19,*,17,13,227,17.46,1,76.5%,13.35,1,5,5.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,62,95%,0,0%,1,4%,
67,2023,2024-01-07,17,18,24.274,DAL,@,WAS,W 38-10,*,13,13,98,7.54,2,100.0%,7.54,1,7,7.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,61,85%,0,0%,0,0%,
68,2024,2024-09-08,1,1,25.153,DAL,@,CLE,W 33-17,*,10,5,61,12.20,0,50.0%,6.10,3,25,8.33,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,71%,0,0%,0,0%,
69,2024,2024-09-15,2,2,25.160,DAL,,NOR,L 19-44,*,7,4,90,22.50,1,57.1%,12.86,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,83%,0,0%,0,0%,
70,2024,2024-09-22,3,3,25.167,DAL,,BAL,L 25-28,*,7,4,67,16.75,0,57.1%,9.57,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,71,89%,0,0%,0,0%,
71,2024,2024-09-26,4,4,25.171,DAL,@,NYG,W 20-15,*,8,7,98,14.00,1,87.5%,12.25,3,8,2.67,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,84%,0,0%,0,0%,
72,2024,2024-10-06,5,5,25.181,DAL,@,PIT,W 20-17,*,9,5,62,12.40,0,55.6%,6.89,1,2,2.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,87%,0,0%,0,0%,
73,2024,2024-10-13,6,6,25.188,DAL,,DET,L 9-47,*,14,7,89,12.71,0,50.0%,6.36,1,2,2.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,71%,0,0%,0,0%,
74,2024,2024-10-27,7,8,25.202,DAL,@,SFO,L 24-30,*,17,13,146,11.23,2,76.5%,8.59,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,55,89%,0,0%,0,0%,
75,2024,2024-11-03,8,9,25.209,DAL,@,ATL,L 21-27,*,12,8,47,5.88,0,66.7%,3.92,2,15,7.50,0,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,64,83%,0,0%,0,0%,
76,2024,2024-11-10,9,10,25.216,DAL,,PHI,L 6-34,*,10,6,21,3.50,0,60.0%,2.10,1,3,3.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,83%,0,0%,0,0%,
77,2024,2024-11-18,10,11,25.224,DAL,,HOU,L 10-34,*,12,8,93,11.63,0,66.7%,7.75,1,13,13.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,80%,0,0%,0,0%,
