Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-11,1,1,26.040,DAL,,TAM,L 3-19,,0,0,0,,0,0.0%,,0,0,,0,4,77,19.25,0,1,3,3.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,10,42%,
2,2022,2022-09-18,2,2,26.047,DAL,,CIN,W 20-17,,0,0,0,,0,0.0%,,1,3,3.00,0,0,0,,0,2,34,17.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,10,38%,
3,2022,2022-09-26,3,3,26.055,DAL,@,NYG,W 23-16,,0,0,0,,0,0.0%,,0,0,,0,1,24,24.00,0,1,28,28.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,13%,0,0%,8,28%,
4,2022,2022-10-02,4,4,26.061,DAL,,WAS,W 25-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,-3,-3.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,9,30%,
5,2022,2022-10-09,5,5,26.068,DAL,@,LAR,W 22-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,12,12.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,5%,0,0%,10,33%,
6,2022,2022-10-16,6,6,26.075,DAL,@,PHI,L 17-26,,1,0,0,,0,0.0%,0.00,0,0,,0,3,96,32.00,0,3,36,12.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,10,42%,
7,2022,2022-10-23,7,7,26.082,DAL,,DET,W 24-6,,0,0,0,,0,0.0%,,1,3,3.00,0,0,0,,0,2,66,33.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,10%,0,0%,6,27%,
8,2022,2022-10-30,8,8,26.089,DAL,,CHI,W 49-29,,0,0,0,,0,0.0%,,1,11,11.00,0,1,21,21.00,0,2,15,7.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,10%,0,0%,9,31%,
9,2022,2022-11-13,9,10,26.103,DAL,@,GNB,L 28-31,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,2,47,23.50,0,2,11,5.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,2%,0,0%,10,33%,
10,2022,2022-11-20,10,11,26.110,DAL,@,MIN,W 40-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,34,8.50,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,6,8%,0,0%,9,32%,
11,2022,2022-11-24,11,12,26.114,DAL,,NYG,W 28-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,8,35%,
12,2022,2022-12-04,12,13,26.124,DAL,,IND,W 54-19,,0,0,0,,0,0.0%,,0,0,,0,3,64,21.33,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,7%,0,0%,8,26%,
13,2022,2022-12-11,13,14,26.131,DAL,,HOU,W 27-23,,0,0,0,,0,0.0%,,0,0,,0,1,27,27.00,0,2,9,4.50,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,1%,0,0%,9,32%,
14,2022,2022-12-18,14,15,26.138,DAL,@,JAX,L 34-40,,0,0,0,,0,0.0%,,0,0,,0,3,70,23.33,0,1,16,16.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,9,27%,
15,2022,2022-12-24,15,16,26.144,DAL,,PHI,W 40-34,,0,0,0,,0,0.0%,,0,0,,0,1,31,31.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,7%,0,0%,7,23%,
16,2022,2022-12-29,16,17,26.149,DAL,@,TEN,W 27-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,29,9.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,8,32%,
17,2022,2023-01-08,17,18,26.159,DAL,@,WAS,L 6-26,,0,0,0,,0,0.0%,,0,0,,0,2,51,25.50,0,4,13,3.25,0,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0%,0,0%,13,38%,
18,2023,2023-09-10,1,1,27.039,DAL,@,NYG,W 40-0,,3,2,11,5.50,0,66.7%,3.67,3,14,4.67,1,0,0,,0,2,17,8.50,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,11,19%,0,0%,4,17%,
19,2023,2023-09-17,2,2,27.046,DAL,,NYJ,W 30-10,,1,1,9,9.00,0,100.0%,9.00,2,6,3.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,18%,0,0%,9,32%,
20,2023,2023-09-24,3,3,27.053,DAL,@,ARI,L 16-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,2%,0,0%,8,32%,
21,2023,2023-10-01,4,4,27.060,DAL,,NWE,W 38-3,,1,1,5,5.00,0,100.0%,5.00,1,46,46.00,0,0,0,,0,2,13,6.50,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,21,30%,0,0%,9,35%,
22,2023,2023-10-08,5,5,27.067,DAL,@,SFO,L 10-42,,1,1,26,26.00,1,100.0%,26.00,0,0,,0,2,33,16.50,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,2,4%,0,0%,5,19%,
23,2023,2023-10-16,6,6,27.075,DAL,@,LAC,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,1,15,15.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,9,36%,
24,2023,2023-10-29,7,8,27.088,DAL,,LAR,W 43-20,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,2,88,44.00,0,2,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,17%,0,0%,11,37%,
25,2023,2023-11-05,8,9,27.095,DAL,@,PHI,L 23-28,,1,1,5,5.00,1,100.0%,5.00,1,0,0.00,0,1,48,48.00,0,2,23,11.50,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,13,17%,0,0%,9,38%,
26,2023,2023-11-12,9,10,,DAL,,NYG,W 49-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,2023,2023-11-19,10,11,27.109,DAL,@,CAR,W 33-10,,3,2,10,5.00,0,66.7%,3.33,1,13,13.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,17%,0,0%,9,33%,
28,2023,2023-11-23,11,12,27.113,DAL,,WAS,W 45-10,,1,1,34,34.00,1,100.0%,34.00,0,0,,0,0,0,,0,1,5,5.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,5,9%,0,0%,6,24%,
29,2023,2023-11-30,12,13,27.120,DAL,,SEA,W 41-35,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,15%,0,0%,6,21%,
30,2023,2023-12-10,13,14,27.130,DAL,,PHI,W 33-13,,1,0,0,,0,0.0%,0.00,1,22,22.00,0,1,30,30.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,13%,0,0%,6,24%,
31,2023,2023-12-17,14,15,27.137,DAL,@,BUF,L 10-31,,0,0,0,,0,0.0%,,0,0,,0,2,43,21.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,9,38%,
32,2023,2023-12-24,15,16,27.144,DAL,@,MIA,L 20-22,,1,1,4,4.00,0,100.0%,4.00,1,4,4.00,0,0,0,,0,1,2,2.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,14%,0,0%,8,31%,
33,2023,2023-12-30,16,17,27.150,DAL,,DET,W 20-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,10,38%,
34,2023,2024-01-07,17,18,27.158,DAL,@,WAS,W 38-10,,0,0,0,,0,0.0%,,1,5,5.00,0,1,29,29.00,0,1,4,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,14%,0,0%,5,23%,
35,2024,2024-09-08,1,1,28.037,DAL,@,CLE,W 33-17,,1,0,0,,0,0.0%,0.00,0,0,,0,1,34,34.00,0,5,96,19.20,1,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,6,10%,0,0%,11,31%,
36,2024,2024-09-15,2,2,28.044,DAL,,NOR,L 19-44,,4,2,4,2.00,0,50.0%,1.00,1,2,2.00,0,1,35,35.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,27%,0,0%,9,33%,
37,2024,2024-09-22,3,3,28.051,DAL,,BAL,L 25-28,,3,3,51,17.00,1,100.0%,17.00,1,1,1.00,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,18,23%,0,0%,10,36%,
38,2024,2024-09-26,4,4,28.055,DAL,@,NYG,W 20-15,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,13%,0,0%,7,28%,
39,2024,2024-10-06,5,5,28.065,DAL,@,PIT,W 20-17,,5,4,50,12.50,0,80.0%,10.00,1,-6,-6.00,0,1,38,38.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,29%,0,0%,9,38%,
40,2024,2024-10-13,6,6,28.072,DAL,,DET,L 9-47,*,7,4,24,6.00,0,57.1%,3.43,1,6,6.00,0,4,194,48.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,32,46%,0,0%,10,36%,
