Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2015,2015-09-14,1,1,23.197,MIN,@,SFO,L 3-20,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,8,11%,14,64%,
2,2015,2015-09-20,2,2,23.203,MIN,,DET,W 26-16,,0,0,0.0,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,53,68%,6,25%,
3,2015,2015-09-27,3,3,23.210,MIN,,SDG,W 31-14,,0,0,0.0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,40,55%,6,22%,
4,2015,2015-10-04,4,4,23.217,MIN,@,DEN,L 20-23,*,0,0,1.0,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,32,56%,6,21%,
5,2015,2015-10-18,5,6,23.231,MIN,,KAN,W 16-10,*,0,0,1.0,9,1,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,61,98%,4,17%,
6,2015,2015-10-25,6,7,23.238,MIN,@,DET,W 28-19,*,0,0,2.0,6,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0%,48,89%,3,10%,
7,2015,2015-11-01,7,8,23.245,MIN,@,CHI,W 23-20,*,0,0,0.0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,98%,5,17%,
8,2015,2015-11-08,,9,,MIN,,STL,W 21-18,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2015,2015-11-15,,10,,MIN,@,OAK,W 30-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2015,2015-11-22,10,11,23.266,MIN,,GNB,L 13-30,*,0,0,0.0,4,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,68,88%,6,21%,
11,2015,2015-11-29,11,12,23.273,MIN,@,ATL,W 20-10,*,0,0,0.0,4,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,64,100%,2,11%,
12,2015,2015-12-06,12,13,23.280,MIN,,SEA,L 7-38,*,0,0,0.0,3,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,67,100%,6,24%,
13,2015,2015-12-10,13,14,23.284,MIN,@,ARI,L 20-23,*,0,0,0.0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,67,100%,6,24%,
14,2015,2015-12-20,14,15,23.294,MIN,,CHI,W 38-17,*,0,0,0.0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,64,100%,3,11%,
15,2015,2015-12-27,15,16,23.301,MIN,,NYG,W 49-17,*,0,0,0.0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,82%,4,11%,
16,2015,2016-01-03,16,17,23.308,MIN,@,GNB,W 20-13,*,0,0,0.0,6,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,79,100%,3,12%,
17,2016,2016-09-11,1,1,24.195,MIN,@,TEN,W 25-16,*,1,6,0.0,5,1,6,1,0,1,77,1,1,0,0,0,0,0,0,0,0%,67,100%,4,14%,
18,2016,2016-09-18,2,2,24.202,MIN,,GNB,W 17-14,*,0,0,0.0,3,2,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0%,71,100%,3,12%,
19,2016,2016-09-25,3,3,24.209,MIN,@,CAR,W 22-10,*,0,0,0.0,3,9,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,68,88%,3,11%,
20,2016,2016-10-03,4,4,24.217,MIN,,NYG,W 24-10,*,0,0,0.0,6,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,66,100%,3,11%,
21,2016,2016-10-09,5,5,24.223,MIN,,HOU,W 31-13,*,0,0,0.0,4,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,64,100%,5,17%,
22,2016,2016-10-23,6,7,24.237,MIN,@,PHI,L 10-21,*,0,0,0.0,8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,100%,4,17%,
23,2016,2016-10-31,7,8,24.245,MIN,@,CHI,L 10-20,*,0,0,0.0,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,61,100%,4,15%,
24,2016,2016-11-06,,9,,MIN,,DET,L 16-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,2016,2016-11-13,9,10,24.258,MIN,@,WAS,L 20-26,*,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,11,17%,0,0%,
26,2016,2016-11-20,10,11,24.265,MIN,,ARI,W 30-24,*,0,0,0.0,3,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0%,69,93%,4,14%,
27,2016,2016-11-24,11,12,24.269,MIN,@,DET,L 13-16,,0,0,0.0,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,52%,0,0%,
28,2016,2016-12-01,12,13,24.276,MIN,,DAL,L 15-17,*,0,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,52,100%,3,11%,
29,2016,2016-12-11,13,14,24.286,MIN,@,JAX,W 25-16,*,0,0,0.0,5,3,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0%,66,100%,6,19%,
30,2016,2016-12-18,14,15,24.293,MIN,,IND,L 6-34,*,0,0,0.0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,100%,7,29%,
31,2016,2016-12-24,15,16,24.299,MIN,@,GNB,L 25-38,*,0,0,2.5,7,4,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0%,59,100%,7,21%,
