Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct
1.0,2024.0,2024-09-08,1.0,1.0,23.212,DAL,@,CLE,W 33-17,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,9.0,12%,13.0,36%
2.0,2024.0,2024-09-15,2.0,2.0,23.219,DAL,,NOR,L 19-44,*,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,39.0,66%,13.0,48%
3.0,2024.0,2024-09-22,3.0,3.0,23.226,DAL,,BAL,L 25-28,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,29.0,46%,11.0,39%
4.0,2024.0,2024-09-26,4.0,4.0,23.23,DAL,@,NYG,W 20-15,*,0.0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,27.0,39%,12.0,48%
5.0,2024.0,2024-10-06,5.0,5.0,23.24,DAL,@,PIT,W 20-17,,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0%,24.0,41%,14.0,58%
6.0,2024.0,2024-10-13,6.0,6.0,23.247,DAL,,DET,L 9-47,*,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,28.0,41%,11.0,39%
7.0,2024.0,2024-10-27,7.0,8.0,23.261,DAL,@,SFO,L 24-30,*,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,34.0,50%,8.0,27%
8.0,2024.0,2024-11-03,8.0,9.0,23.268,DAL,@,ATL,L 21-27,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0%,5.0,9%,12.0,46%
9.0,2024.0,2024-11-10,9.0,10.0,23.275,DAL,,PHI,L 6-34,,0.0,4,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0%,16.0,24%,13.0,47%
10.0,2024.0,2024-11-18,10.0,11.0,23.283,DAL,,HOU,L 10-34,*,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,23.0,36%,14.0,52%
