Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sfty,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
120,2021,2021-11-07,8,9,,DAL,,DEN,L 16-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
121,2021,2021-11-14,9,10,,DAL,,ATL,W 43-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
122,2021,2021-11-21,10,11,,DAL,@,KAN,L 9-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
123,2021,2021-11-25,11,12,,DAL,,LVR,L 33-36,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
124,2021,2021-12-02,12,13,29.218,DAL,@,NOR,W 27-17,*,,0,0,0.0,1,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0%,37,53%,0,0%,
125,2021,2021-12-12,13,14,29.228,DAL,@,WAS,W 27-20,*,,0,0,1.0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,47,69%,0,0%,
126,2021,2021-12-19,14,15,29.235,DAL,@,NYG,W 21-6,*,,0,0,0.0,4,1,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0%,40,63%,0,0%,
127,2021,2021-12-26,15,16,29.242,DAL,,WAS,W 56-14,*,,1,6,1.0,2,0,2,1,1,1,40,1,1,0,0,0,0,0,0,0,0%,25,42%,0,0%,
128,2021,2022-01-02,16,17,29.249,DAL,,ARI,L 22-25,*,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,66%,0,0%,
129,2021,2022-01-08,17,18,29.255,DAL,@,PHI,W 51-26,*,,0,0,1.0,3,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,29,39%,0,0%,
130,2022,2022-09-11,1,1,30.136,DAL,,TAM,L 3-19,*,,0,0,0.0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,60%,0,0%,
131,2022,2022-09-18,2,2,30.143,DAL,,CIN,W 20-17,*,,0,0,0.0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,67%,0,0%,
132,2022,2022-09-26,3,3,30.151,DAL,@,NYG,W 23-16,*,,0,0,3.0,6,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0%,39,54%,0,0%,
133,2022,2022-10-02,4,4,30.157,DAL,,WAS,W 25-10,*,,0,0,0.0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,51,69%,0,0%,
134,2022,2022-10-09,5,5,30.164,DAL,@,LAR,W 22-10,*,,1,6,0.0,2,0,2,0,0,0,0,0,0,0,0,0,1,19,1,0,0%,36,55%,0,0%,
135,2022,2022-10-16,6,6,30.171,DAL,@,PHI,L 17-26,*,,0,0,0.0,6,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,44,62%,0,0%,
136,2022,2022-10-23,7,7,30.178,DAL,,DET,W 24-6,*,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0%,34,58%,0,0%,
137,2022,2022-10-30,8,8,30.185,DAL,,CHI,W 49-29,*,,0,0,1.0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,48,61%,0,0%,
138,2022,2022-11-13,9,10,30.199,DAL,@,GNB,L 28-31,*,,0,0,1.0,5,2,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0%,46,72%,0,0%,
139,2022,2022-11-20,10,11,30.206,DAL,@,MIN,W 40-3,*,,0,0,1.0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,23,40%,0,0%,
140,2022,2022-11-24,11,12,30.210,DAL,,NYG,W 28-20,*,,0,0,0.0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,40,63%,0,0%,
141,2022,2022-12-04,12,13,30.220,DAL,,IND,W 54-19,*,,0,0,0.0,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,49,68%,0,0%,
142,2022,2022-12-11,13,14,30.227,DAL,,HOU,W 27-23,*,,0,0,0.0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,43,65%,0,0%,
143,2022,2022-12-18,14,15,30.234,DAL,@,JAX,L 34-40,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,69%,0,0%,
144,2022,2022-12-24,15,16,30.240,DAL,,PHI,W 40-34,*,,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,45,63%,0,0%,
145,2022,2022-12-29,16,17,30.245,DAL,@,TEN,W 27-13,*,,0,0,0.0,3,2,5,0,1,0,0,0,2,0,0,1,0,0,0,0,0%,31,48%,0,0%,
146,2022,2023-01-08,17,18,30.255,DAL,@,WAS,L 6-26,*,,0,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,36,55%,0,0%,
147,2023,2023-09-10,1,1,31.135,DAL,@,NYG,W 40-0,*,,0,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,30,43%,0,0%,
148,2023,2023-09-17,2,2,31.142,DAL,,NYJ,W 30-10,*,,0,0,0.0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0%,24,51%,0,0%,
149,2023,2023-09-24,3,3,31.149,DAL,@,ARI,L 16-28,*,,0,0,1.0,4,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,41,67%,0,0%,
150,2023,2023-10-01,4,4,31.156,DAL,,NWE,W 38-3,*,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,25,45%,0,0%,
151,2023,2023-10-08,5,5,31.163,DAL,@,SFO,L 10-42,*,,0,0,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,34,48%,0,0%,
152,2023,2023-10-16,6,6,31.171,DAL,@,LAC,W 20-17,*,,0,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,48,66%,0,0%,
153,2023,2023-10-29,7,8,31.184,DAL,,LAR,W 43-20,*,,0,0,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,31,50%,0,0%,
154,2023,2023-11-05,8,9,31.191,DAL,@,PHI,L 23-28,*,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,38,61%,0,0%,
155,2023,2023-11-12,9,10,31.198,DAL,,NYG,W 49-17,*,,0,0,1.0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,23,40%,0,0%,
156,2023,2023-11-19,10,11,31.205,DAL,@,CAR,W 33-10,*,,0,0,1.0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,29,49%,0,0%,
157,2023,2023-11-23,11,12,31.209,DAL,,WAS,W 45-10,*,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,45%,0,0%,
158,2023,2023-11-30,12,13,31.216,DAL,,SEA,W 41-35,*,,0,0,0.0,2,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,47,68%,0,0%,
159,2023,2023-12-10,13,14,31.226,DAL,,PHI,W 33-13,*,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,34,62%,0,0%,
160,2023,2023-12-17,14,15,31.233,DAL,@,BUF,L 10-31,*,,0,0,0.0,7,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0%,43,63%,0,0%,
161,2023,2023-12-24,15,16,31.240,DAL,@,MIA,L 20-22,*,,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,82%,0,0%,
162,2023,2023-12-30,16,17,31.246,DAL,,DET,W 20-19,*,,0,0,0.0,3,2,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0%,51,74%,0,0%,
163,2023,2024-01-07,17,18,31.254,DAL,@,WAS,W 38-10,*,,0,0,0.0,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0%,26,53%,0,0%,
164,2024,2024-09-08,1,1,32.133,DAL,@,CLE,W 33-17,*,,0,0,2.0,4,1,5,3,4,0,0,0,0,0,0,1,0,0,0,0,0%,52,68%,0,0%,
165,2024,2024-09-15,2,2,32.140,DAL,,NOR,L 19-44,*,,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,34,58%,0,0%,
166,2024,2024-09-22,3,3,32.147,DAL,,BAL,L 25-28,*,,0,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,81%,0,0%,
167,2024,2024-09-26,4,4,32.151,DAL,@,NYG,W 20-15,*,,0,0,1.0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,30,43%,0,0%,
168,2024,2024-10-06,5,5,,DAL,@,PIT,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
169,2024,2024-10-13,6,6,,DAL,,DET,L 9-47,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
170,2024,2024-10-27,7,8,,DAL,@,SFO,L 24-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
171,2024,2024-11-03,8,9,,DAL,@,ATL,L 21-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
172,2024,2024-11-10,9,10,,DAL,,PHI,L 6-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
173,2024,2024-11-18,10,11,,DAL,,HOU,L 10-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
