Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1,2019,2019-09-08,,1,,NYJ,,BUF,L 16-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2019,2019-09-16,,2,,NYJ,,CLE,L 3-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2019,2019-09-22,,3,,NYJ,@,NWE,L 14-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,2019,2019-10-06,4,5,22.134,NYJ,@,PHI,L 6-31,*,58,100%,0,0%,1,4%,
5,2019,2019-10-13,5,6,22.141,NYJ,,DAL,W 24-22,*,60,100%,0,0%,0,0%,
6,2019,2019-10-21,6,7,22.149,NYJ,,NWE,L 0-33,*,60,100%,0,0%,0,0%,
7,2019,2019-10-27,7,8,22.155,NYJ,@,JAX,L 15-29,*,58,100%,0,0%,0,0%,
8,2019,2019-11-03,8,9,22.162,NYJ,@,MIA,L 18-26,*,67,100%,0,0%,0,0%,
9,2019,2019-11-10,9,10,22.169,NYJ,,NYG,W 34-27,*,65,100%,0,0%,0,0%,
10,2019,2019-11-17,10,11,22.176,NYJ,@,WAS,W 34-17,*,37,53%,0,0%,0,0%,
11,2019,2019-11-24,11,12,22.183,NYJ,,OAK,W 34-3,*,16,25%,0,0%,0,0%,
12,2019,2019-12-01,,13,,NYJ,@,CIN,L 6-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2019,2019-12-08,,14,,NYJ,,MIA,W 22-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,2019,2019-12-12,,15,,NYJ,@,BAL,L 21-42,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,2019,2019-12-22,,16,,NYJ,,PIT,W 16-10,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
16,2019,2019-12-29,,17,,NYJ,@,BUF,W 13-6,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
17,2020,2020-09-13,1,1,,NYJ,@,BUF,L 17-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2020,2020-09-20,2,2,,NYJ,,SFO,L 13-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,2020,2020-09-27,3,3,23.125,NYJ,@,IND,L 7-36,*,64,100%,0,0%,0,0%,
20,2020,2020-10-01,4,4,23.129,NYJ,,DEN,L 28-37,*,4,5%,0,0%,0,0%,
21,2020,2020-10-11,5,5,23.139,NYJ,,ARI,L 10-30,*,69,100%,0,0%,0,0%,
22,2020,2020-10-18,6,6,23.146,NYJ,@,MIA,L 0-24,*,37,52%,0,0%,0,0%,
23,2020,2020-10-25,7,7,23.153,NYJ,,BUF,L 10-18,,0,0%,0,0%,2,9%,
24,2020,2020-11-01,8,8,,NYJ,@,KAN,L 9-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,2020,2020-11-09,9,9,23.168,NYJ,,NWE,L 27-30,,31,67%,0,0%,0,0%,
26,2020,2020-11-22,10,11,23.181,NYJ,@,LAC,L 28-34,,30,50%,0,0%,0,0%,
27,2020,2020-11-29,11,12,,NYJ,,MIA,L 3-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2020,2020-12-06,12,13,,NYJ,,LVR,L 28-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
29,2020,2020-12-13,13,14,23.202,NYJ,@,SEA,L 3-40,,0,0%,0,0%,4,14%,
30,2020,2020-12-20,14,15,23.209,NYJ,@,LAR,W 23-20,,0,0%,0,0%,5,17%,
