Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,,NOR,,TAM,W 34-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2020,2020-09-21,2,2,21.099,NOR,@,LVR,L 24-34,,,,,,,,0,,,0,0,0,6,10%,0,0%,5,19%,
3,2020,2020-09-27,3,3,21.105,NOR,,GNB,L 30-37,,,,,,,,0,,,0,0,0,51,84%,0,0%,6,19%,
4,2020,2020-10-04,4,4,21.112,NOR,@,DET,W 35-29,*,,,,,,,0,,,0,0,0,70,100%,0,0%,5,20%,
5,2020,2020-10-12,5,5,21.120,NOR,,LAC,W 30-27,,,,,,,,0,,,0,0,0,65,86%,0,0%,6,16%,
6,2020,2020-10-25,6,7,21.133,NOR,,CAR,W 27-24,*,,,,,,,0,,,0,0,0,70,100%,0,0%,5,23%,
7,2020,2020-11-01,7,8,21.140,NOR,@,CHI,W 26-23,*,,,,,,,0,,,0,0,0,74,100%,0,0%,8,23%,
8,2020,2020-11-08,8,9,21.147,NOR,@,TAM,W 38-3,*,,,,,,,0,,,0,0,0,49,67%,0,0%,6,29%,
9,2020,2020-11-15,9,10,21.154,NOR,,SFO,W 27-13,*,,,,,,,0,,,0,0,0,59,100%,0,0%,5,18%,
10,2020,2020-11-22,10,11,21.161,NOR,,ATL,W 24-9,*,,,,,,,0,,,0,0,0,61,91%,0,0%,5,19%,
11,2020,2020-11-29,11,12,21.168,NOR,@,DEN,W 31-3,*,,,,,,,0,,,0,0,0,64,100%,0,0%,6,22%,
12,2020,2020-12-06,12,13,21.175,NOR,@,ATL,W 21-16,,,,,,,,0,,,0,0,0,0,0%,0,0%,4,15%,
13,2020,2020-12-13,13,14,21.182,NOR,@,PHI,L 21-24,,,,,,,,0,,,0,0,0,39,62%,0,0%,5,19%,
14,2020,2020-12-20,14,15,21.189,NOR,,KAN,L 29-32,*,,,,,,,0,,,0,0,0,55,100%,0,0%,3,9%,
15,2020,2020-12-25,15,16,21.194,NOR,,MIN,W 52-33,*,,,,,,,0,,,0,0,0,75,100%,0,0%,8,26%,
16,2020,2021-01-03,16,17,21.203,NOR,@,CAR,W 33-7,,,,,,,,0,,,0,0,0,7,11%,0,0%,6,26%,
17,2021,2021-09-12,1,1,22.090,NOR,,GNB,W 38-3,*,,,,,,,,,,,,,62,100%,0,0%,6,27%,
18,2021,2021-09-19,2,2,22.097,NOR,@,CAR,L 7-26,*,,,,,,,,,,,,,44,100%,0,0%,1,4%,
19,2021,2021-09-26,3,3,22.104,NOR,@,NWE,W 28-13,*,,,,,,,,,,,,,62,100%,0,0%,6,21%,
20,2021,2021-10-03,4,4,22.111,NOR,,NYG,L 21-27,*,,,,,,,,,,,,,68,100%,0,0%,0,0%,
21,2021,2021-10-10,5,5,22.118,NOR,@,WAS,W 33-22,*,,,,,,,,,,,,,56,100%,0,0%,0,0%,
22,2021,2021-10-25,6,7,22.133,NOR,@,SEA,W 13-10,*,,,,,,,,,,,,,74,100%,0,0%,3,12%,
23,2021,2021-10-31,7,8,22.139,NOR,,TAM,W 36-27,*,,,,,,,,,,,,,76,100%,0,0%,7,24%,
24,2021,2021-11-07,8,9,22.146,NOR,,ATL,L 25-27,*,,,,,,,,,,,,,76,100%,0,0%,3,11%,
25,2021,2021-11-14,9,10,22.153,NOR,@,TEN,L 21-23,*,,,,,,,,,,,,,67,100%,0,0%,0,0%,
26,2021,2021-11-21,10,11,22.160,NOR,@,PHI,L 29-40,*,,,,,,,,,,,,,65,100%,0,0%,4,11%,
27,2021,2021-11-25,11,12,22.164,NOR,,BUF,L 6-31,*,,,,,,,,,,,,,57,100%,0,0%,0,0%,
28,2021,2021-12-02,12,13,22.171,NOR,,DAL,L 17-27,*,,,,,,,,,,,,,70,100%,0,0%,4,13%,
29,2021,2021-12-12,13,14,22.181,NOR,@,NYJ,W 30-9,*,,,,,,,,,,,,,70,100%,0,0%,6,20%,
30,2021,2021-12-19,14,15,22.188,NOR,@,TAM,W 9-0,*,,,,,,,,,,,,,61,100%,0,0%,3,11%,
31,2021,2021-12-27,15,16,22.196,NOR,,MIA,L 3-20,*,0.0,0,0,0,0,0,0,0,0,0,0,0,52,100%,0,0%,1,4%,
32,2021,2022-01-02,16,17,22.202,NOR,,CAR,W 18-10,*,,,,,,,,,,,,,58,100%,0,0%,6,22%,
33,2021,2022-01-09,17,18,22.209,NOR,@,ATL,W 30-20,*,,,,,,,,,,,,,72,100%,0,0%,7,26%,
34,2022,2022-09-11,1,1,23.089,NOR,@,ATL,W 27-26,*,0.0,1,0,1,0,0,0,0,0,0,0,0,61,100%,0,0%,4,13%,
35,2022,2022-09-18,2,2,23.096,NOR,,TAM,L 10-20,*,,,,,,,,,,,,,68,100%,0,0%,2,8%,
36,2022,2022-09-25,3,3,23.103,NOR,@,CAR,L 14-22,*,,,,,,,,,,,,,69,100%,0,0%,4,14%,
37,2022,2022-10-02,4,4,23.110,NOR,,MIN,L 25-28,*,,,,,,,,,,,,,60,100%,0,0%,4,13%,
38,2022,2022-10-09,5,5,23.117,NOR,,SEA,W 39-32,*,,,,,,,,,,,,,77,100%,0,0%,5,15%,
39,2022,2022-10-16,6,6,23.124,NOR,,CIN,L 26-30,*,,,,,,,,,,,,,72,100%,0,0%,6,21%,
40,2022,2022-10-20,7,7,23.128,NOR,@,ARI,L 34-42,*,,,,,,,,,,,,,72,100%,0,0%,6,19%,
41,2022,2022-10-30,8,8,23.138,NOR,,LVR,W 24-0,*,,,,,,,,,,,,,64,100%,0,0%,5,26%,
42,2022,2022-11-07,9,9,23.146,NOR,,BAL,L 13-27,*,,,,,,,,,,,,,51,100%,0,0%,3,12%,
43,2022,2022-11-13,10,10,23.152,NOR,@,PIT,L 10-20,*,,,,,,,,,,,,,47,100%,0,0%,2,8%,
44,2022,2022-11-20,11,11,23.159,NOR,,LAR,W 27-20,*,,,,,,,,,,,,,57,100%,0,0%,5,16%,
45,2022,2022-11-27,12,12,23.166,NOR,@,SFO,L 0-13,*,,,,,,,,,,,,,57,100%,0,0%,1,6%,
46,2022,2022-12-05,13,13,23.174,NOR,@,TAM,L 16-17,*,,,,,,,,,,,,,59,100%,0,0%,4,15%,
47,2022,2022-12-18,14,15,23.187,NOR,,ATL,W 21-18,*,,,,,,,,,,,,,55,100%,0,0%,3,14%,
48,2022,2022-12-24,15,16,,NOR,@,CLE,W 17-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
