Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1,2017,2017-09-11,1,1,23.142,NOR,@,MIN,L 19-29,*,62,100%,0,0%,5,17%,
2,2017,2017-09-17,2,2,23.148,NOR,,NWE,L 20-36,*,65,100%,0,0%,6,19%,
3,2017,2017-09-24,3,3,23.155,NOR,@,CAR,W 34-13,*,58,100%,0,0%,7,27%,
4,2017,2017-10-01,4,4,23.162,NOR,@,MIA,W 20-0,*,74,100%,0,0%,5,26%,
5,2017,2017-10-15,5,6,23.176,NOR,,DET,W 52-38,*,71,100%,0,0%,10,22%,
6,2017,2017-10-22,6,7,23.183,NOR,@,GNB,W 26-17,*,76,100%,0,0%,5,19%,
7,2017,2017-10-29,7,8,23.190,NOR,,CHI,W 20-12,*,61,100%,0,0%,5,19%,
8,2017,2017-11-05,8,9,23.197,NOR,,TAM,W 30-10,*,60,100%,0,0%,6,22%,
9,2017,2017-11-12,9,10,23.204,NOR,@,BUF,W 47-10,*,77,100%,0,0%,8,29%,
10,2017,2017-11-19,10,11,23.211,NOR,,WAS,W 34-31,*,71,100%,0,0%,6,18%,
11,2017,2017-11-26,11,12,23.218,NOR,@,LAR,L 20-26,*,57,100%,0,0%,4,12%,
12,2017,2017-12-03,12,13,23.225,NOR,,CAR,W 31-21,*,64,100%,0,0%,6,21%,
13,2017,2017-12-07,13,14,23.229,NOR,@,ATL,L 17-20,*,52,100%,0,0%,4,17%,
14,2017,2017-12-17,14,15,23.239,NOR,,NYJ,W 31-19,*,67,100%,0,0%,5,17%,
15,2017,2017-12-24,15,16,23.246,NOR,,ATL,W 23-13,*,64,100%,0,0%,5,17%,
16,2017,2017-12-31,16,17,23.253,NOR,@,TAM,L 24-31,*,58,100%,0,0%,5,19%,
17,2018,2018-09-09,1,1,24.140,NOR,,TAM,L 40-48,*,64,100%,0,0%,4,12%,
18,2018,2018-09-16,2,2,24.147,NOR,,CLE,W 21-18,*,66,100%,0,0%,4,15%,
19,2018,2018-09-23,3,3,24.154,NOR,@,ATL,W 43-37,*,79,100%,0,0%,7,19%,
20,2018,2018-09-30,4,4,24.161,NOR,@,NYG,W 33-18,*,70,100%,0,0%,8,28%,
21,2018,2018-10-08,5,5,24.169,NOR,,WAS,W 43-19,*,66,100%,0,0%,6,24%,
22,2018,2018-10-21,6,7,24.182,NOR,@,BAL,W 24-23,*,71,100%,0,0%,4,17%,
23,2018,2018-10-28,7,8,24.189,NOR,@,MIN,W 30-20,*,53,100%,0,0%,6,25%,
24,2018,2018-11-04,8,9,24.196,NOR,,LAR,W 45-35,*,71,100%,0,0%,7,23%,
25,2018,2018-11-11,9,10,24.203,NOR,@,CIN,W 51-14,*,75,100%,0,0%,9,32%,
26,2018,2018-11-18,10,11,24.210,NOR,,PHI,W 48-7,*,70,100%,0,0%,9,32%,
27,2018,2018-11-22,11,12,24.214,NOR,,ATL,W 31-17,*,57,100%,0,0%,5,22%,
28,2018,2018-11-29,12,13,24.221,NOR,@,DAL,L 10-13,*,52,100%,0,0%,2,10%,
29,2018,2018-12-09,13,14,24.231,NOR,@,TAM,W 28-14,*,64,100%,0,0%,4,15%,
30,2018,2018-12-17,14,15,24.239,NOR,@,CAR,W 12-9,*,75,100%,0,0%,0,0%,
31,2018,2018-12-23,15,16,24.245,NOR,,PIT,W 31-28,*,64,97%,0,0%,0,0%,
32,2018,2018-12-30,,17,,NOR,,CAR,L 14-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,2019,2019-09-09,1,1,25.140,NOR,,HOU,W 30-28,*,66,100%,0,0%,7,23%,
34,2019,2019-09-15,2,2,25.146,NOR,@,LAR,L 9-27,*,63,100%,0,0%,3,11%,
35,2019,2019-09-22,3,3,25.153,NOR,@,SEA,W 33-27,*,56,100%,0,0%,5,18%,
