Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct
1,2023,2023-09-10,1,1,21.339,NOR,,TEN,W 16-15,,0.5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,26,41%,5,18%
2,2023,2023-09-18,2,2,21.347,NOR,@,CAR,W 20-17,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,28,47%,3,11%
3,2023,2023-09-24,3,3,21.353,NOR,@,GNB,L 17-18,,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,38,48%,2,8%
4,2023,2023-10-01,4,4,21.360,NOR,,TAM,L 9-26,,1.0,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0%,32,45%,4,15%
5,2023,2023-10-08,5,5,22.002,NOR,@,NWE,W 34-0,,,,,,,,,,,,,,,,,,0,0%,30,56%,1,3%
6,2023,2023-10-15,6,6,22.009,NOR,@,HOU,L 13-20,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,46%,4,15%
7,2023,2023-10-19,7,7,22.013,NOR,,JAX,L 24-31,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,26,46%,6,19%
8,2023,2023-10-29,8,8,22.023,NOR,@,IND,W 38-27,,0.0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,36,51%,6,18%
9,2023,2023-11-05,9,9,22.030,NOR,,CHI,W 24-17,,0.0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,33,49%,4,17%
10,2023,2023-11-12,10,10,22.037,NOR,@,MIN,L 19-27,,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,44%,6,21%
11,2023,2023-11-26,11,12,22.051,NOR,@,ATL,L 15-24,,0.0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,27,44%,4,17%
12,2023,2023-12-03,12,13,22.058,NOR,,DET,L 28-33,,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,50%,5,17%
13,2023,2023-12-10,13,14,22.065,NOR,,CAR,W 28-6,,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,44,55%,3,13%
14,2023,2023-12-17,14,15,22.072,NOR,,NYG,W 24-6,,2.0,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,37,60%,2,9%
15,2023,2023-12-21,15,16,22.076,NOR,@,LAR,L 22-30,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,27,39%,7,29%
16,2023,2023-12-31,16,17,22.086,NOR,@,TAM,W 23-13,,1.0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,30,54%,0,0%
17,2023,2024-01-07,17,18,22.093,NOR,,ATL,W 48-17,,,,,,,,,,,,,,,,,,0,0%,35,57%,3,9%
18,2024,2024-09-08,1,1,22.338,NOR,,CAR,W 47-10,*,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,36,61%,2,7%
19,2024,2024-09-15,2,2,22.345,NOR,@,DAL,W 44-19,*,1.0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0%,48,69%,5,19%
20,2024,2024-09-22,3,3,22.352,NOR,,PHI,L 12-15,*,2.0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,49,68%,2,12%
21,2024,2024-09-29,4,4,22.359,NOR,@,ATL,L 24-26,*,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,40,71%,6,21%
22,2024,2024-10-07,5,5,23.001,NOR,@,KAN,L 13-26,,1.0,3,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,53,63%,6,25%
23,2024,2024-10-13,6,6,23.007,NOR,,TAM,L 27-51,*,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,43,56%,7,19%
24,2024,2024-10-17,7,7,23.011,NOR,,DEN,L 10-33,*,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,39,60%,7,24%
25,2024,2024-10-27,8,8,23.021,NOR,@,LAC,L 8-26,*,,,,,,,,,,,,,,,,,0,0%,45,68%,5,15%
26,2024,2024-11-03,9,9,23.028,NOR,@,CAR,L 22-23,,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,31,58%,3,10%
27,2024,2024-11-10,10,10,23.035,NOR,,ATL,W 20-17,,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,46,59%,6,22%
28,2024,2024-11-17,11,11,23.042,NOR,,CLE,W 35-14,,1.5,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,38,52%,3,12%
