Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
99,2023,2023-09-10,1,1,28.160,NOR,,TEN,W 16-15,*,18,45,2.50,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,49,75%,0,0%,0,0%,
100,2023,2023-09-18,2,2,28.168,NOR,@,CAR,W 20-17,*,9,29,3.22,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,23%,0,0%,0,0%,
101,2023,2023-09-24,3,3,,NOR,@,GNB,L 17-18,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
102,2023,2023-10-01,4,4,,NOR,,TAM,L 9-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
103,2023,2023-10-08,5,5,,NOR,@,NWE,W 34-0,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
104,2023,2023-10-15,6,6,,NOR,@,HOU,L 13-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
105,2023,2023-10-19,7,7,28.199,NOR,,JAX,L 24-31,,5,14,2.80,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,22%,0,0%,0,0%,
106,2023,2023-10-29,8,8,28.209,NOR,@,IND,W 38-27,,6,30,5.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,23%,0,0%,0,0%,
107,2023,2023-11-05,9,9,28.216,NOR,,CHI,W 24-17,,3,6,2.00,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,43%,0,0%,0,0%,
108,2023,2023-11-12,10,10,28.223,NOR,@,MIN,L 19-27,,4,7,1.75,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,22%,0,0%,0,0%,
109,2023,2023-11-26,11,12,28.237,NOR,@,ATL,L 15-24,,2,6,3.00,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,28%,0,0%,0,0%,
110,2023,2023-12-03,12,13,28.244,NOR,,DET,L 28-33,,5,10,2.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,33%,0,0%,0,0%,
111,2023,2023-12-10,13,14,28.251,NOR,,CAR,W 28-6,,11,43,3.91,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,44%,0,0%,0,0%,
112,2023,2023-12-17,14,15,28.258,NOR,,NYG,W 24-6,*,8,24,3.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,47%,0,0%,0,0%,
113,2023,2023-12-21,15,16,28.262,NOR,@,LAR,L 22-30,,2,8,4.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,22%,0,0%,0,0%,
114,2023,2023-12-31,16,17,28.272,NOR,@,TAM,W 23-13,*,19,58,3.05,0,4,4,13,3.25,0,100.0%,3.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,57%,0,0%,0,0%,
115,2023,2024-01-07,17,18,28.279,NOR,,ATL,W 48-17,,14,26,1.86,1,3,3,8,2.67,0,100.0%,2.67,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,33,49%,0,0%,0,0%,
116,2024,2024-09-08,1,1,29.158,NOR,,CAR,W 47-10,,11,38,3.45,1,1,1,13,13.00,0,100.0%,13.00,1,32,32.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,22,33%,0,0%,1,3%,
117,2024,2024-09-15,2,2,29.165,NOR,@,DAL,W 44-19,,8,39,4.88,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,25%,0,0%,1,4%,
118,2024,2024-09-22,3,3,29.172,NOR,,PHI,L 12-15,,1,-1,-1.00,0,3,1,0,0.00,0,33.3%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,18%,0,0%,7,41%,
119,2024,2024-09-29,4,4,29.179,NOR,@,ATL,L 24-26,,3,11,3.67,0,2,2,8,4.00,0,100.0%,4.00,2,58,29.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,15%,0,0%,9,32%,
120,2024,2024-10-07,5,5,29.187,NOR,@,KAN,L 13-26,,2,9,4.50,0,0,0,0,,0,0.0%,,2,47,23.50,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,15%,0,0%,11,46%,
121,2024,2024-10-13,6,6,29.193,NOR,,TAM,L 27-51,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4%,0,0%,6,16%,
122,2024,2024-10-17,7,7,29.197,NOR,,DEN,L 10-33,,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,17%,0,0%,6,21%,
123,2024,2024-10-27,8,8,29.207,NOR,@,LAC,L 8-26,,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,32%,0,0%,9,26%,
124,2024,2024-11-03,9,9,,NOR,@,CAR,L 22-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
125,2024,2024-11-10,10,10,,NOR,,ATL,W 20-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
126,2024,2024-11-17,11,11,,NOR,,CLE,W 35-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
