Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1.0,2024.0,2024-09-08,1.0,1.0,21.344,NOR,,CAR,W 47-10,,0.0,1,1,2,0,0,0,0,0,0,0,0%,28,47%,9,30%,
2.0,2024.0,2024-09-15,2.0,2.0,21.351,NOR,@,DAL,W 44-19,*,0.0,4,1,5,1,0,0,0,0,1,0,0%,61,87%,3,11%,
3.0,2024.0,2024-09-22,3.0,3.0,21.358,NOR,,PHI,L 12-15,,,,,,,,,,,,0,0%,0,0%,4,24%,
4.0,2024.0,2024-09-29,4.0,4.0,21.365,NOR,@,ATL,L 24-26,,,,,,,,,,,,0,0%,5,9%,3,11%,
5.0,2024.0,2024-10-07,5.0,5.0,22.007,NOR,@,KAN,L 13-26,,0.0,0,0,0,0,0,0,0,0,0,0,0%,7,8%,2,8%,
6.0,2024.0,2024-10-13,6.0,6.0,22.013,NOR,,TAM,L 27-51,,0.0,3,0,3,0,0,0,0,0,1,0,0%,18,23%,7,19%,
7.0,2024.0,2024-10-17,7.0,7.0,22.017,NOR,,DEN,L 10-33,,0.0,2,1,3,0,0,0,0,0,0,0,0%,33,51%,1,3%,
8.0,2024.0,2024-10-27,8.0,8.0,22.027,NOR,@,LAC,L 8-26,*,0.0,4,1,5,0,0,0,0,0,1,0,0%,49,74%,3,9%,
9.0,2024.0,2024-11-03,9.0,9.0,,NOR,@,CAR,L 22-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10.0,2024.0,2024-11-10,10.0,10.0,,NOR,,ATL,W 20-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11.0,2024.0,2024-11-17,11.0,11.0,22.048,NOR,,CLE,W 35-14,*,0.0,2,1,3,0,0,0,0,0,0,0,0%,72,99%,0,0%,
