Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,,NOR,,TEN,W 16-15,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2023,2023-09-18,2,2,,NOR,@,CAR,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2023,2023-09-24,3,3,,NOR,@,GNB,L 17-18,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2023,2023-10-01,4,4,23.048,NOR,,TAM,L 9-26,,0,0%,0,0%,3,12%,
5,2023,2023-10-08,5,5,23.055,NOR,@,NWE,W 34-0,,2,3%,0,0%,6,19%,
6,2023,2023-10-15,6,6,23.062,NOR,@,HOU,L 13-20,,14,17%,0,0%,5,19%,
7,2023,2023-10-19,7,7,23.066,NOR,,JAX,L 24-31,,2,2%,0,0%,5,16%,
8,2023,2023-10-29,8,8,,NOR,@,IND,W 38-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,2023,2023-11-05,9,9,,NOR,,CHI,W 24-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2023,2023-11-12,10,10,,NOR,@,MIN,L 19-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2023,2023-11-26,11,12,,NOR,@,ATL,L 15-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2023,2023-12-03,12,13,,NOR,,DET,L 28-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2023,2023-12-10,13,14,,NOR,,CAR,W 28-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,2023,2023-12-17,14,15,,NOR,,NYG,W 24-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2023,2023-12-21,15,16,,NOR,@,LAR,L 22-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,2023,2023-12-31,16,17,,NOR,@,TAM,W 23-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2023,2024-01-07,17,18,,NOR,,ATL,W 48-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2024,2024-09-08,1,1,24.025,NOR,,CAR,W 47-10,,0,0%,0,0%,9,30%,
19,2024,2024-09-15,2,2,24.032,NOR,@,DAL,W 44-19,,6,10%,0,0%,7,26%,
20,2024,2024-09-22,3,3,24.039,NOR,,PHI,L 12-15,,1,2%,0,0%,2,12%,
21,2024,2024-09-29,4,4,24.046,NOR,@,ATL,L 24-26,,0,0%,0,0%,4,14%,
22,2024,2024-10-07,5,5,24.054,NOR,@,KAN,L 13-26,*,38,72%,0,0%,2,8%,
23,2024,2024-10-13,6,6,24.060,NOR,,TAM,L 27-51,*,70,100%,0,0%,5,14%,
24,2024,2024-10-17,7,7,24.064,NOR,,DEN,L 10-33,*,25,36%,0,0%,1,3%,
25,2024,2024-10-27,8,8,,NOR,@,LAC,L 8-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,2024,2024-11-03,9,9,24.081,NOR,@,CAR,L 22-23,,36,46%,0,0%,4,14%,
27,2024,2024-11-10,10,10,24.088,NOR,,ATL,W 20-17,*,53,100%,0,0%,4,15%,
28,2024,2024-11-17,11,11,24.095,NOR,,CLE,W 35-14,*,60,100%,0,0%,5,20%,
