Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1.0,2024.0,2024-09-08,1.0,1.0,24.263,ARI,@,BUF,L 28-34,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18,29%,6,22%,
2.0,2024.0,2024-09-15,2.0,2.0,24.27,ARI,,LAR,W 41-10,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,21,40%,8,32%,
3.0,2024.0,2024-09-22,3.0,3.0,24.277,ARI,,DET,L 13-20,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,13,19%,0,0%,
4.0,2024.0,2024-09-29,4.0,4.0,24.284,ARI,,WAS,L 14-42,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,7,10%,3,13%,
5.0,2024.0,2024-10-06,5.0,5.0,,ARI,@,SFO,W 24-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6.0,2024.0,2024-10-13,6.0,6.0,,ARI,@,GNB,L 13-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7.0,2024.0,2024-10-21,7.0,7.0,,ARI,,LAC,W 17-15,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8.0,2024.0,2024-10-27,8.0,8.0,24.312,ARI,@,MIA,W 28-27,,,,,,,,,,,,,,0,0%,13,20%,0,0%,
9.0,2024.0,2024-11-03,9.0,9.0,24.319,ARI,,CHI,W 29-9,,1.5,2,1,3,1,2,0,0,0,0,0,0,0,0%,25,34%,0,0%,
10.0,2024.0,2024-11-10,10.0,10.0,24.326,ARI,,NYJ,W 31-6,,1.0,1,0,1,1,1,0,0,1,0,0,0,0,0%,17,29%,0,0%,
11.0,2024.0,2024-11-24,11.0,12.0,24.34,ARI,@,SEA,L 6-16,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,15,23%,0,0%,
