Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,22.301,CIN,,LAC,L 13-16,*,0,,,0,0,0,68,100%,0,0%,4,14%,
2,2020,2020-09-17,2,2,22.305,CIN,@,CLE,L 30-35,*,0,,,0,0,0,92,100%,0,0%,6,22%,
3,2020,2020-09-27,3,3,22.315,CIN,@,PHI,T 23-23,*,0,,,0,0,0,72,100%,0,0%,5,13%,
4,2020,2020-10-04,4,4,22.322,CIN,,JAX,W 33-25,*,0,,,0,0,0,75,100%,0,0%,7,23%,
5,2020,2020-10-11,5,5,22.329,CIN,@,BAL,L 3-27,*,0,,,0,0,0,67,100%,0,0%,1,4%,
6,2020,2020-10-18,6,6,22.336,CIN,@,IND,L 27-31,*,0,,,0,0,0,73,100%,0,0%,6,21%,
7,2020,2020-10-25,7,7,22.343,CIN,,CLE,L 34-37,*,0,,,0,0,0,30,40%,0,0%,2,7%,
8,2020,2020-11-01,8,8,,CIN,,TEN,W 31-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2020,2020-11-15,9,10,,CIN,@,PIT,L 10-36,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,2020,2020-11-22,10,11,23.005,CIN,@,WAS,L 9-20,*,0,,,0,0,0,68,100%,0,0%,4,15%,
11,2020,2020-11-29,11,12,23.012,CIN,,NYG,L 17-19,*,0,,,0,0,0,49,100%,0,0%,3,10%,
12,2020,2020-12-06,12,13,23.019,CIN,@,MIA,L 7-19,*,0,,,0,0,0,39,75%,0,0%,2,7%,
13,2020,2020-12-13,13,14,,CIN,,DAL,L 7-30,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
14,2020,2020-12-21,14,15,,CIN,,PIT,W 27-17,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
15,2020,2020-12-27,15,16,,CIN,@,HOU,W 37-31,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
16,2020,2021-01-03,16,17,,CIN,,BAL,L 3-38,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
17,2021,2021-09-12,1,1,23.299,CIN,,MIN,W 27-24,*,,,,,,,69,100%,0,0%,5,15%,
18,2021,2021-09-19,2,2,23.306,CIN,@,CHI,L 17-20,*,,,,,,,55,100%,0,0%,3,14%,
19,2021,2021-09-26,3,3,23.313,CIN,@,PIT,W 24-10,*,,,,,,,47,100%,0,0%,4,17%,
20,2021,2021-09-30,4,4,23.317,CIN,,JAX,W 24-21,*,,,,,,,58,100%,0,0%,5,22%,
21,2021,2021-10-10,5,5,23.327,CIN,,GNB,L 22-25,*,,,,,,,67,100%,0,0%,4,13%,
