Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
22,2021,2021-10-17,6,6,23.334,CIN,@,DET,W 34-11,*,,,,,,,72,100%,0,0%,6,24%,
23,2021,2021-10-24,7,7,23.341,CIN,@,BAL,W 41-17,*,,,,,,,63,100%,0,0%,7,22%,
24,2021,2021-10-31,8,8,23.348,CIN,@,NYJ,L 31-34,*,,,,,,,55,100%,0,0%,5,18%,
25,2021,2021-11-07,9,9,23.355,CIN,,CLE,L 16-41,*,,,,,,,75,100%,0,0%,2,7%,
26,2021,2021-11-21,10,11,24.004,CIN,@,LVR,W 32-13,*,,,,,,,74,100%,0,0%,7,25%,
27,2021,2021-11-28,11,12,24.011,CIN,,PIT,W 41-10,*,,,,,,,68,100%,0,0%,7,25%,
28,2021,2021-12-05,12,13,24.018,CIN,,LAC,L 22-41,*,,,,,,,76,100%,0,0%,3,10%,
29,2021,2021-12-12,13,14,24.025,CIN,,SFO,L 23-26,*,,,,,,,67,100%,0,0%,6,18%,
30,2021,2021-12-19,14,15,24.032,CIN,@,DEN,W 15-10,*,,,,,,,53,100%,0,0%,3,12%,
31,2021,2021-12-26,15,16,24.039,CIN,,BAL,W 41-21,*,,,,,,,76,100%,0,0%,8,31%,
32,2021,2022-01-02,16,17,24.046,CIN,,KAN,W 34-31,*,,,,,,,70,100%,0,0%,6,21%,
33,2021,2022-01-09,17,18,,CIN,@,CLE,L 16-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,2022,2022-09-11,1,1,24.298,CIN,,PIT,L 20-23,*,,,,,,,100,100%,0,0%,4,13%,
35,2022,2022-09-18,2,2,24.305,CIN,@,DAL,L 17-20,*,,,,,,,70,100%,0,0%,3,12%,
36,2022,2022-09-25,3,3,24.312,CIN,@,NYJ,W 27-12,*,,,,,,,68,100%,0,0%,6,23%,
37,2022,2022-09-29,4,4,24.316,CIN,,MIA,W 27-15,*,,,,,,,64,100%,0,0%,5,18%,
38,2022,2022-10-09,5,5,24.326,CIN,@,BAL,L 17-19,*,,,,,,,57,90%,0,0%,2,9%,
39,2022,2022-10-16,6,6,24.333,CIN,@,NOR,W 30-26,*,,,,,,,57,100%,0,0%,4,14%,
40,2022,2022-10-23,7,7,24.340,CIN,,ATL,W 35-17,*,,,,,,,68,100%,0,0%,5,20%,
41,2022,2022-10-31,8,8,24.348,CIN,@,CLE,L 13-32,*,,,,,,,53,100%,0,0%,3,13%,
42,2022,2022-11-06,9,9,24.354,CIN,,CAR,W 42-21,*,,,,,,,74,100%,0,0%,7,24%,
43,2022,2022-11-20,10,11,25.003,CIN,@,PIT,W 37-30,*,,,,,,,66,100%,0,0%,7,19%,
44,2022,2022-11-27,11,12,25.010,CIN,@,TEN,W 20-16,*,,,,,,,70,100%,0,0%,5,17%,
45,2022,2022-12-04,12,13,25.017,CIN,,KAN,W 27-24,*,,,,,,,72,100%,0,0%,5,22%,
46,2022,2022-12-11,13,14,25.024,CIN,,CLE,W 23-10,*,,,,,,,67,100%,0,0%,4,17%,
47,2022,2022-12-18,14,15,25.031,CIN,@,TAM,W 34-23,*,,,,,,,66,100%,0,0%,4,16%,
48,2022,2022-12-24,15,16,25.037,CIN,@,NWE,W 22-18,*,,,,,,,83,100%,0,0%,5,20%,
49,2022,2023-01-08,16,18,25.052,CIN,,BAL,W 27-16,*,,,,,,,66,100%,0,0%,5,17%,
50,2023,2023-09-10,1,1,25.297,CIN,@,CLE,L 3-24,*,,,,,,,56,100%,0,0%,2,6%,
51,2023,2023-09-17,2,2,25.304,CIN,,BAL,L 24-27,*,,,,,,,60,100%,0,0%,4,16%,
52,2023,2023-09-25,3,3,25.312,CIN,,LAR,W 19-16,*,,,,,,,77,100%,0,0%,6,19%,
53,2023,2023-10-01,4,4,25.318,CIN,@,TEN,L 3-27,*,,,,,,,53,100%,0,0%,1,5%,
54,2023,2023-10-08,5,5,25.325,CIN,@,ARI,W 34-20,*,,,,,,,82,100%,0,0%,6,22%,
55,2023,2023-10-15,6,6,25.332,CIN,,SEA,W 17-13,*,,,,,,,54,100%,0,0%,3,13%,
56,2023,2023-10-29,7,8,25.346,CIN,@,SFO,W 31-17,*,,,,,,,63,100%,0,0%,6,24%,
57,2023,2023-11-05,8,9,25.353,CIN,,BUF,W 24-18,*,,,,,,,70,100%,0,0%,4,19%,
58,2023,2023-11-12,9,10,25.360,CIN,,HOU,L 27-30,*,,,,,,,64,100%,0,0%,5,16%,
59,2023,2023-11-16,10,11,25.364,CIN,@,BAL,L 20-34,*,,,,,,,61,100%,0,0%,5,16%,
60,2023,2023-11-26,11,12,26.009,CIN,,PIT,L 10-16,*,0,0,0,1,0,0,43,100%,0,0%,2,8%,
61,2023,2023-12-04,12,13,26.017,CIN,@,JAX,W 34-31,*,,,,,,,73,100%,0,0%,7,22%,
62,2023,2023-12-10,13,14,26.023,CIN,,IND,W 34-14,*,,,,,,,60,100%,0,0%,7,26%,
63,2023,2023-12-16,14,15,26.029,CIN,,MIN,W 27-24,*,,,,,,,70,100%,0,0%,5,19%,
64,2023,2023-12-23,15,16,26.036,CIN,@,PIT,L 11-34,*,,,,,,,64,100%,0,0%,1,4%,
65,2023,2023-12-31,16,17,26.044,CIN,@,KAN,L 17-25,*,,,,,,,74,100%,0,0%,3,11%,
66,2023,2024-01-07,17,18,26.051,CIN,,CLE,W 31-14,*,,,,,,,64,100%,0,0%,5,17%,
67,2024,2024-09-08,1,1,26.296,ARI,@,BUF,L 28-34,*,,,,,,,22,36%,0,0%,1,4%,
68,2024,2024-09-15,2,2,,ARI,,LAR,W 41-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
69,2024,2024-09-22,3,3,,ARI,,DET,L 13-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
70,2024,2024-09-29,4,4,,ARI,,WAS,L 14-42,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
71,2024,2024-10-06,5,5,,ARI,@,SFO,W 24-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
72,2024,2024-10-13,6,6,,ARI,@,GNB,L 13-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
73,2024,2024-10-21,7,7,,ARI,,LAC,W 17-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
74,2024,2024-10-27,8,8,,ARI,@,MIA,W 28-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
75,2024,2024-11-03,9,9,,ARI,,CHI,W 29-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
76,2024,2024-11-10,10,10,,ARI,,NYJ,W 31-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
77,2024,2024-11-24,11,12,27.007,ARI,@,SEA,L 6-16,*,,,,,,,58,100%,0,0%,0,0%,
