Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7,Opp,Result,Status
1.0,2024.0,2024-09-08,1.0,1.0,,ARI,@,BUF,L 28-34,Did Not Play
2.0,2024.0,2024-09-15,2.0,2.0,,ARI,,LAR,W 41-10,Did Not Play
3.0,2024.0,2024-09-22,3.0,3.0,,ARI,,DET,L 13-20,Did Not Play
4.0,2024.0,2024-09-29,4.0,4.0,,ARI,,WAS,L 14-42,Did Not Play
5.0,2024.0,2024-10-06,5.0,5.0,,ARI,@,SFO,W 24-23,Did Not Play
6.0,2024.0,2024-10-13,6.0,6.0,,ARI,@,GNB,L 13-34,Did Not Play
7.0,2024.0,2024-10-21,7.0,7.0,,ARI,,LAC,W 17-15,Did Not Play
8.0,2024.0,2024-10-27,8.0,8.0,,ARI,@,MIA,W 28-27,Did Not Play
9.0,2024.0,2024-11-03,9.0,9.0,,ARI,,CHI,W 29-9,Inactive
10.0,2024.0,2024-11-10,10.0,10.0,,ARI,,NYJ,W 31-6,Inactive
11.0,2024.0,2024-11-24,11.0,12.0,,ARI,@,SEA,L 6-16,Inactive
