Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct
1.0,2024.0,2024-09-08,1.0,1.0,22.146,ARI,@,BUF,L 28-34,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,11.0,18%,17.0,63%
2.0,2024.0,2024-09-15,2.0,2.0,22.153,ARI,,LAR,W 41-10,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,25.0,48%,16.0,64%
3.0,2024.0,2024-09-22,3.0,3.0,22.16,ARI,,DET,L 13-20,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,13.0,19%,15.0,65%
4.0,2024.0,2024-09-29,4.0,4.0,22.167,ARI,,WAS,L 14-42,,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,21.0,29%,15.0,65%
5.0,2024.0,2024-10-06,5.0,5.0,22.174,ARI,@,SFO,W 24-23,,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,32.0,50%,10.0,42%
6.0,2024.0,2024-10-13,6.0,6.0,22.181,ARI,@,GNB,L 13-34,,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,48.0,66%,16.0,59%
7.0,2024.0,2024-10-21,7.0,7.0,22.189,ARI,,LAC,W 17-15,,0.0,8,1,9,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0%,52.0,79%,12.0,55%
8.0,2024.0,2024-10-27,8.0,8.0,22.195,ARI,@,MIA,W 28-27,*,0.0,4,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,65.0,100%,11.0,42%
9.0,2024.0,2024-11-03,9.0,9.0,22.202,ARI,,CHI,W 29-9,,0.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0%,72.0,97%,5.0,18%
10.0,2024.0,2024-11-10,10.0,10.0,22.209,ARI,,NYJ,W 31-6,,0.0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0%,36.0,62%,11.0,61%
11.0,2024.0,2024-11-24,11.0,12.0,22.223,ARI,@,SEA,L 6-16,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0%,28.0,44%,10.0,42%
