Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,21.158,ARI,@,WAS,L 16-20,,0.0,0,1,1,0,0,0,0,0,0,0,0%,12,17%,1,4%,
2,2023,2023-09-17,2,2,21.165,ARI,,NYG,L 28-31,,,,,,,,,,,,0,0%,13,19%,5,18%,
3,2023,2023-09-24,3,3,21.172,ARI,,DAL,W 28-16,,0.0,0,0,0,0,0,0,0,0,0,0,0%,15,19%,4,16%,
4,2023,2023-10-01,4,4,21.179,ARI,@,SFO,L 16-35,,,,,,,,,,,,0,0%,5,9%,5,23%,
5,2023,2023-10-08,5,5,21.186,ARI,,CIN,L 20-34,,0.0,1,1,2,0,0,0,0,0,0,0,0%,22,27%,6,22%,
6,2023,2023-10-15,6,6,21.193,ARI,@,LAR,L 9-26,,0.0,0,2,2,0,0,0,0,0,0,0,0%,18,32%,13,48%,
7,2023,2023-10-22,7,7,21.200,ARI,@,SEA,L 10-20,,0.0,0,1,1,0,0,0,0,0,0,0,0%,20,33%,9,38%,
8,2023,2023-10-29,8,8,21.207,ARI,,BAL,L 24-31,,1.0,2,0,2,1,1,0,0,0,0,0,0%,25,38%,6,21%,
9,2023,2023-11-05,9,9,21.214,ARI,@,CLE,L 0-27,,0.0,4,0,4,0,0,0,0,0,0,0,0%,19,26%,6,21%,
10,2023,2023-11-12,10,10,21.221,ARI,,ATL,W 25-23,,2.0,4,4,8,2,2,0,0,0,0,0,0%,37,52%,3,12%,
11,2023,2023-11-19,11,11,21.228,ARI,@,HOU,L 16-21,,1.0,1,0,1,1,1,0,0,0,0,0,0%,35,52%,4,22%,
12,2023,2023-11-26,12,12,21.235,ARI,,LAR,L 14-37,,0.0,2,3,5,0,0,0,0,0,0,0,0%,33,49%,7,25%,
13,2023,2023-12-03,13,13,21.242,ARI,@,PIT,W 24-10,,0.0,1,2,3,0,1,0,0,0,1,0,0%,28,46%,3,13%,
14,2023,2023-12-17,14,15,21.256,ARI,,SFO,L 29-45,,,,,,,,,,,,0,0%,25,45%,7,23%,
15,2023,2023-12-24,15,16,21.263,ARI,@,CHI,L 16-27,,0.0,1,0,1,0,1,0,0,0,0,0,0%,30,43%,5,17%,
