Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
13,2018,2018-12-09,,14,,NYG,@,WAS,W 40-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,2018,2018-12-16,,15,,NYG,,TEN,L 0-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,2018,2018-12-23,,16,,NYG,@,IND,L 27-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,2018,2018-12-30,,17,,NYG,,DAL,L 35-36,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2019,2019-11-10,10,10,23.055,NYG,@,NYJ,L 27-34,,0,,,0,0,0,0,0%,0,0%,3,9%,
18,2019,2019-12-08,,14,,MIA,@,NYJ,L 21-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2019,2019-12-15,14,15,23.090,MIA,@,NYG,L 20-36,,0,,,0,0,0,37,52%,0,0%,5,17%,
20,2019,2019-12-22,15,16,23.097,MIA,,CIN,W 38-35,,0,,,0,0,0,0,0%,0,0%,7,18%,
21,2019,2019-12-29,16,17,23.104,MIA,@,NWE,W 27-24,,0,,,0,0,0,0,0%,0,0%,5,17%,
22,2020,2020-09-13,1,1,23.363,CLE,@,BAL,L 6-38,,0,,,0,0,0,0,0%,0,0%,2,8%,
23,2020,2020-09-17,2,2,24.001,CLE,,CIN,W 35-30,,0,,,0,0,0,0,0%,0,0%,5,19%,
24,2020,2020-09-27,3,3,,CLE,,WAS,W 34-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,2020,2020-10-04,4,4,,CLE,@,DAL,W 49-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,2020,2020-10-11,5,5,,CLE,,IND,W 32-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,2020,2020-10-18,6,6,24.032,CLE,@,PIT,L 7-38,,0,,,0,0,0,0,0%,0,0%,1,4%,
28,2020,2020-10-25,7,7,24.039,CLE,@,CIN,W 37-34,,0,,,0,0,0,0,0%,0,0%,6,21%,
29,2020,2020-11-01,8,8,24.046,CLE,,LVR,L 6-16,,0,,,0,0,0,0,0%,0,0%,3,17%,
30,2020,2020-12-26,15,16,24.101,DET,,TAM,L 7-47,,0,,,0,0,0,28,53%,0,0%,1,3%,
31,2020,2021-01-03,16,17,24.109,DET,,MIN,L 35-37,,0,,,0,0,0,16,28%,0,0%,4,13%,
32,2021,2021-09-12,1,1,24.361,DET,,SFO,L 33-41,,,,,,,,0,0%,0,0%,4,13%,
33,2021,2021-09-20,2,2,25.004,DET,@,GNB,L 17-35,,,,,,,,0,0%,0,0%,3,13%,
34,2021,2021-09-26,3,3,25.010,DET,,BAL,L 17-19,,,,,,,,0,0%,0,0%,3,11%,
35,2021,2021-10-03,4,4,25.017,DET,@,CHI,L 14-24,,,,,,,,60,85%,0,0%,2,10%,
36,2021,2021-10-10,5,5,25.024,DET,@,MIN,L 17-19,*,,,,,,,68,100%,0,0%,0,0%,
37,2021,2021-10-17,6,6,25.031,DET,,CIN,L 11-34,*,,,,,,,63,100%,0,0%,0,0%,
38,2021,2021-10-24,7,7,25.038,DET,@,LAR,L 19-28,*,,,,,,,69,100%,0,0%,0,0%,
39,2021,2021-10-31,8,8,25.045,DET,,PHI,L 6-44,*,,,,,,,58,94%,0,0%,0,0%,
40,2021,2021-11-14,9,10,25.059,DET,@,PIT,T 16-16,*,,,,,,,71,100%,0,0%,4,12%,
41,2021,2021-11-21,10,11,25.066,DET,@,CLE,L 10-13,*,,,,,,,45,94%,0,0%,1,5%,
42,2021,2021-11-25,11,12,25.070,DET,,CHI,L 14-16,*,,,,,,,49,100%,0,0%,3,13%,
43,2021,2021-12-05,12,13,25.080,DET,,MIN,W 29-27,*,0,0,0,1,0,0,72,100%,0,0%,5,19%,
44,2021,2021-12-12,13,14,,DET,@,DEN,L 10-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
45,2021,2021-12-19,14,15,25.094,DET,,ARI,W 30-12,*,,,,,,,65,100%,0,0%,6,24%,
46,2021,2021-12-26,15,16,25.101,DET,@,ATL,L 16-20,*,,,,,,,67,100%,0,0%,4,17%,
47,2021,2022-01-02,16,17,25.108,DET,@,SEA,L 29-51,*,,,,,,,63,100%,0,0%,4,12%,
48,2021,2022-01-09,17,18,25.115,DET,,GNB,W 37-30,*,,,,,,,5,8%,0,0%,0,0%,
49,2022,2022-09-11,1,1,25.360,DET,,PHI,L 35-38,,,,,,,,0,0%,0,0%,5,16%,
50,2022,2022-09-18,2,2,26.002,DET,,WAS,W 36-27,*,,,,,,,61,100%,0,0%,6,19%,
51,2022,2022-09-25,3,3,26.009,DET,@,MIN,L 24-28,*,,,,,,,78,100%,0,0%,6,21%,
52,2022,2022-10-02,4,4,26.016,DET,,SEA,L 45-48,*,,,,,,,67,91%,0,0%,4,12%,
53,2022,2022-10-09,5,5,26.023,DET,@,NWE,L 0-29,,,,,,,,38,58%,0,0%,0,0%,
54,2022,2022-10-23,6,7,26.037,DET,@,DAL,L 6-24,*,,,,,,,59,100%,0,0%,2,9%,
55,2022,2022-10-30,7,8,26.044,DET,,MIA,L 27-31,*,,,,,,,60,100%,0,0%,5,20%,
56,2022,2022-11-06,8,9,26.051,DET,,GNB,W 15-9,*,,,,,,,62,100%,0,0%,2,15%,
57,2022,2022-11-13,9,10,26.058,DET,@,CHI,W 31-30,*,,,,,,,62,100%,0,0%,5,17%,
58,2022,2022-11-20,10,11,26.065,DET,@,NYG,W 31-18,*,,,,,,,14,21%,0,0%,1,4%,
59,2022,2022-11-24,11,12,,DET,,BUF,L 25-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
60,2022,2022-12-04,12,13,,DET,,JAX,W 40-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,2022,2022-12-11,13,14,,DET,,MIN,W 34-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,2022,2022-12-18,14,15,26.093,DET,@,NYJ,W 20-17,*,,,,,,,68,100%,0,0%,5,18%,
63,2022,2022-12-24,15,16,26.099,DET,@,CAR,L 23-37,*,,,,,,,66,100%,0,0%,3,10%,
64,2022,2023-01-01,16,17,26.107,DET,,CHI,W 41-10,*,,,,,,,71,100%,0,0%,7,23%,
65,2022,2023-01-08,17,18,26.114,DET,@,GNB,W 20-16,*,,,,,,,62,100%,0,0%,6,24%,
66,2023,2023-09-10,1,1,26.359,SEA,,LAR,L 13-30,*,,,,,,,51,100%,0,0%,3,11%,
67,2023,2023-09-17,2,2,27.001,SEA,@,DET,W 37-31,*,,,,,,,66,92%,0,0%,0,0%,
68,2023,2023-09-24,3,3,27.008,SEA,,CAR,W 37-27,*,,,,,,,75,100%,0,0%,3,9%,
69,2023,2023-10-02,4,4,27.016,SEA,@,NYG,W 24-3,*,,,,,,,55,100%,0,0%,4,17%,
70,2023,2023-10-15,5,6,27.029,SEA,@,CIN,L 13-17,*,,,,,,,74,100%,0,0%,0,0%,
71,2023,2023-10-22,6,7,,SEA,,ARI,W 20-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
72,2023,2023-10-29,7,8,27.043,SEA,,CLE,W 24-20,*,,,,,,,58,100%,0,0%,0,0%,
73,2023,2023-11-05,8,9,27.050,SEA,@,BAL,L 3-37,*,,,,,,,49,100%,0,0%,0,0%,
74,2023,2023-11-12,9,10,27.057,SEA,,WAS,W 29-26,*,,,,,,,81,100%,0,0%,0,0%,
75,2023,2023-11-19,10,11,27.064,SEA,@,LAR,L 16-17,*,,,,,,,65,100%,0,0%,0,0%,
76,2023,2023-11-23,11,12,27.068,SEA,,SFO,L 13-31,*,,,,,,,56,100%,0,0%,0,0%,
77,2023,2023-11-30,12,13,27.075,SEA,@,DAL,L 35-41,*,,,,,,,69,100%,0,0%,1,4%,
78,2023,2023-12-10,13,14,27.085,SEA,@,SFO,L 16-28,*,,,,,,,59,100%,0,0%,0,0%,
79,2023,2023-12-18,14,15,27.093,SEA,,PHI,W 20-17,*,,,,,,,61,100%,0,0%,0,0%,
80,2023,2023-12-24,15,16,27.099,SEA,@,TEN,W 20-17,*,,,,,,,62,100%,0,0%,0,0%,
81,2023,2023-12-31,16,17,27.106,SEA,,PIT,L 23-30,*,,,,,,,24,49%,0,0%,0,0%,
82,2023,2024-01-07,17,18,27.113,SEA,@,ARI,W 21-20,*,,,,,,,55,100%,0,0%,0,0%,
83,2024,2024-09-08,1,1,27.358,ARI,@,BUF,L 28-34,*,,,,,,,61,100%,0,0%,4,15%,
84,2024,2024-09-15,2,2,27.365,ARI,,LAR,W 41-10,*,,,,,,,66,100%,0,0%,7,28%,
85,2024,2024-09-22,3,3,28.006,ARI,,DET,L 13-20,*,,,,,,,59,100%,0,0%,3,13%,
86,2024,2024-09-29,4,4,28.013,ARI,,WAS,L 14-42,*,,,,,,,59,100%,0,0%,2,9%,
87,2024,2024-10-06,5,5,28.020,ARI,@,SFO,W 24-23,*,0,0,0,0,0,0,55,95%,0,0%,4,17%,
88,2024,2024-10-13,6,6,28.027,ARI,@,GNB,L 13-34,*,,,,,,,40,69%,0,0%,3,11%,
89,2024,2024-10-21,7,7,28.035,ARI,,LAC,W 17-15,*,,,,,,,57,100%,0,0%,3,14%,
90,2024,2024-10-27,8,8,28.041,ARI,@,MIA,W 28-27,*,,,,,,,66,100%,0,0%,4,15%,
91,2024,2024-11-03,9,9,28.048,ARI,,CHI,W 29-9,*,,,,,,,58,100%,0,0%,6,21%,
92,2024,2024-11-10,10,10,28.055,ARI,,NYJ,W 31-6,*,,,,,,,59,100%,0,0%,5,28%,
93,2024,2024-11-24,11,12,28.069,ARI,@,SEA,L 6-16,*,,,,,,,58,100%,0,0%,3,12%,
