Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2016,2016-12-11,,14,,CAR,,SDG,W 28-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2016,2016-12-19,,15,,CAR,@,WAS,W 26-15,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2016,2016-12-24,15,16,24.258,CAR,,ATL,L 16-33,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,7%,0,0%,12,39%,
14,2016,2017-01-01,16,17,24.266,CAR,@,TAM,L 16-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,10%,0,0%,9,33%,
15,2017,2017-09-10,1,1,25.153,CAR,@,SFO,W 23-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,18%,0,0%,7,35%,
16,2017,2017-09-17,2,2,25.160,CAR,,BUF,W 9-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,20%,0,0%,5,23%,
17,2017,2017-09-24,3,3,25.167,CAR,,NOR,L 13-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,25%,0,0%,6,23%,
18,2017,2017-10-01,4,4,25.174,CAR,@,NWE,W 33-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,27%,0,0%,12,43%,
19,2017,2017-10-08,5,5,25.181,CAR,@,DET,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,44%,0,0%,9,28%,
20,2017,2017-10-12,6,6,25.185,CAR,,PHI,L 23-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,24%,0,0%,17,53%,
21,2017,2017-10-22,7,7,25.195,CAR,@,CHI,L 3-17,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,38%,0,0%,4,18%,
22,2017,2017-10-29,8,8,25.202,CAR,@,TAM,W 17-3,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,40%,0,0%,2,9%,
23,2017,2017-11-05,9,9,25.209,CAR,,ATL,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,8%,0,0%,2,8%,
24,2017,2017-11-13,10,10,25.217,CAR,,MIA,W 45-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,36%,0,0%,4,14%,
25,2017,2017-11-26,11,12,25.230,CAR,@,NYJ,W 35-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,39%,0,0%,7,19%,
26,2017,2017-12-03,12,13,25.237,CAR,@,NOR,L 21-31,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,35%,0,0%,6,21%,
27,2017,2017-12-10,13,14,25.244,CAR,,MIN,W 31-24,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,31%,0,0%,11,35%,
28,2017,2017-12-17,14,15,25.251,CAR,,GNB,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,21%,0,0%,9,35%,
29,2017,2017-12-24,15,16,25.258,CAR,,TAM,W 22-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,10%,0,0%,10,36%,
30,2017,2017-12-31,16,17,25.265,CAR,@,ATL,L 10-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,13%,0,0%,3,10%,
31,2018,2018-09-09,1,1,26.152,CAR,,DAL,W 16-8,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,51%,0,0%,5,23%,
32,2018,2018-09-16,2,2,26.159,CAR,@,ATL,L 24-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,19%,0,0%,10,36%,
33,2018,2018-09-23,3,3,26.166,CAR,,CIN,W 31-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,58%,0,0%,5,19%,
34,2018,2018-10-07,4,5,26.180,CAR,,NYG,W 33-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,52%,0,0%,14,44%,
35,2018,2018-10-14,5,6,26.187,CAR,@,WAS,L 17-23,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,17%,0,0%,8,33%,
36,2018,2018-10-21,6,7,26.194,CAR,@,PHI,W 21-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,10%,0,0%,6,27%,
37,2018,2018-10-28,7,8,26.201,CAR,,BAL,W 36-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,34%,0,0%,8,29%,
38,2018,2018-11-04,8,9,26.208,CAR,,TAM,W 42-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,40%,0,0%,11,34%,
39,2018,2018-11-08,9,10,26.212,CAR,@,PIT,L 21-52,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,26%,0,0%,12,39%,
40,2018,2018-11-18,10,11,26.222,CAR,@,DET,L 19-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,21%,0,0%,8,30%,
41,2018,2018-11-25,11,12,26.229,CAR,,SEA,L 27-30,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,31%,0,0%,6,22%,
42,2018,2018-12-02,12,13,26.236,CAR,@,TAM,L 17-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,11%,0,0%,3,12%,
43,2018,2018-12-09,13,14,26.243,CAR,@,CLE,L 20-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,28%,0,0%,4,14%,
44,2018,2018-12-17,14,15,26.251,CAR,,NOR,L 9-12,,2,1,50,50.00,1,50.0%,25.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,15,26%,0,0%,2,10%,
45,2018,2018-12-23,15,16,26.257,CAR,,ATL,L 10-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,27%,0,0%,2,9%,
46,2018,2018-12-30,16,17,26.264,CAR,@,NOR,W 33-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,61%,0,0%,7,28%,
47,2019,2019-09-08,1,1,27.151,CAR,,LAR,L 27-30,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,18,27%,0,0%,18,52%,
48,2019,2019-09-12,2,2,27.155,CAR,,TAM,L 14-20,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,30,40%,0,0%,15,50%,
49,2019,2019-09-22,3,3,27.165,CAR,@,ARI,W 38-20,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,30,50%,0,0%,9,30%,
50,2019,2019-09-29,4,4,27.172,CAR,@,HOU,W 16-10,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,10,15%,0,0%,4,16%,
51,2019,2019-10-06,,5,,CAR,,JAX,W 34-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,2019,2019-10-13,6,6,27.186,CAR,@,TAM,W 37-26,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,37,54%,0,0%,8,21%,
53,2019,2019-10-27,7,8,27.200,CAR,@,SFO,L 13-51,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,22,32%,0,0%,1,3%,
54,2019,2019-11-03,8,9,27.207,CAR,,TEN,W 30-20,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,34,48%,0,0%,7,24%,
55,2019,2019-11-10,9,10,27.214,CAR,@,GNB,L 16-24,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,23,32%,0,0%,2,9%,
56,2019,2019-11-17,10,11,27.221,CAR,,ATL,L 3-29,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,9,12%,0,0%,1,4%,
57,2019,2019-11-24,11,12,27.228,CAR,@,NOR,L 31-34,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,35,47%,0,0%,6,19%,
58,2019,2019-12-01,12,13,27.235,CAR,,WAS,L 21-29,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,18,25%,0,0%,3,9%,
59,2019,2019-12-08,13,14,27.242,CAR,@,ATL,L 20-40,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,24%,0,0%,4,12%,
60,2019,2019-12-15,14,15,27.249,CAR,,SEA,L 24-30,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,28,39%,0,0%,4,14%,
61,2019,2019-12-22,15,16,27.256,CAR,@,IND,L 6-38,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,21,30%,0,0%,9,35%,
62,2019,2019-12-29,16,17,27.263,CAR,,NOR,L 10-42,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,9,13%,0,0%,9,29%,
63,2020,2020-09-13,1,1,28.156,CAR,,LVR,L 30-34,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,54%,0,0%,5,17%,
64,2020,2020-09-20,2,2,28.163,CAR,@,TAM,L 17-31,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,49%,0,0%,3,12%,
65,2020,2020-09-27,3,3,28.170,CAR,@,LAC,W 21-16,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,24,47%,0,0%,7,27%,
66,2020,2020-10-04,4,4,28.177,CAR,,ARI,W 31-21,*,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,76%,0,0%,6,24%,
67,2020,2020-10-11,5,5,28.184,CAR,@,ATL,W 23-16,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,33,50%,0,0%,5,19%,
68,2020,2020-10-18,6,6,28.191,CAR,,CHI,L 16-23,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,49%,0,0%,11,42%,
69,2020,2020-10-25,7,7,28.198,CAR,@,NOR,L 24-27,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,20,43%,0,0%,5,23%,
70,2020,2020-10-29,8,8,28.202,CAR,,ATL,L 17-25,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,35%,0,0%,3,13%,
71,2020,2020-11-08,9,9,28.212,CAR,@,KAN,L 31-33,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,30,36%,0,0%,6,19%,
72,2020,2020-11-15,10,10,28.219,CAR,,TAM,L 23-46,,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,26,54%,0,0%,3,9%,
73,2020,2020-11-22,11,11,28.226,CAR,,DET,W 20-0,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,59%,0,0%,5,22%,
74,2020,2020-11-29,12,12,28.233,CAR,@,MIN,L 27-28,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,38%,0,0%,7,24%,
75,2020,2020-12-13,13,14,28.247,CAR,,DEN,L 27-32,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,29,43%,0,0%,5,17%,
76,2020,2020-12-19,14,15,28.253,CAR,@,GNB,L 16-24,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,26,38%,0,0%,4,14%,
77,2020,2020-12-27,15,16,28.261,CAR,@,WAS,W 20-13,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,36,54%,0,0%,3,14%,
78,2020,2021-01-03,16,17,28.268,CAR,,NOR,L 7-33,*,,,,,,0.0%,,,,,,0,0,,,,,,,0,,,0,0,0,30,48%,0,0%,1,4%,
79,2021,2021-09-12,1,1,29.155,JAX,@,HOU,L 21-37,*,1,1,22,22.00,1,100.0%,22.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,26,35%,0,0%,4,11%,
80,2021,2021-09-19,2,2,29.162,JAX,,DEN,L 13-23,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,48%,0,0%,8,32%,
81,2021,2021-09-26,3,3,29.169,JAX,,ARI,L 19-31,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,25,37%,0,0%,3,10%,
82,2021,2021-09-30,4,4,29.173,JAX,@,CIN,L 21-24,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,43%,0,0%,5,22%,
83,2021,2021-10-10,5,5,29.183,JAX,,TEN,L 19-37,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,22,31%,0,0%,10,38%,
84,2021,2021-10-17,6,6,29.190,JAX,,MIA,W 23-20,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,45%,0,0%,5,18%,
85,2021,2021-10-31,7,8,29.204,JAX,@,SEA,L 7-31,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,17,22%,0,0%,1,4%,
86,2021,2021-11-07,8,9,29.211,JAX,,BUF,W 9-6,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,44%,0,0%,5,24%,
87,2021,2021-11-14,9,10,29.218,JAX,@,IND,L 17-23,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,24,36%,0,0%,3,9%,
88,2021,2021-11-21,10,11,29.225,JAX,,SFO,L 10-30,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,12,26%,0,0%,1,4%,
89,2021,2021-11-28,11,12,29.232,JAX,,ATL,L 14-21,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2,0,27,37%,0,0%,3,14%,
90,2021,2021-12-05,12,13,29.239,JAX,@,LAR,L 7-37,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,29,49%,0,0%,0,0%,
91,2021,2021-12-12,13,14,29.246,JAX,@,TEN,L 0-20,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,6,11%,0,0%,0,0%,
92,2021,2021-12-19,14,15,29.253,JAX,,HOU,L 16-30,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,26%,0,0%,2,6%,
93,2021,2021-12-26,15,16,29.260,JAX,@,NYJ,L 21-26,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,31,42%,0,0%,0,0%,
94,2021,2022-01-02,16,17,29.267,JAX,@,NWE,L 10-50,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,34%,0,0%,2,7%,
95,2021,2022-01-09,17,18,29.274,JAX,,IND,W 26-11,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,30,44%,0,0%,7,32%,
96,2022,2022-09-11,1,1,30.154,JAX,@,WAS,L 22-28,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,25,36%,0,0%,10,42%,
97,2022,2022-09-18,2,2,30.161,JAX,,IND,W 24-0,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,33,46%,0,0%,5,25%,
98,2022,2022-09-25,3,3,30.168,JAX,@,LAC,W 38-10,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,36,47%,0,0%,9,38%,
99,2022,2022-10-02,4,4,30.175,JAX,@,PHI,L 21-29,*,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,30%,0,0%,9,38%,
100,2022,2022-10-09,5,5,30.182,JAX,,HOU,L 6-13,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,35%,0,0%,6,29%,
101,2022,2022-10-16,6,6,30.189,JAX,@,IND,L 27-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,57%,0,0%,10,40%,
102,2022,2022-10-23,7,7,30.196,JAX,,NYG,L 17-23,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,24,34%,0,0%,9,41%,
103,2022,2022-10-30,8,8,30.203,JAX,,DEN,L 17-21,,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,38%,0,0%,7,27%,
104,2022,2022-11-06,9,9,30.210,JAX,,LVR,W 27-20,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,54%,0,0%,11,41%,
105,2022,2022-11-13,10,10,30.217,JAX,@,KAN,L 17-27,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,17,27%,0,0%,10,38%,
106,2022,2022-11-27,11,12,30.231,JAX,,BAL,W 28-27,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,22,35%,0,0%,11,41%,
107,2022,2022-12-04,12,13,30.238,JAX,@,DET,L 14-40,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,27%,0,0%,11,42%,
108,2022,2022-12-11,13,14,30.245,JAX,@,TEN,W 36-22,,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,42%,0,0%,10,38%,
109,2022,2022-12-18,14,15,30.252,JAX,,DAL,W 40-34,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,16,23%,0,0%,14,42%,
110,2022,2022-12-22,15,16,30.256,JAX,@,NYJ,W 19-3,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,31,43%,0,0%,8,36%,
111,2022,2023-01-01,16,17,30.266,JAX,@,HOU,W 31-3,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,19,30%,0,0%,7,28%,
112,2022,2023-01-07,17,18,30.272,JAX,,TEN,W 20-16,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,19,39%,0,0%,8,33%,
113,2023,2023-09-10,1,1,31.153,DEN,,LVR,L 16-17,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,25,39%,0,0%,4,21%,
114,2023,2023-09-17,2,2,31.160,DEN,,WAS,L 33-35,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,21,32%,0,0%,6,20%,
115,2023,2023-09-24,3,3,31.167,DEN,@,MIA,L 20-70,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,21%,0,0%,14,39%,
116,2023,2023-10-01,4,4,31.174,DEN,@,CHI,W 31-28,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,44%,0,0%,5,19%,
117,2023,2023-10-08,5,5,31.181,DEN,,NYJ,L 21-31,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,15,24%,0,0%,8,25%,
118,2023,2023-10-12,6,6,31.185,DEN,@,KAN,L 8-19,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,46%,0,0%,5,24%,
119,2023,2023-10-22,7,7,31.195,DEN,,GNB,W 19-17,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,18,31%,0,0%,4,16%,
120,2023,2023-10-29,8,8,31.202,DEN,,KAN,W 24-9,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,39,55%,0,0%,3,14%,
121,2023,2023-11-13,9,10,31.217,DEN,@,BUF,W 24-22,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,40%,0,0%,5,19%,
122,2023,2023-11-19,10,11,31.223,DEN,,MIN,W 21-20,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,18,33%,0,0%,5,19%,
123,2023,2023-11-26,11,12,31.230,DEN,,CLE,W 29-12,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,27,40%,0,0%,4,15%,
124,2023,2023-12-03,12,13,31.237,DEN,@,HOU,L 17-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,42%,0,0%,6,19%,
125,2023,2023-12-10,13,14,31.244,DEN,@,LAC,W 24-7,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,23,34%,0,0%,2,8%,
126,2023,2023-12-16,14,15,31.250,DEN,@,DET,L 17-42,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,16,25%,0,0%,9,31%,
127,2023,2023-12-24,15,16,31.258,DEN,,NWE,L 23-26,,0,0,0,,0,0.0%,,1,1,1.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,35%,0,0%,3,9%,
128,2023,2023-12-31,16,17,31.265,DEN,,LAC,W 16-9,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,28,41%,0,0%,3,11%,
129,2023,2024-01-07,17,18,,DEN,@,LVR,L 14-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
130,2024,2024-09-08,1,1,32.151,NYG,,MIN,L 6-28,*,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,20,28%,0,0%,13,54%,
131,2024,2024-09-15,2,2,32.158,NYG,@,WAS,L 18-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,26,46%,0,0%,3,14%,
