Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1,2017,2017-09-10,,1,,BAL,@,CIN,W 20-0,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2017,2017-09-17,,2,,BAL,,CLE,W 24-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2017,2017-09-24,3,3,22.285,BAL,@,JAX,L 7-44,,15,26%,0,0%,0,0%,
4,2017,2017-10-01,4,4,22.292,BAL,,PIT,L 9-26,,17,25%,0,0%,2,8%,
5,2017,2017-10-08,5,5,22.299,BAL,@,OAK,W 30-17,,28,42%,0,0%,6,22%,
6,2017,2017-10-15,6,6,22.306,BAL,,CHI,L 24-27,*,73,100%,0,0%,4,11%,
7,2017,2017-10-22,7,7,22.313,BAL,@,MIN,L 16-24,*,65,100%,0,0%,4,13%,
8,2017,2017-10-26,8,8,22.317,BAL,,MIA,W 40-0,,0,0%,0,0%,7,23%,
9,2017,2017-11-05,9,9,22.327,BAL,@,TEN,L 20-23,,0,0%,0,0%,4,14%,
10,2017,2017-11-19,10,11,22.341,BAL,@,GNB,W 23-0,,0,0%,0,0%,5,22%,
11,2017,2017-11-27,,12,,BAL,,HOU,W 23-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2017,2017-12-03,,13,,BAL,,DET,W 44-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2017,2017-12-10,,14,,BAL,@,PIT,L 38-39,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,2017,2017-12-17,,15,,BAL,@,CLE,W 27-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,2017,2017-12-23,,16,,BAL,,IND,W 23-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,2017,2017-12-31,,17,,BAL,,CIN,L 27-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,2018,2018-09-09,,1,,BAL,,BUF,W 47-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,2018,2018-09-13,,2,,BAL,@,CIN,L 23-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2018,2018-10-28,8,8,23.319,BAL,@,CAR,L 21-36,,19,28%,0,0%,3,11%,
20,2018,2018-11-04,9,9,23.326,BAL,,PIT,L 16-23,*,61,100%,0,0%,4,16%,
21,2018,2018-11-18,10,11,23.340,BAL,,CIN,W 24-21,,9,11%,0,0%,4,15%,
22,2018,2018-11-25,11,12,23.347,BAL,,OAK,W 34-17,,0,0%,0,0%,6,21%,
