Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,RetYds,Net,NY/P,TB,TB%,In20,In20%,Blck,Num,Pct,Num,Pct,Num,Pct,Status
118,2017,2017-12-03,12,13,30.238,CAR,@,NOR,L 21-31,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,24%,
119,2017,2017-12-10,13,14,30.245,CAR,,MIN,W 31-24,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,35%,
120,2017,2017-12-17,14,15,30.252,CAR,,GNB,W 31-24,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,42%,
121,2017,2017-12-24,15,16,30.259,CAR,,TAM,W 22-19,,1,2,50.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,39%,
122,2017,2017-12-31,16,17,30.266,CAR,@,ATL,L 10-22,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,17%,
123,2018,2018-09-09,1,1,31.153,CAR,,DAL,W 16-8,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,32%,
124,2018,2018-09-16,2,2,31.160,CAR,@,ATL,L 24-31,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,32%,
125,2018,2018-09-23,3,3,31.167,CAR,,CIN,W 31-21,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,42%,
126,2018,2018-10-07,4,5,31.181,CAR,,NYG,W 33-31,,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,15,47%,
127,2018,2018-10-14,5,6,31.188,CAR,@,WAS,L 17-23,,,1,0.0,1,1,100.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,25%,
128,2018,2018-10-21,6,7,31.195,CAR,@,PHI,W 21-17,,1,2,50.0,,,,0,1,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,27%,
129,2018,2018-10-28,7,8,31.202,CAR,,BAL,W 36-21,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,13,46%,
130,2018,2018-11-04,8,9,31.209,CAR,,TAM,W 42-28,,6,6,100.0,,,,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,13,41%,
131,2018,2018-11-08,9,10,31.213,CAR,@,PIT,L 21-52,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,23%,
132,2018,2018-11-18,10,11,31.223,CAR,@,DET,L 19-20,,1,2,50.0,,1,0.0,0,1,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,26%,
133,2018,2018-11-25,11,12,31.230,CAR,,SEA,L 27-30,,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,41%,
134,2018,2018-12-02,12,13,31.237,CAR,@,TAM,L 17-24,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,29%,
135,2018,2018-12-09,,14,,CAR,@,CLE,L 20-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
136,2018,2018-12-17,,15,,CAR,,NOR,L 9-12,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
137,2018,2018-12-23,,16,,CAR,,ATL,L 10-24,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
138,2018,2018-12-30,,17,,CAR,@,NOR,W 33-14,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
139,2020,2020-09-14,1,1,33.158,NYG,,PIT,L 16-26,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,23%,
140,2020,2020-09-20,2,2,33.164,NYG,@,CHI,L 13-17,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,36%,
141,2020,2020-09-27,3,3,33.171,NYG,,SFO,L 9-36,,,,,3,3,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,30%,
142,2020,2020-10-04,4,4,33.178,NYG,@,LAR,L 9-17,,,,,3,3,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,26%,
143,2020,2020-10-11,5,5,33.185,NYG,@,DAL,L 34-37,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,15,44%,
144,2020,2020-10-18,6,6,33.192,NYG,,WAS,W 20-19,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,41%,
145,2020,2020-10-22,7,7,33.196,NYG,@,PHI,L 21-22,,3,3,100.0,,,,0,3,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,27%,
146,2020,2020-11-02,8,8,33.207,NYG,,TAM,L 23-25,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,30%,
147,2020,2020-11-08,9,9,33.213,NYG,@,WAS,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,42%,
148,2020,2020-11-15,10,10,33.220,NYG,,PHI,W 27-17,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,44%,
149,2020,2020-11-29,11,12,33.234,NYG,@,CIN,W 19-17,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,38%,
150,2020,2020-12-06,12,13,33.241,NYG,@,SEA,W 17-12,,,1,0.0,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,22%,
151,2020,2020-12-13,13,14,33.248,NYG,,ARI,L 7-26,,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,10%,
152,2020,2020-12-20,14,15,33.255,NYG,,CLE,L 6-20,,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,32%,
153,2020,2020-12-27,15,16,33.262,NYG,@,BAL,L 13-27,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,29%,
154,2020,2021-01-03,16,17,33.269,NYG,,DAL,W 23-19,,2,3,66.7,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,30%,
155,2021,2021-09-12,1,1,34.156,NYG,,DEN,L 13-27,,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,16%,
156,2021,2021-09-16,2,2,34.160,NYG,@,WAS,L 29-30,,2,2,100.0,5,5,100.0,0,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,15,43%,
157,2021,2021-09-26,3,3,34.170,NYG,,ATL,L 14-17,,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,26%,
158,2021,2021-10-03,4,4,34.177,NYG,@,NOR,W 27-21,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,36%,
159,2021,2021-10-10,5,5,34.184,NYG,@,DAL,L 20-44,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,30%,
160,2021,2021-10-17,6,6,34.191,NYG,,LAR,L 11-38,,,,,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,15%,
161,2021,2021-10-24,7,7,34.198,NYG,,CAR,W 25-3,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,41%,
162,2021,2021-11-01,8,8,34.206,NYG,@,KAN,L 17-20,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,28%,
163,2021,2021-11-07,9,9,34.212,NYG,,LVR,W 23-16,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,42%,
164,2021,2021-11-22,10,11,34.227,NYG,@,TAM,L 10-30,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,20%,
165,2021,2021-11-28,11,12,34.233,NYG,,PHI,W 13-7,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,42%,
166,2021,2021-12-05,12,13,34.240,NYG,@,MIA,L 9-20,,,,,3,4,75.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,27%,
167,2021,2021-12-12,13,14,34.247,NYG,@,LAC,L 21-37,,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,10%,
168,2021,2021-12-19,14,15,34.254,NYG,,DAL,L 6-21,,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,24%,
169,2021,2021-12-26,15,16,34.261,NYG,@,PHI,L 10-34,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,13%,
170,2021,2022-01-02,16,17,34.268,NYG,@,CHI,L 3-29,,,,,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,13%,
171,2021,2022-01-09,17,18,34.275,NYG,,WAS,L 7-22,,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,13%,
172,2022,2022-09-11,1,1,35.155,NYG,@,TEN,W 21-20,,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,22%,
173,2022,2022-09-18,2,2,35.162,NYG,,CAR,W 19-16,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,37%,
174,2022,2022-09-26,3,3,35.170,NYG,,DAL,L 16-23,,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,10,35%,
175,2022,2022-10-02,4,4,35.176,NYG,,CHI,W 20-12,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,10,33%,
176,2022,2022-10-09,5,5,35.183,NYG,@,GNB,W 27-22,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,42%,
177,2022,2022-10-16,6,6,35.190,NYG,,BAL,W 24-20,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,35%,
178,2022,2022-10-23,7,7,35.197,NYG,@,JAX,W 23-17,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,50%,
179,2022,2022-10-30,8,8,35.204,NYG,@,SEA,L 13-27,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,23%,
180,2022,2022-11-13,9,10,35.218,NYG,,HOU,W 24-16,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,30%,
181,2022,2022-11-20,10,11,35.225,NYG,,DET,L 18-31,,,2,0.0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,23%,
182,2022,2022-11-24,11,12,35.229,NYG,@,DAL,L 20-28,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,35%,
183,2022,2022-12-04,12,13,35.239,NYG,,WAS,T 20-20,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,10,29%,
184,2022,2022-12-11,13,14,35.246,NYG,,PHI,L 22-48,,2,2,100.0,,,,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,19%,
185,2022,2022-12-18,14,15,35.253,NYG,@,WAS,W 20-12,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,36%,
186,2022,2022-12-24,15,16,35.259,NYG,@,MIN,L 24-27,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,10,34%,
187,2022,2023-01-01,16,17,35.267,NYG,,IND,W 38-10,,5,5,100.0,1,1,100.0,0,8,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,13,54%,
188,2022,2023-01-08,17,18,35.274,NYG,@,PHI,L 16-22,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,25%,
189,2023,2023-09-10,1,1,36.154,NYG,,DAL,L 0-40,,,,,,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,13%,
190,2023,2023-09-17,2,2,36.161,NYG,@,ARI,W 31-28,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,39%,
191,2023,2023-09-21,3,3,36.165,NYG,@,SFO,L 12-30,,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,21%,
192,2023,2023-10-02,4,4,36.176,NYG,,SEA,L 3-24,,,,,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,13%,
193,2023,2023-10-08,5,5,36.182,NYG,@,MIA,L 16-31,,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,10,38%,
194,2023,2023-10-15,6,6,36.189,NYG,@,BUF,L 9-14,,,,,3,3,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,33%,
195,2023,2023-10-22,7,7,36.196,NYG,,WAS,W 14-7,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,21%,
196,2023,2023-10-29,8,8,36.203,NYG,,NYJ,L 10-13,,1,1,100.0,1,3,33.3,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,19%,
197,2023,2023-11-05,9,9,,NYG,@,LVR,L 6-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
198,2023,2023-11-12,10,10,,NYG,@,DAL,L 17-49,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
199,2023,2023-11-19,11,11,,NYG,@,WAS,W 31-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
200,2023,2023-11-26,12,12,,NYG,,NWE,W 10-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
201,2023,2023-12-11,13,14,,NYG,,GNB,W 24-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
202,2023,2023-12-17,14,15,,NYG,@,NOR,L 6-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
203,2023,2023-12-25,15,16,,NYG,@,PHI,L 25-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
204,2023,2023-12-31,16,17,,NYG,,LAR,L 25-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
205,2023,2024-01-07,17,18,,NYG,,PHI,W 27-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
206,2024,2024-09-08,1,1,37.152,NYG,,MIN,L 6-28,,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,21%,
207,2024,2024-09-15,2,2,37.159,NYG,@,WAS,L 18-21,,,,,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,1,5%,
208,2024,2024-09-22,3,3,,NYG,@,CLE,W 21-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
209,2024,2024-09-26,4,4,,NYG,,DAL,L 15-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
210,2024,2024-10-06,5,5,,NYG,@,SEA,W 29-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
