Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,24.175,NYG,,DAL,L 0-40,*,1,0,0,1,-14,0,70,100%,0,0%,2,8%,
2,2023,2023-09-17,2,2,24.182,NYG,@,ARI,W 31-28,*,,,,,,,68,100%,0,0%,5,18%,
3,2023,2023-09-21,3,3,24.186,NYG,@,SFO,L 12-30,*,,,,,,,50,100%,0,0%,2,7%,
4,2023,2023-10-02,4,4,24.197,NYG,,SEA,L 3-24,*,,,,,,,11,15%,0,0%,0,0%,
5,2023,2023-10-08,5,5,,NYG,@,MIA,L 16-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2023,2023-10-15,6,6,,NYG,@,BUF,L 9-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2023,2023-10-22,7,7,,NYG,,WAS,W 14-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2023,2023-10-29,8,8,24.224,NYG,,NYJ,L 10-13,*,,,,,,,75,100%,0,0%,0,0%,
9,2023,2023-11-05,9,9,24.231,NYG,@,LVR,L 6-30,*,,,,,,,63,100%,0,0%,0,0%,
10,2023,2023-11-12,10,10,24.238,NYG,@,DAL,L 17-49,*,,,,,,,57,100%,0,0%,3,10%,
11,2023,2023-11-19,11,11,24.245,NYG,@,WAS,W 31-19,*,,,,,,,55,100%,0,0%,5,17%,
12,2023,2023-11-26,12,12,24.252,NYG,,NWE,W 10-7,*,,,,,,,52,100%,0,0%,2,9%,
13,2023,2023-12-11,13,14,24.267,NYG,,GNB,W 24-22,*,,,,,,,56,100%,0,0%,5,19%,
14,2023,2023-12-17,14,15,24.273,NYG,@,NOR,L 6-24,*,,,,,,,62,100%,0,0%,2,9%,
15,2023,2023-12-25,15,16,24.281,NYG,@,PHI,L 25-33,*,,,,,,,63,100%,0,0%,3,10%,
16,2023,2023-12-31,16,17,24.287,NYG,,LAR,L 25-26,*,,,,,,,74,100%,0,0%,6,20%,
17,2023,2024-01-07,17,18,,NYG,,PHI,W 27-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,2024,2024-09-08,1,1,25.173,NYG,,MIN,L 6-28,*,,,,,,,71,100%,0,0%,0,0%,
19,2024,2024-09-15,2,2,25.180,NYG,@,WAS,L 18-21,*,,,,,,,56,100%,0,0%,0,0%,
20,2024,2024-09-22,3,3,25.187,NYG,@,CLE,W 21-15,*,,,,,,,72,100%,0,0%,0,0%,
21,2024,2024-09-26,4,4,25.191,NYG,,DAL,L 15-20,*,,,,,,,69,100%,0,0%,0,0%,
22,2024,2024-10-06,5,5,25.201,NYG,@,SEA,W 29-20,*,,,,,,,72,100%,0,0%,0,0%,
23,2024,2024-10-13,6,6,25.208,NYG,,CIN,L 7-17,*,,,,,,,79,100%,0,0%,0,0%,
24,2024,2024-10-20,7,7,25.215,NYG,,PHI,L 3-28,*,,,,,,,58,100%,0,0%,0,0%,
25,2024,2024-10-28,8,8,25.223,NYG,@,PIT,L 18-26,*,,,,,,,72,100%,0,0%,0,0%,
26,2024,2024-11-03,9,9,25.229,NYG,,WAS,L 22-27,*,,,,,,,65,100%,0,0%,0,0%,
27,2024,2024-11-10,10,10,25.236,NYG,@,CAR,L 17-20,*,,,,,,,75,100%,0,0%,0,0%,
28,2024,2024-11-24,11,12,25.250,NYG,,TAM,L 7-30,*,,,,,,,59,100%,0,0%,0,0%,
