Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,23.040,NYG,,DAL,L 0-40,*,0.0,5,2,7,0,0,0,0,0,0,0,0%,51,88%,0,0%,
2,2023,2023-09-17,2,2,23.047,NYG,@,ARI,W 31-28,,0.0,1,0,1,0,0,0,0,0,0,0,0%,41,63%,0,0%,
3,2023,2023-09-21,3,3,23.051,NYG,@,SFO,L 12-30,,0.0,2,4,6,0,0,0,0,0,0,0,0%,56,67%,0,0%,
4,2023,2023-10-02,4,4,23.062,NYG,,SEA,L 3-24,,,,,,,,,,,,0,0%,0,0%,7,30%,
5,2023,2023-10-08,5,5,23.068,NYG,@,MIA,L 16-31,,0.0,2,0,2,0,0,0,0,0,0,0,0%,14,26%,6,23%,
6,2023,2023-10-15,6,6,23.075,NYG,@,BUF,L 9-14,,0.0,1,1,2,0,0,0,0,0,0,0,0%,11,18%,10,48%,
7,2023,2023-10-22,7,7,23.082,NYG,,WAS,W 14-7,*,0.0,3,1,4,0,0,0,0,0,1,0,0%,59,86%,3,10%,
8,2023,2023-10-29,8,8,23.089,NYG,,NYJ,L 10-13,,,,,,,,,,,,0,0%,0,0%,17,46%,
9,2023,2023-11-05,9,9,23.096,NYG,@,LVR,L 6-30,,,,,,,,,,,,0,0%,0,0%,10,42%,
10,2023,2023-11-12,10,10,23.103,NYG,@,DAL,L 17-49,,0.0,1,0,1,0,0,0,0,0,0,0,0%,34,44%,21,68%,
11,2023,2023-11-19,11,11,23.110,NYG,@,WAS,W 31-19,*,0.0,4,2,6,0,0,0,0,0,0,0,0%,53,65%,2,7%,
12,2023,2023-11-26,12,12,23.117,NYG,,NWE,W 10-7,,,,,,,,,,,,0,0%,0,0%,8,35%,
13,2023,2023-12-11,13,14,23.132,NYG,,GNB,W 24-22,,,,,,,,,,,,0,0%,0,0%,11,41%,
14,2023,2023-12-17,14,15,23.138,NYG,@,NOR,L 6-24,,,,,,,,,,,,0,0%,0,0%,11,48%,
15,2023,2023-12-25,15,16,23.146,NYG,@,PHI,L 25-33,,0.0,0,0,0,0,0,0,0,0,0,0,0%,2,3%,14,48%,
16,2023,2023-12-31,16,17,23.152,NYG,,LAR,L 25-26,,,,,,,,,,,,0,0%,0,0%,20,67%,
17,2023,2024-01-07,17,18,23.159,NYG,,PHI,W 27-10,,0.0,5,1,6,0,0,0,0,0,0,0,0%,26,40%,16,62%,
18,2024,2024-09-08,1,1,,NYG,,MIN,L 6-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2024,2024-09-15,2,2,24.045,NYG,@,WAS,L 18-21,,,,,,,,,,,,0,0%,0,0%,7,33%,
20,2024,2024-09-22,3,3,,NYG,@,CLE,W 21-15,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,2024,2024-09-26,4,4,,NYG,,DAL,L 15-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
22,2024,2024-10-06,5,5,,NYG,@,SEA,W 29-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,2024,2024-10-13,6,6,,NYG,,CIN,L 7-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,2024,2024-10-20,7,7,24.080,NYG,,PHI,L 3-28,,0.0,4,0,4,0,0,0,0,0,0,0,0%,23,35%,11,34%,
25,2024,2024-10-28,8,8,,NYG,@,PIT,L 18-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,2024,2024-11-03,9,9,,NYG,,WAS,L 22-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,2024,2024-11-10,10,10,,NYG,@,CAR,L 17-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
28,2024,2024-11-24,11,12,,NYG,,TAM,L 7-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
