Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2014,2014-09-07,,1,,PIT,,CLE,W 30-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2014,2014-09-11,,2,,PIT,@,BAL,L 6-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2014,2014-09-21,3,3,23.151,PIT,@,CAR,W 37-19,,0,,,0,0,0,7,10%,0,0%,0,0%,
4,2014,2014-09-28,,4,,PIT,,TAM,L 24-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,2014,2014-10-05,,5,,PIT,@,JAX,W 17-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2014,2014-10-12,,6,,PIT,@,CLE,L 10-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2014,2014-10-20,,7,,PIT,,HOU,W 30-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2014,2014-10-26,,8,,PIT,,IND,W 51-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,2014,2014-11-02,,9,,PIT,,BAL,W 43-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2014,2014-11-09,,10,,PIT,@,NYJ,L 13-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2014,2014-11-17,,11,,PIT,@,TEN,W 27-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2014,2014-11-30,,13,,PIT,,NOR,L 32-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,2014,2014-12-07,,14,,PIT,@,CIN,W 42-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,2014,2014-12-14,,15,,PIT,@,ATL,W 27-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2014,2014-12-21,,16,,PIT,,KAN,W 20-12,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,2014,2014-12-28,,17,,PIT,,CIN,W 27-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,2015,2015-09-10,,1,,PIT,@,NWE,L 21-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,2015,2015-09-20,,2,,PIT,,SFO,W 43-18,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2015,2015-09-27,,3,,PIT,@,STL,W 12-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2015,2015-10-01,4,4,24.161,PIT,,BAL,L 20-23,,0,0,0,0,0,0,11,17%,0,0%,0,0%,
21,2015,2015-10-12,,5,,PIT,@,SDG,W 24-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,2015,2015-10-18,,6,,PIT,,ARI,W 25-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,2015,2015-10-25,,7,,PIT,@,KAN,L 13-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
24,2015,2015-11-01,8,8,24.192,PIT,,CIN,L 10-16,,0,0,0,0,0,0,1,1%,0,0%,0,0%,
25,2015,2015-11-08,9,9,24.199,PIT,,OAK,W 38-35,,0,0,0,0,0,0,7,8%,0,0%,0,0%,
26,2015,2015-11-15,10,10,24.206,PIT,,CLE,W 30-9,,0,0,0,0,0,0,1,2%,0,0%,0,0%,
27,2015,2015-11-29,,12,,PIT,@,SEA,L 30-39,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
