Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-12,1,1,23.245,PHI,@,ATL,W 32-6,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,7,10%,13,50%,
2,2021,2021-09-19,2,2,23.252,PHI,,SFO,L 11-17,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0%,13,19%,9,43%,
3,2021,2021-09-27,3,3,23.260,PHI,@,DAL,L 21-41,*,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0%,28,37%,17,57%,
4,2021,2021-10-03,4,4,23.266,PHI,,KAN,L 30-42,,,,,,,,,,,,,,0,0%,0,0%,7,26%,
5,2021,2021-10-10,5,5,23.273,PHI,@,CAR,W 21-18,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,19,64%,
6,2021,2021-10-14,6,6,23.277,PHI,,TAM,L 22-28,,,,,,,,,,,,,,0,0%,1,1%,16,67%,
7,2021,2021-10-24,7,7,23.287,PHI,@,LVR,L 22-33,,,,,,,,,,,,,,0,0%,0,0%,16,67%,
8,2021,2021-10-31,8,8,23.294,PHI,@,DET,W 44-6,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0%,2,3%,13,52%,
9,2021,2021-11-07,9,9,23.301,PHI,,LAC,L 24-27,,,,,,,,,,,,,,0,0%,0,0%,14,64%,
10,2021,2021-11-14,10,10,23.308,PHI,@,DEN,W 30-13,,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0%,2,3%,18,64%,
11,2021,2021-11-21,11,11,23.315,PHI,,NOR,W 40-29,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,24,63%,
12,2021,2021-11-28,12,12,23.322,PHI,@,NYG,L 7-13,,,,,,,,,,,,,,0,0%,0,0%,14,74%,
13,2021,2021-12-05,13,13,23.329,PHI,@,NYJ,W 33-18,,,,,,,,,,,,,,0,0%,0,0%,5,21%,
14,2021,2021-12-21,14,15,23.345,PHI,,WAS,W 27-17,,,,,,,,,,,,,,0,0%,0,0%,17,68%,
15,2021,2021-12-26,15,16,23.350,PHI,,NYG,W 34-10,,,,,,,,,,,,,,0,0%,1,1%,19,61%,
16,2021,2022-01-02,16,17,23.357,PHI,@,WAS,W 20-16,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,2,3%,14,64%,
17,2021,2022-01-08,17,18,23.363,PHI,,DAL,L 26-51,*,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0%,55,89%,19,61%,
18,2022,2022-09-11,1,1,24.244,PHI,@,DET,W 38-35,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,8,12%,23,74%,
19,2022,2022-09-19,2,2,24.252,PHI,,MIN,W 24-7,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,12,20%,15,71%,
20,2022,2022-09-25,3,3,24.258,PHI,@,WAS,W 24-8,,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0%,28,36%,21,81%,
21,2022,2022-10-02,4,4,24.265,PHI,,JAX,W 29-21,,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0%,4,9%,8,33%,
22,2022,2022-10-09,5,5,,PHI,@,ARI,W 20-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,2022,2022-10-16,6,6,24.279,PHI,,DAL,W 26-17,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,15,22%,20,83%,
24,2022,2022-10-30,7,8,24.293,PHI,,PIT,W 35-13,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,26,34%,21,78%,
